name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
akrapovic,ivancna gorica,,,,1990,,,,,automobiles,,,,,,
alpina ziri,ziri,,,,1948,,,,,footwear,,,,,,
amebis,kamnik,,,,2012,,,,,software,,,,,,
amis,maribor,,,,1995,,,,,fixed line telecommunications,,,,,,
btc,ljubljana,,,,1954,,,,,broadline retailers,,,,,,
elan,begunje na gorenjskem,,,,1945,,,,,recreational products,,,,,,
goodyear dunlop sava tires,kranj,,,,1998,,,,,automobiles,,,,,,
gorenje,velenje,,,,1950,,,,,durable household products,,,,,,
iskra company,kranj,,,,1946,,,,,diversified industrials,,,,,,
istrabenz,koper,,,,1948,,,,,-,,,,,,
krka,novo mesto,,,,1954,,,,,pharmaceuticals,,,,,,
litostroj,ljubljana,,,,1946,,,,,industrial machinery,,,,,,
ljubljana joze pucnik airport,ljubljana,,,,1963,,,,,transportation services,,,,,,
mercator,ljubljana,,,,1949,,,,,food retailers & wholesalers,,,,,,
mobitel,ljubljana,,,,1991,,,,,mobile telecommunications,,,,,,
petrol group,ljubljana,,,,1947,,,,,specialty retailers,,,,,,
port of koper,koper,,,,1957,,,,,transportation services,,,,,,
post of slovenia,maribor,,,,1995,,,,,delivery services,,,,,,
slovenian railways,ljubljana,,,,1991,,,,,railroads,,,,,,
slovenija ceste tehnika,ljubljana,,,,1943,,,,,construction & materials,,,,,,
solinair,ljubljana,,,,1991,,,,,airlines,,,,,,
tomos,koper,,,,1954,,,,,automobiles,,,,,,
xlab doo,ljubljana,,,,2001,,,,,software,,,,,,
zootfly,ljubljana,,,,2002,,,,,software,,,,,,
air slovakia,bratislava,,,,1993,,,,,airlines,,,,,,
cestne a stavebne mechanizmy tisovec,detva,,,,1955,,,,,defense,,,,,,
doprastav,bratislava,,,,1953,,,,,heavy construction,,,,,,
elnec,presov,,,,1991,,,,,electronic equipment,,,,,,
eset,bratislava,,,,1992,,,,,computer services,,,,,,
glass lps,medzilaborce,,,,1999,,,,,durable household products,,,,,,
istrobanka,bratislava,,,,1992,,,,,banks,,,,,,
j&t finance group,bratislava,,,,1993,,,,,investment services,,,,,,
jtre,bratislava,,,,1996,,,,,real estate management & development,,,,,,
jj electronic,cadca,,,,1993,,,,,electrical components & equipment,,,,,,
komercni banka bratislava,bratislava,,,,1995,,,,,banks,,,,,,
matador,puchov,,,,1947,,,,,tires,,,,,,
ofz as istebne,istebne,,,,1999,,,,,iron & steel,,,,,,
orange slovensko,bratislava,,,,1997,,,,,mobile telecommunications,,,,,,
penta investments,bratislava,,,,1994,,,,,investment services,,,,,,
postova banka,bratislava,,,,1992,,,,,banks,,,,,,
saris brewery,velky saris,,,,1964,,,,,brewers,,,,,,
slovak airlines,bratislava,,,,1995,,,,,airlines,,,,,,
slovak telekom,bratislava,,,,1999,,,,,fixed line telecommunications,,,,,,
slovalco,ziar nad hronom,,,,1993,,,,,aluminum,,,,,,
slovart music,bratislava,,,,1993,,,,,broadcasting & entertainment,,,,,,
slovenska posta,banska bystrica,,,,1993,,,,,delivery services,,,,,,
slovenska sporitelna,bratislava,,,,1819,,,,,banks,,,,,,
slovenske elektrarne,bratislava,,,,1942,,,,,conventional electricity,,,,,,
slovensky plynarensky priemysel,bratislava,,,,2006,,,,,exploration & production,,,,,,
slovnaft,bratislava,,,,1949,,,,,exploration & production,,,,,,
sygic,bratislava,,,,2004,,,,,software,,,,,,
tatra banka,bratislava,,,,1990,,,,,banks,,,,,,
o2 slovakia,bratislava,,,,2006,,,,,mobile telecommunications,,,,,,
topvar,velky saris,,,,1957,,,,,brewers,,,,,,
transpetrol as,bratislava,,,,1954,,,,,pipelines,,,,,,
us steel kosice,kosice,,,,2000,,,,,iron & steel,,,,,,
vagonka,trebisov,,,,1922,,,,,commercial vehicles & trucks,,,,,,
zeleznicna spolocnost slovensko,bratislava,,,,2004,,,,,railroads,,,,,,
zlaty bazant,hurbanovo,,,,1969,,,,,brewers,,,,,,
adevarul holding,bucharest,,,,2008,,,,,publishing,,,,,,
angst,buftea,,,,1990,,,,,food retailers & wholesalers,,,,,,
antibiotice iasi,iasi,,,,1955,,,,,pharmaceuticals,,,,,,
apulum,alba iulia,,,,1970,,,,,durable household products,,,,,,
arctic sa,gaesti,,,,1968,,,,,durable household products,,,,,,
automobile dacia,mioveni,,,,1966,,,,,automobiles,,,,,,
banca comerciala romana,bucharest,,,,1990,,,,,banks,,,,,,
banca transilvania,cluj-napoca,,,,1993,,,,,banks,,,,,,
blue air,bucharest,,,,2004,,,,,airlines,,,,,,
brd  groupe societe generale,bucharest,,,,1923,,,,,banks,,,,,,
caile ferate romane,bucharest,,,,1880,,,,,railroads,,,,,,
continental hotels,bucharest,,,,1991,,,,,hotels,,,,,,
dedeman,bacau,,,,1992,,,,,retail services,,,,,,
european drinks & foods,stei,,,,1993,,,,,food products,,,,,,
farmec,cluj-napoca,,,,1993,,,,,personal products,,,,,,
ford romania,craiova,,,,1976,,,,,automobiles,,,,,,
gecad software,bucharest,,,,1992,,,,,software,,,,,,
grup feroviar roman,bucharest,,,,2001,,,,,railroads,,,,,,
intact media group,bucharest,,,,1991,,,,,media agencies,,,,,,
jolidon,cluj-napoca,,,,1993,,,,,clothing & accessories,,,,,,
mangalia shipyard,mangalia,,,,1997,,,,,commercial vehicles & trucks,,,,,,
mega image,bucharest,,,,1995,,,,,food retailers & wholesalers,,,,,,
metrorex,bucharest,,,,1976,,,,,travel & tourism,,,,,,
mobexpert,bucharest,,,,1993,,,,,specialty retailers,,,,,,
napolact,cluj-napoca,,,,1905,,,,,food products,,,,,,
orange romania,bucharest,,,,1997,,,,,mobile telecommunications,,,,,,
petrom,bucharest,,,,1991,,,,,integrated oil & gas,,,,,,
petromidia refinery,navodari,,,,1974,,,,,exploration & production,,,,,,
posta romana,bucharest,,,,1862,,,,,delivery services,,,,,,
raiffeisen romania,bucharest,,,,1998,,,,,banks,,,,,,
rcs & rds,bucharest,,,,1993,,,,,fixed line telecommunications,,,,,,
realitatea-catavencu,bucharest,,,,2006,,,,,media agencies,,,,,,
regiotrans,brasov,,,,2005,,,,,travel & tourism,,,,,,
roman,brasov,,,,1921,,,,,commercial vehicles & trucks,,,,,,
rompetrol,bucharest,,,,1974,,,,,exploration & production,,,,,,
romstal,bucharest,,,,1994,,,,,industrial suppliers,,,,,,
romtelecom,bucharest,,,,1989,,,,,fixed line telecommunications,,,,,,
siveco romania,bucharest,,,,1992,,,,,software,,,,,,
softpedia,bucharest,,,,2001,,,,,software,,,,,,
softwin,bucharest,,,,1990,,,,,software,,,,,,
tarom,otopeni,,,,1954,,,,,airlines,,,,,,
tehnoton,iasi,,,,1972,,,,,consumer electronics,,,,,,
telekom romania,bucharest,,,,1991,,,,,fixed line telecommunications & mobile telecommunications,,,,,,
terapia ranbaxy,cluj-napoca,,,,1920,,,,,pharmaceuticals,,,,,,
tiriac holdings,bucharest,,,,1990,,,,,-,,,,,,
transferoviar grup,cluj-napoca,,,,2003,,,,,railroads,,,,,,
trilulilu,cluj-napoca,,,,2007,,,,,internet,,,,,,
ubisoft bucharest,bucharest,,,,1992,,,,,software,,,,,,
upc romania,bucharest,,,,1992,,,,,fixed line telecommunications,,,,,,
ursus breweries,bucharest,,,,1878,,,,,brewers,,,,,,
uti holdings,bucharest,,,,1990,,,,,-,,,,,,
vodafone romania,bucharest,,,,1997,,,,,mobile telecommunications,,,,,,
zentiva,bucharest,,,,1962,,,,,pharmaceuticals,,,,,,
altri,porto,,,,2005,,,,,paper,,,,,,
ambar  ideas on paper sa,porto,,,,1939,,,,,industrial suppliers,,,,,,
banco comercial portugues,porto,,,,1985,,,,,banks,,,,,,
bial,trofa,,,,1924,,,,,pharmaceuticals,,,,,,
caixa geral de depositos,lisbon,,,,1876,,,,,banks,,,,,,
carris,lisbon,,,,1872,,,,,travel & tourism,,,,,,
central de cervejas,vila franca de xira,,,,1934,,,,,brewers,,,,,,
chipidea,oeiras,,,,1997,,,,,semiconductors,,,,,,
churchill's port,porto,,,,1981,,,,,port wine,,,,,,
ciberbit,coimbra,,,,1995,,,,,software,,,,,,
cimpor,lisbon,,,,1976,,,,,building materials & fixtures,,,,,,
cms-helmets,anadia,,,,1976,,,,,clothing & accessories,,,,,,
cofina,porto,,,,1856,,,,,publishing,,,,,,
comboios de portugal,lisbon,,,,1856,,,,,travel & tourism,,,,,,
conservas ramirez,matosinhos,,,,1853,,,,,food products,,,,,,
continente,matosinhos,,,,1985,,,,,food retailers & wholesalers,,,,,,
corticeira amorim,santa maria da feira,,,,1870,,,,,industrial suppliers,,,,,,
critical software,coimbra,,,,1998,,,,,software,,,,,,
ctt correios de portugal sa,lisbon,,,,1520,,,,,delivery services,,,,,,
delta cafes,campo maior,,,,1961,,,,,food products,,,,,,
efacec,matosinhos,,,,1948,,,,,electronic equipment,,,,,,
energias de portugal,lisbon,,,,1976,,,,,conventional electricity,,,,,,
fabrica nacional de municoes de armas ligeiras,lisbon,,,,1947,,,,,defense,,,,,,
galp energia,lisbon,,,,1999,,,,,gas distribution,,,,,,
glintt,lisbon,,,,2008,,,,,software,,,,,,
grupo jose de mello,lisbon,,,,1986,,,,,-,,,,,,
iberomoldes,marinha grande,,,,1975,,,,,general industries,,,,,,
impresa,oeiras,,,,1972,,,,,media,,,,,,
jeronimo martins,lisbon,,,,1792,,,,,retail,,,,,,
lactogal,porto,,,,1996,,,,,food & beverage,,,,,,
logoplaste,cascais,,,,1976,,,,,diversified industrials,,,,,,
martifer,oliveira de frades,,,,1990,,,,,heavy construction,,,,,,
media capital,oeiras,,,,1988,,,,,broadcasting & entertainment,,,,,,
medinfar,lisbon,,,,1970,,,,,pharmaceuticals,,,,,,
meo,lisbon,,,,1991,,,,,mobile telecommunications,,,,,,
montepio,lisbon,,,,1840,,,,,banks,,,,,,
mota-engil,porto,,,,1946,,,,,general industries,,,,,,
move interactive,cascais,,,,2008,,,,,software,,,,,,
nos,lisbon,,,,1994,,,,,fixed line telecommunications,,,,,,
novabase,lisbon,,,,1989,,,,,software,,,,,,
novo banco,lisbon,,,,2014,,,,,banks,,,,,,
pingo doce,lisbon,,,,1980,,,,,food retailers & wholesalers,,,,,,
porto editora,porto,,,,1944,,,,,publishing,,,,,,
portugal telecom,lisbon,,,,1994,,,,,fixed line telecommunications,,,,,,
quidgest,lisbon,,,,1988,,,,,software,,,,,,
radio e televisao de portugal,lisbon,,,,1935,,,,,broadcasting & entertainment,,,,,,
redes energeticas nacionais,lisbon,,,,1994,,,,,conventional electricity,,,,,,
renova,torres novas,,,,1939,,,,,paper,,,,,,
sapo,lisbon,,,,1995,,,,,fixed line telecommunications,,,,,,
semapa,lisbon,,,,1991,,,,,building materials & fixtures,,,,,,
simoldes,oliveira de azemeis,,,,1959,,,,,diversified industrials,,,,,,
soares da costa,porto,,,,1918,,,,,heavy construction,,,,,,
sic,lisbon,,,,1992,,,,,broadcasting & entertainment,,,,,,
sonae industria,maia,,,,1959,,,,,diversified industrials,,,,,,
sonae,maia,,,,1959,,,,,-,,,,,,
sovena group,oeiras,,,,1956,,,,,farming & fishing,,,,,,
sumol compal,oeiras,,,,2008,,,,,food products,,,,,,
tabaqueira,lisbon,,,,1927,,,,,tobacco,,,,,,
tap air portugal,lisbon,,,,1945,,,,,airlines,,,,,,
televisao independente,oeiras,,,,1993,,,,,broadcasting & entertainment,,,,,,
the navigator company,setubal,,,,2001,,,,,paper,,,,,,
tranquilidade,lisbon,,,,1871,,,,,full line insurance,,,,,,
tupam editores,lisbon,,,,1977,,,,,publishing,,,,,,
umm,lisbon,,,,1977,,,,,diversified industrials,,,,,,
unicer brewery,matosinhos,,,,1890,,,,,brewers,,,,,,
uniplaces,lisbon,,,,2012,,,,,internet,,,,,,
visabeira,viseu,,,,1980,,,,,-,,,,,,
vista alegre,ilhavo,,,,1824,,,,,durable household products,,,,,,
11 bit studios,warsaw,,,,2010,,,,,software,,,,,,
adamow coal mine,turek,,,,1979,,,,,coal,,,,,,
alior bank,warsaw,,,,2008,,,,,banks,,,,,,
amica,wronki,,,,1945,,,,,durable household products,,,,,,
asseco,rzeszow,,,,1991,,,,,software,,,,,,
bank millennium,warsaw,,,,1989,,,,,banks,,,,,,
bank pekao,warsaw,,,,1929,,,,,banks,,,,,,
bechatow coal mine,bechatow,,,,1955,,,,,coal,,,,,,
biedronka,kostrzyn,,,,1995,,,,,food retailers & wholesalers,,,,,,
bochnia salt mine,bochnia,,,,1248,,,,,general mining,,,,,,
bogdanka coal mine,lublin voivodeship,,,,1975,,,,,coal,,,,,,
brainly,krakow,,,,2009,,,,,software,,,,,,
browar omza,omza,,,,1968,,,,,brewers,,,,,,
carlsberg polska,warsaw,,,,2004,,,,,brewers,,,,,,
cd projekt,warsaw,,,,1994,,,,,software,,,,,,
comarch,krakow,,,,1993,,,,,software,,,,,,
elbrewery,elblag,,,,1998,,,,,brewers,,,,,,
elektrim,warsaw,,,,1992,,,,,diversified industrials,,,,,,
enea sa,poznan,,,,2003,,,,,conventional electricity,,,,,,
ericpol,odz,,,,1991,,,,,software,,,,,,
fablok,chrzanow,,,,1919,,,,,commercial vehicles & trucks,,,,,,
fabryka samochodow maolitrazowych,bielsko-biaa,,,,1948,,,,,automobiles,,,,,,
fabryka samochodow osobowych,warszawa,,,,1948,,,,,automobiles,,,,,,
ft-krasnik,krasnik,,,,1938,,,,,diversified industrials,,,,,,
fasing sa,katowice,,,,1913,,,,,diversified industrials,,,,,,
gaworzyce mine,gaworzyce,,,,2004,,,,,nonferrous metals,,,,,,
gaz-system,warsaw,,,,2004,,,,,gas distribution,,,,,,
gogow geboki-przemysowy mine,polkowice,,,,2004,,,,,nonferrous metals,,,,,,
grupa azoty,tarnow,,,,1927,,,,,specialty chemicals,,,,,,
grupa lotos,gdansk,,,,2003,,,,,exploration & production,,,,,,
gubin coal mine,gubin,,,,1955,,,,,coal,,,,,,
halemba coal mine,ruda slaska,,,,1897,,,,,coal,,,,,,
hortex,warsaw,,,,1958,,,,,food products,,,,,,
ing bank slaski,katowice,,,,1988,,,,,banks,,,,,,
iti group,warsaw,,,,1984,,,,,broadcasting & entertainment,,,,,,
jabkowski brothers,warsaw,,,,1884,,,,,retail,,,,,,
jsw,jastrzebie-zdroj,,,,1993,,,,,coal,,,,,,
kghm polska miedz,lubin,,,,1961,,,,,nonferrous metals,,,,,,
kino polska,warsaw,,,,2003,,,,,broadcasting & entertainment,,,,,,
kodawa salt mine,kodawa,,,,1950,,,,,general mining,,,,,,
kompania piwowarska,poznan,,,,1999,,,,,brewers,,,,,,
kompania weglowa,katowice,,,,2003,,,,,coal,,,,,,
lech browary wielkopolski,poznan,,,,1975,,,,,brewers,,,,,,
livechat software,wrocaw,,,,2002,,,,,software,,,,,,
lot polish airlines,warsaw,,,,1929,,,,,airlines,,,,,,
lpp,gdansk,,,,1991,,,,,apparel retailers,,,,,,
maspex,wadowice,,,,1990,,,,,food concern,,,,,,
multikino,warsaw,,,,1998,,,,,recreational services,,,,,,
netia,warsaw,,,,1990,,,,,fixed line telecommunications,,,,,,
okocim brewery,brzesko,,,,1845,,,,,brewers,,,,,,
optimus sa,warsaw,,,,1988,,,,,computer hardware,,,,,,
orange polska,warsaw,,,,1991,,,,,mobile telecommunications,,,,,,
pesa sa,bydgoszcz,,,,1851,,,,,commercial vehicles & trucks,,,,,,
pgnig,warsaw,,,,1976,,,,,exploration & production,,,,,,
pkn orlen,pock,,,,1999,,,,,exploration & production,,,,,,
play,warsaw,,,,2007,,,,,mobile telecommunications,,,,,,
plus,warsaw,,,,1995,,,,,mobile telecommunications,,,,,,
poczta polska,warsaw,,,,1558,,,,,delivery services,,,,,,
polcast television,warsaw,,,,2006,,,,,broadcasting & entertainment,,,,,,
polish state railways,warsaw,,,,1926,,,,,railroads,,,,,,
polsat,warsaw,,,,1992,,,,,broadcasting & entertainment,,,,,,
polska grupa energetyczna,warsaw,,,,1990,,,,,conventional electricity,,,,,,
polsteam,szczecin,,,,1951,,,,,delivery services,,,,,,
powszechna kasa oszczednosci bank polski,warsaw,,,,1948,,,,,banks,,,,,,
powszechny zakad ubezpieczen,warsaw,,,,1803,,,,,full line insurance,,,,,,
pronar,narew,,,,1988,,,,,machinery,,,,,,
przedsiebiorstwo komunikacji samochodowej,biaystok,,,,1945,,,,,travel & tourism,,,,,,
przewozy regionalne,warsaw,,,,2001,,,,,travel & tourism,,,,,,
pse polskie sieci elektroenergetyczne,konstancin-jeziorna,,,,2004,,,,,conventional electricity,,,,,,
pudliszki,pudliszki,,,,1847,,,,,fruit and vegetable processing,,,,,,
qumak,warsaw,,,,1985,,,,,software,,,,,,
smyk department store,warszawa,,,,2000,,,,,general retailers,,,,,,
solaris bus & coach,bolechowo,,,,2001,,,,,commercial vehicles & trucks,,,,,,
tele-fonika kable,bydgoszcz,,,,1920,,,,,diversified industrials,,,,,,
telewizja polska,warsaw,,,,1952,,,,,broadcasting & entertainment,,,,,,
t-mobile polska,warsaw,,,,1996,,,,,mobile telecommunications,,,,,,
tvn24,warsaw,,,,2001,,,,,broadcasting & entertainment,,,,,,
tvn 7,warsaw,,,,2002,,,,,broadcasting & entertainment,,,,,,
tvn group,warsaw,,,,1995,,,,,broadcasting & entertainment,,,,,,
tymbark,tymbark,,,,1936,,,,,soft drinks,,,,,,
van pur,rakszawa,,,,1989,,,,,brewers,,,,,,
wieliczka salt mine,wieliczka,,,,1252,,,,,recreational services,,,,,,
zabka,poznan,,,,1998,,,,,food retailers & wholesalers,,,,,,
zmt sa,tarnow,,,,1917,,,,,defense,,,,,,
aalberts,utrecht,,,,1981,,,,,electrical components & equipment,,,,,,
abellio,utrecht,,,,2001,,,,,"bus, ferry and train services",,,,,,
abn amro,amsterdam,,,,1991,,,,,banks,,,,,,
adyen,amsterdam,,,,2006,,,,,payments industry,,,,,,
accell group,heerenveen,,,,1998,,,,,recreational products,,,,,,
aegon nv,the hague,,,,1983,,,,,life insurance,,,,,,
ahold delhaize,zaandam,,,,2016,,,,,food retailers & wholesalers,,,,,,
akzonobel,amsterdam,,,,1994,,,,,specialty chemicals,,,,,,
amstel brewery,zoeterwoude,,,,1870,,,,,brewers,,,,,,
apm terminals,the hague,,,,2001,,,,,transportation services,,,,,,
apollo vredestein bv,amsterdam,,,,1909,,,,,automobiles parts,,,,,,
arcadis,amsterdam,,,,1888,,,,,engineering,,,,,,
asml holding,veldhoven,,,,1984,,,,,industrial machinery,,,,,,
asn bank,the hague,,,,1960,,,,,banks,,,,,,
atradius,amsterdam,,,,1925,,,,,non-life insurance,,,,,,
australian homemade,veenendaal,,,,1979,,,,,restaurants & bars,,,,,,
avebe,veendam,,,,1919,,,,,food products,,,,,,
bavaria brewery,lieshout,,,,1680,,,,,brewers,,,,,,
beter bed,uden,,,,1981,,,,,specialty retailers,,,,,,
blendle,utrecht,,,,2013,,,,,internet,,,,,,
bookingcom,amsterdam,,,,1996,,,,,travel & tourism,,,,,,
catawiki,amsterdam,,,,2008,,,,,internet,,,,,,
chipshol,amsterdam,,,,1986,,,,,real estate investment and services,,,,,,
cnh global,amsterdam,,,,1999,,,,,commercial vehicles & trucks,,,,,,
corendon dutch airlines,lijnden,,,,2010,,,,,airlines,,,,,,
daf trucks,eindhoven,,,,1993,,,,,automobiles,,,,,,
damen group,gorinchem,,,,1927,,,,,industrial transportation & defense,,,,,,
dockwise,breda,,,,1993,,,,,marine transportation,,,,,,
donkervoort,lelystad,,,,1978,,,,,automobiles,,,,,,
douwe egberts,utrecht,,,,1753,,,,,soft drinks,,,,,,
dsm,heerlen,,,,1902,,,,,pharmaceuticals,,,,,,
ebuddy,amsterdam,,,,2003,,,,,internet,,,,,,
elsevier,amsterdam,,,,1880,,,,,publishing,,,,,,
endemol,amsterdam,,,,1994,,,,,broadcasting & entertainment,,,,,,
exact software,delft,,,,1984,,,,,software,,,,,,
exor,amsterdam,,,,1927,,,,,investment services,,,,,,
feadship,haarlem,,,,1949,,,,,recreational products,,,,,,
fraba,heerlen,,,,1918,,,,,industrial automation,,,,,,
frieslandcampina,amersfoort,,,,2008,,,,,food products,,,,,,
fugro,leidschendam,,,,1962,,,,,exploration & production,,,,,,
general logistics systems,amsterdam,,,,1999,,,,,delivery services,,,,,,
grolsch brewery,enschede,,,,1615,,,,,brewers,,,,,,
guerrilla games,amsterdam,,,,2000,,,,,software,,,,,,
g-star raw,amsterdam,,,,1989,,,,,apparel retailers,,,,,,
heerema marine contractors,leiden,,,,1948,,,,,oil equipment & services,,,,,,
heineken international,amsterdam,,,,1864,,,,,brewers,,,,,,
hema,amsterdam,,,,1926,,,,,variety,,,,,,
high-logic,de bilt,,,,1997,,,,,software,,,,,,
hotelsnl,groningen,,,,2001,,,,,travel & tourism,,,,,,
hunkemoller,hilversum,,,,1886,,,,,apparel retailers,,,,,,
hunter douglas,rotterdam,,,,1919,,,,,building,,,,,,
ikea,leiden,,,,1942,,,,,home improvement retailers,,,,,,
ing group,amsterdam,,,,1991,,,,,banks,,,,,,
interxion,schiphol-rijk,,,,1998,,,,,datacentres,,,,,,
iptp networks,amsterdam,,,,1996,,,,,fixed line telecommunications,,,,,,
jumbo,veghel,,,,1921,,,,,food retailers & wholesalers,,,,,,
just eat takeaway,amsterdam,,,,2000,,,,,consumer digital services,,,,,,
klm,amstelveen,,,,1919,,,,,airlines,,,,,,
kpmg,amstelveen,,,,1987,,,,,business support services,,,,,,
kpn,the hague,,,,1852,,,,,fixed line telecommunications,,,,,,
landfighter,best,,,,2011,,,,,automobiles,,,,,,
leaseplan,amsterdam,,,,1963,,,,,rental and leasing services,,,,,,
liander,arnhem,,,,2008,,,,,conventional electricity,,,,,,
lucas bols,amsterdam,,,,1575,,,,,distillers & vintners,,,,,,
martinair,schiphol-oost,,,,1958,,,,,airlines,,,,,,
nederlandse spoorwegen,utrecht,,,,1938,,,,,railroads,,,,,,
nipparts,amsterdam,,,,1981,,,,,auto parts,,,,,,
nutricia,amsterdam,,,,1896,,,,,food products,,,,,,
nuon energy,amsterdam,,,,1995,,,,,multiutilities,,,,,,
nxp semiconductors,eindhoven,,,,1953,,,,,semiconductors,,,,,,
oce,venlo,,,,1877,,,,,electronic office equipment,,,,,,
perfetti van melle,lainate,,,,2001,,,,,food products,,,,,,
philips,eindhoven,,,,1891,,,,,consumer electronics,,,,,,
postnl,the hague,,,,1998,,,,,delivery services,,,,,,
prosus,amsterdam,,,,2019,,,,,consumer digital services,,,,,,
q-park,maastricht,,,,1998,,,,,parking,,,,,,
rabobank,utrecht,,,,1972,,,,,banks,,,,,,
randstad holding,diemen,,,,1960,,,,,business support services,,,,,,
royal bam group,bunnik,,,,1869,,,,,heavy construction,,,,,,
royal boskalis westminster,papendrecht,,,,1910,,,,,heavy construction,,,,,,
royal imtech nv,gouda,,,,1860,,,,,electrical components & equipment,,,,,,
royal schiphol group,schiphol,,,,1916,,,,,transportation services,,,,,,
royal van oord,rotterdam,,,,1868,,,,,heavy construction,,,,,,
sbm offshore,schiedam,,,,1965,,,,,oil equipment & services,,,,,,
serpent model racing cars,heemstede,,,,1980,,,,,recreational products,,,,,,
shv holdings,utrecht,,,,1896,,,,,diversified industrials,,,,,,
spar,amsterdam,,,,1932,,,,,food retailers & wholesalers,,,,,,
spyker cars,zeewolde,,,,1999,,,,,automobiles,,,,,,
stork bv,naarden,,,,1868,,,,,aerospace,,,,,,
talpa network,hilversum,,,,2004,,,,,broadcasting & entertainment,,,,,,
tele2 netherlands,amsterdam,,,,1993,,,,,fixed line telecommunications,,,,,,
telfort,alphen aan den rijn,,,,1997,,,,,mobile telecommunications,,,,,,
thales nederland,hengelo,,,,1922,,,,,defence & electronics,,,,,,
tmf group,amsterdam,,,,1988,,,,,financial administration,,,,,,
tnt express,hoofddorp,,,,2011,,,,,delivery services,,,,,,
tomtom,amsterdam,,,,1991,,,,,software,,,,,,
tony's chocolonely,amsterdam,,,,2005,,,,,food products,,,,,,
transavia,schiphol-oost,,,,1965,,,,,airlines,,,,,,
triodos bank,zeist,,,,1980,,,,,banks,,,,,,
trust,dordrecht,,,,1981,,,,,computer hardware,,,,,,
tui fly netherlands,schiphol-rijk,,,,2005,,,,,airlines,,,,,,
vanguard dutch marine,heerenveen,,,,2008,,,,,recreational products,,,,,,
vdl bus & coach,valkenswaard,,,,1993,,,,,commercial vehicles & trucks,,,,,,
vdl nedcar,born,,,,1967,,,,,automobile,,,,,,
vedior,amsterdam,,,,1998,,,,,business training & employment agencies,,,,,,
veon,amsterdam,,,,2009,,,,,mobile telecommunications,,,,,,
verenigde nederlandse uitgeverijen,haarlem,,,,1964,,,,,publishing,,,,,,
vitol,rotterdam,,,,1966,,,,,"oil, gas & coal",,,,,,
vodafone netherlands,maastricht,,,,1995,,,,,mobile telecommunications,,,,,,
volkerwessels,amersfoort,,,,1854,,,,,heavy construction,,,,,,
wavin,zwolle,,,,1955,,,,,building materials & fixtures,,,,,,
we,utrecht,,,,1917,,,,,apparel retailers,,,,,,
wercker,amsterdam,,,,2011,,,,,software,,,,,,
wolters kluwer,alphen aan den rijn,,,,1836,,,,,business support services,,,,,,
zeeman,alphen aan den rijn,,,,1967,,,,,apparel retailers,,,,,,
air malta,luqa,,,,1973,,,,,airlines,,,,,,
aps bank,swatar,,,,1910,,,,,banks,,,,,,
bank of valletta,santa venera,,,,1974,,,,,banks,,,,,,
central bank of malta,valletta,,,,1968,,,,,banks,,,,,,
emmanuel delicata,valletta,,,,1907,,,,,distillers & vintners,,,,,,
go,marsa,,,,1997,,,,,fixed line telecommunications,,,,,,
hsbc bank malta,valletta,,,,1882,,,,,banks,,,,,,
lombard bank,valletta,,,,1969,,,,,banks,,,,,,
maltapost,marsa,,,,1998,,,,,delivery services,,,,,,
medavia,luqa,,,,1978,,,,,airlines,,,,,,
medialink communications,pieta,,,,unknown,,,,,publishing,,,,,,
melita,birkirkara,,,,1992,,,,,fixed line telecommunications,,,,,,
multilotto,st julian's,,,,2012,,,,,gambling,,,,,,
one productions,marsa,,,,1994,,,,,broadcasting & entertainment,,,,,,
simonds farsons cisk,birkirkara,,,,1928,,,,,brewers,,,,,,
unibet,gzira,,,,1997,,,,,gambling,,,,,,
epic,luqa,,,,1989,,,,,mobile telecommunications,,,,,,
advanzia bank,munsbach,,,,2005,,,,,banks,,,,,,
arcelor,luxembourg city,,,,2002,,,,,iron & steel,,,,,,
arcelormittal,luxembourg city,,,,2006,,,,,iron & steel,,,,,,
artec 3d,luxembourg city,,,,2007,,,,,technology hardware & equipment,,,,,,
banque de luxembourg,luxembourg city,,,,1920,,,,,banks,,,,,,
banque et caisse d'epargne de l'etat,luxembourg city,,,,1856,,,,,banks,,,,,,
banque raiffeisen,leudelange,,,,1926,,,,,banks,,,,,,
bgl bnp paribas,luxembourg city,,,,1919,,,,,banks,,,,,,
bip investment partners,luxembourg city,,,,2000,,,,,investment services,,,,,,
brasserie nationale,bascharage,,,,1975,,,,,brewers,,,,,,
cactus,bereldange,,,,1900,,,,,food retailers & wholesalers,,,,,,
cargolux,sandweiler,,,,1970,,,,,delivery services,,,,,,
creos luxembourg,strassen,,,,2009,,,,,multiutilities,,,,,,
central bank of luxembourg,luxembourg city,,,,1998,,,,,banks,,,,,,
centre hospitalier de luxembourg,luxembourg city,,,,1975,,,,,health care providers,,,,,,
ceratizit,mamer,,,,2002,,,,,diversified industrials,,,,,,
cipriani sa,luxembourg city,,,,1931,,,,,restaurants & bars,,,,,,
cvc capital partners,luxembourg city,,,,1981,,,,,asset managers,,,,,,
editpress,luxembourg city,,,,1913,,,,,publishing,,,,,,
foyer sa,luxembourg city,,,,1922,,,,,full line insurance,,,,,,
general mediterranean holding,luxembourg city,,,,1979,,,,,-,,,,,,
genii capital,howald,,,,2008,,,,,specialty finance,,,,,,
