name,headquarters,country,address,founded,employees,ceo,founders,market_cap,share_price,categories,sector,link,type
ing group,amsterdam,,,1991 through merger[1]  est. 1743 as kooger doodenbos ,,,,,,,,,
ingersoll rand,amsterdam,,,1859,,,,,,,,,
intel,amsterdam,,,"july 18, 1968  54 years ago  1968-07-18 ",,,,,,,,,
intesa sanpaolo,grattacielo intesa sanpaolo,,,2007  15 years ago  2007   merger  1583  439 years ago  1583  as istituto bancario san paolo di torino,,,,,,,,,
isuzu,grattacielo intesa sanpaolo,,,30 march 1934  88 years ago  1934-03-30   as isuzu ,,,,,,,,,
jelly belly,"fairfield, california",,,"1869  153 years ago  1869  in belleville, illinois, u.s.",,,,,,,,,
jim beam,"fairfield, california",,,"1869  153 years ago  1869  in belleville, illinois, u.s.",,,,,,,,,
the jm smucker company,"fairfield, california",,,"1897  125 years ago  1897  in orrville, ohio, u.s.",,,,,,,,,
jardine matheson,jardine house,,,1 july 1832  190 years ago  1 july 1832 [1],,,,,,,,,
jg summit holdings,robinsons equitable tower,,,1990  32 years ago  1990 ,,,,,,,,,
johnnie walker,robinsons equitable tower,,,1990  32 years ago  1990 ,,,,,,,,,
johnson & johnson,"new brunswick, new jersey",,,"january 1886  136 years ago  1886-01  in new brunswick, new jersey, united states",,,,,,,,,
jollibee foods corporation,ortigas center,,,"quezon city, philippines  january 1978  44 years ago  1978-01  [note 1]",,,,,,,,,
jpmorgan chase,383 madison avenue,,,"december 1, 2000  22 years ago  2000-12-01 ",,,,,,,,,
jvckenwood,383 madison avenue,,,"october 1, 2008  14 years ago  2008-10-01   as a merger between kenwood corporation and victor company of japan, ltd ",,,,,,,,,
jxd,383 madison avenue,,,"october 1, 2008  14 years ago  2008-10-01   as a merger between kenwood corporation and victor company of japan, ltd ",,,,,,,,,
kbc group,brussels,,,"1935  87 years ago  1935   kredietbank , present name  kbc group  dates from 2005",,,,,,,,,
kawasaki heavy industries,ch  ,,,15 october 1896  126 years ago  1896-10-15 ,,,,,,,,,
kappa brand,ch  ,,,1978  44 years ago  1978 ,,,,,,,,,
kellogg's,ch  ,,,"february 19, 1906  116 years ago  1906-02-19   as battle creek toasted corn flake company  battle creek, michigan, u.s.",,,,,,,,,
kikkoman,ch  ,,,"1603  419 years ago  1603   oldest establishment [1] december 7, 1917  105 years ago  1917-12-07   incorporated ",,,,,,,,,
kirin company,ch  ,,,1888  134 years ago  1888 ,,,,,,,,,
kimberly-clark,irving,,,"1872  150 years ago  1872  neenah, wisconsin, u.s.",,,,,,,,,
kingston technology,irving,,,"1987  35 years ago  1987  in fountain valley, california, united states",,,,,,,,,
klim type foundry,irving,,,"1987  35 years ago  1987  in fountain valley, california, united states",,,,,,,,,
knorr brand,irving,,,"1987  35 years ago  1987  in fountain valley, california, united states",,,,,,,,,
komatsu limited,tokyo,,,"may 13, 1921  101 years ago  1921-05-13 ",,,,,,,,,
konami,tokyo,,,21 march 1969  53 years ago  1969-03-21 ,,,,,,,,,
korg,inagi,,,1962  60 years ago  1962   as keio electronic laboratories ,,,,,,,,,
keumyoung group,seoul,,,"1983  39 years ago in busan, south korea",,,,,,,,,
kpmg,,,,"1987  35 years ago  1987   merger of peat marwick international and klynveld main goerdeler  1979  1979   kmg  1925  1925   peat marwick  1897  1897   marwick, mitchell & company  1818  1818   grace, darbyshire, & todd [1]",,,,,,,,,
kraft heinz,,,,"july 2, 2015  7 years ago  2015-07-02 ",,,,,,,,,
lactalis,,,,19 october 1933  89 years ago  1933-10-19 ,,,,,,,,,
lam research,"fremont, california",,,1980  42 years ago  1980 ,,,,,,,,,
lagardere group,paris,,,1992  30 years ago  1992 ,,,,,,,,,
larsen & toubro,ballard estate,,,"7 february 1946  76 years ago  7 february 1946 [1] bombay, bombay presidency, british india  present-day mumbai, maharashtra, india ",,,,,,,,,
latam airlines group,santiago,,,22 june 2012  10 years ago  2012-06-22 ,,,,,,,,,
lazada,santiago,,,"march 27, 2012  10 years ago  2012-03-27 ",,,,,,,,,
levi strauss & co,san francisco,,,"may 1, 1853  169 years ago  1853-05-01   as david stern & levi strauss ",,,,,,,,,
lear corporation,san francisco,,,"detroit, michigan  1917  1917  ",,,,,,,,,
lindt,san francisco,,,1845  177 years ago   1845 ,,,,,,,,,
lenovo,"hong kong, china[1]  registered office  beijing, china[2][3]  operational headquarters  lorong chuan, singapore[4]  operational centre  morrisville, north carolina, united states[5]  operational headquarters ",,,1 november 1984  38 years ago  1984-11-01   as legend     beijing,,,,,,,,,
leeco,"hong kong, china[1]  registered office  beijing, china[2][3]  operational headquarters  lorong chuan, singapore[4]  operational centre  morrisville, north carolina, united states[5]  operational headquarters ",,,8 september 2011  11 years ago  2011-09-08 ,,,,,,,,,
leonardo spa,rome,,,1948  74 years ago  1948 ,,,,,,,,,
leoni ag,nuremberg,,,1917  105 years ago  1917 ,,,,,,,,,
lexmark,lexington,,,"march 27, 1991  31 years ago  march 27, 1991 ",,,,,,,,,
lg electronics,yeouido-dong,,,october 1958  64 years ago  1958-10   as goldstar  march 1995  1995-03   as lg electronics  re-incorporated in 2002 ,,,,,,,,,
linde plc,dublin,,,21 june 1879  143 years ago  1879-06-21 ,,,,,,,,,
linpus linux,dublin,,,21 june 1879  143 years ago  1879-06-21 ,,,,,,,,,
lionbridge,"waltham, massachusetts",,,"waltham, massachusetts, us  1996 ",,,,,,,,,
liugong,"waltham, massachusetts",,,1958,,,,,,,,,
lockheed martin,"bethesda, maryland",,,"march 15, 1995  27 years ago  1995-03-15 ",,,,,,,,,
l'oreal,"bethesda, maryland",,,30 july 1909  113 years ago  1909-07-30 ,,,,,,,,,
lotte corporation,songpa district,,,"march 24, 1967  55 years ago  1967-03-24 ",,,,,,,,,
louisa coffee,songpa district,,,2006,,,,,,,,,
lufthansa,cologne,,,6 january 1953  69 years ago  1953-01-06 [note 1],,,,,,,,,
lukoil,cologne,,,25 november 1991  31 years ago  1991-11-25 ,,,,,,,,,
lupin limited,cologne,,,1968  54 years ago  1968 [1],,,,,,,,,
luxgen,miaoli county,,,2009,,,,,,,,,
luxottica,miaoli county,,,"1961  61 years ago  1961   agordo, italy ",,,,,,,,,
lyondellbasell,miaoli county,,,2007  15 years ago  2007 ,,,,,,,,,
mg cars,miaoli county,,,21 july 1930  92 years ago  1930-07-21 ,,,,,,,,,
macy's,miaoli county,,,"october 28, 1858  164 years ago  1858-10-28  in new york, new york, u.s.",,,,,,,,,
mahingroup,mumbai,,,2 october 1945  77 years ago  1945-10-02 ,,,,,,,,,
mars incorporated,,,,"1911  111 years ago  1911  tacoma, washington",,,,,,,,,
maton,,,,1946  76 years ago  1946 ,,,,,,,,,
marshall amplification,,,,"london, england  1962  60 years ago  1962  [1]",,,,,,,,,
mark simonson,,,,"london, england  1962  60 years ago  1962  [1]",,,,,,,,,
martini & rossi,,,,"turin, italy  1863 ",,,,,,,,,
maersk,copenhagen,,,16 april 1904  118 years ago  1904-04-16 ,,,,,,,,,
mama sita's holding company,san juan,,,1980  as marigold commodities corporation ,,,,,,,,,
mamee double-decker,"ayer keroh, malacca",,,1971  51 years ago  1971 ,,,,,,,,,
mattel,,,,"january 1945  77 years ago  1945-01  los angeles, california, u.s.",,,,,,,,,
maxxis,yuanlin,,,"january 1, 1967  55 years ago  1967-01-01 ",,,,,,,,,
mccain foods,yuanlin,,,"florenceville, new brunswick, canada  1957 ",,,,,,,,,
mcdonald's,yuanlin,,,"may 15, 1940  82 years ago  1940-05-15  in san bernardino, california",,,,,,,,,
mediatek,yuanlin,,,28 may 1997  25 years ago  1997-05-28 ,,,,,,,,,
meiji holdings,yuanlin,,,"april 1, 2009  2009-04-01 ",,,,,,,,,
meitu,yuanlin,,,2008  14 years ago  2008 ,,,,,,,,,
meizu,yuanlin,,,2003  19 years ago  2003 ,,,,,,,,,
melstacorp,yuanlin,,,2003  19 years ago  2003 ,,,,,,,,,
mercedes-benz,yuanlin,,,november 2019  3 years ago  2019-11 ,,,,,,,,,
meta platforms,"menlo park, california",,,"january 4, 2004  18 years ago  2004-01-04  in cambridge, massachusetts, u.s.",,,,,,,,,
michaels,irving,,,1973  49 years ago  1973 [1],,,,,,,,,
michelin,irving,,,28 may 1889  133 years ago  1889-05-28 ,,,,,,,,,
micro-star international,zhonghe,,,4 august 1986  36 years ago  1986-08-04 ,,,,,,,,,
micromax informatics,zhonghe,,,29 march 2000  22 years ago  29 march 2000 [1],,,,,,,,,
microsoft,one microsoft way,,,"april 4, 1975  47 years ago  1975-04-04  in albuquerque, new mexico, u.s.",,,,,,,,,
mizuno,suminoe,,,"april 1, 1906  116 years ago  1906-04-01  [1]",,,,,,,,,
merck millipore,suminoe,,,"merck   1668  merck kgaa, darmstadt, germany ",,,,,,,,,
miniso,suminoe,,,"merck   1668  merck kgaa, darmstadt, germany ",,,,,,,,,
mindtree,global village tech park,,,18 august 1999  23 years ago  1999-08-18 ,,,,,,,,,
mitsubishi electric,tokyo building,,,"january 15, 1921  101 years ago  1921-01-15  tokyo, japan",,,,,,,,,
mobil,tokyo building,,,1911  111 years ago  1911   as  standard oil company of new york  ,,,,,,,,,
monotype imaging,tokyo building,,,"1887  135 years ago  1887   as lanston monotype machine company  philadelphia, pennsylvania, u.s.",,,,,,,,,
monotype imaging,tokyo building,,,"1887  135 years ago  1887   as lanston monotype machine company  philadelphia, pennsylvania, u.s.",,,,,,,,,
morinaga & company,tokyo building,,,"august 15, 1899  123 years ago  1899-08-15  as morinagas western confectionary shop",,,,,,,,,
mustek systems,hsinchu,,,october 1988  34 years ago  1988-10 ,,,,,,,,,
nando's,hsinchu,,,"1987  35 years ago  1987 , johannesburg, gauteng, south africa",,,,,,,,,
bandai namco holdings,"minato, tokyo",,,"september 29, 2005  17 years ago  2005-09-29 ",,,,,,,,,
nbcuniversal,30 rockefeller plaza,,,"august 2, 2004  18 years ago  august 2, 2004 ",,,,,,,,,
new balance,"boston, massachusetts",,,1906  116 years ago  1906 ,,,,,,,,,
newell brands,"boston, massachusetts",,,"1903  119 years ago  1903  ogdensburg, new york, u.s.",,,,,,,,,
nestle,vevey,,,1866  156 years ago  1866   for the anglo-swiss condensed milk company branch ,,,,,,,,,
nec,vevey,,,"17 july 1899  123 years ago  1899-07-17  tokyo, japan",,,,,,,,,
netapp,vevey,,,1992  30 years ago  1992 ,,,,,,,,,
nike inc,"beaverton, oregon",,,"january 25, 1964  58 years ago  1964-01-25 ",,,,,,,,,
nivea,"beaverton, oregon",,,"january 25, 1964  58 years ago  1964-01-25 ",,,,,,,,,
nikon,"minato, tokyo",,,"july 25, 1917  105 years ago  1917-07-25  tokyo city, empire of japan",,,,,,,,,
nintendo,"minami-ku, kyoto",,,"23 september 1889  133 years ago  1889-09-23  in shimogy -ku, kyoto, japan",,,,,,,,,
nissan,"minami-ku, kyoto",,,26 december 1933  88 years ago  1933-12-26   under nissan group [1][2],,,,,,,,,
nokia,"minami-ku, kyoto",,,"12 may 1865  157 years ago  1865-05-12  in tampere, grand duchy of finland, russian empire",,,,,,,,,
norsk hydro,oslo,,,1905,,,,,,,,,
novartis,,,,march 1996  26 years ago  1996-03   from merger ,,,,,,,,,
novo nordisk,bagsvrd,,,"december 21, 1923  98 years ago  1923-12-21 ",,,,,,,,,
olympus corporation,bagsvrd,,,"12 october 1919  103 years ago  1919-10-12   as takachiho seisakusho  shinjuku, tokyo, japan",,,,,,,,,
oknoplast,bagsvrd,,,1994,,,,,,,,,
ooredoo,bagsvrd,,,1987  35 years ago  1987 ,,,,,,,,,
otobi,dhaka,,,1975,,,,,,,,,
officemax,,,,"april 1, 1988  34 years ago  1988-04-01  cleveland, ohio, u.s.",,,,,,,,,
oracle corporation,,,,"june 16, 1977  45 years ago  1977-06-16  santa clara, california, u.s.[1]",,,,,,,,,
orange sa,issy-les-moulineaux,,,1 january 1988  34 years ago  1988-01-01   as france telecom  1 july 2013  9 years ago  2013-07-01   as orange ,,,,,,,,,
ornua,dublin,,,1961  61 years ago  1961 ,,,,,,,,,
pandora jewelry,dublin,,,1982  40 years ago  1982 ,,,,,,,,,
panasonic,"kadoma, osaka",,,"march 7, 1918  104 years ago  1918-03-07 [2] osaka, japan",,,,,,,,,
paper mate,oak brook,,,1940  82 years ago  1940   as  the frawley pen company  [2],,,,,,,,,
paramount global,one astor plaza,,,"december 4, 2019  3 years ago  2019-12-04 ",,,,,,,,,
parrot sa,one astor plaza,,,"1994  28 years ago  1994  in paris, france",,,,,,,,,
puma brand,herzogenaurach,,,1948  74 years ago  1948 ,,,,,,,,,
pepper lunch,tokyo,,,1994  28 years ago  1994 ,,,,,,,,,
pepsico,"harrison, new york",,,"august 28, 1898  124 years ago  1898-08-28  new bern, north carolina, united states",,,,,,,,,
perficient,"st. louis, missouri",,,1997,,,,,,,,,
petronas,petronas towers,,,17 august 1974  48 years ago  1974-08-17 [1],,,,,,,,,
pernod ricard,petronas towers,,,1975  47 years ago  1975 ,,,,,,,,,
penguin random house,random house tower,,,"july 1, 2013  9 years ago  2013-07-01 ",,,,,,,,,
petrovietnam,random house tower,,,1977  1977 ,,,,,,,,,
pfizer,new york city,,,1849  173 years ago  1849  in new york city,,,,,,,,,
philips,amsterdam,,,"15 may 1891  131 years ago  1891-05-15  eindhoven, netherlands",,,,,,,,,
ping an bank,amsterdam,,,22 june 1995  1995-06-22   ping an bank  22 december 1987  1987-12-22   s.z. dev. bank  2012  merger ,,,,,,,,,
ping an insurance,amsterdam,,,1988  34 years ago  1988 ,,,,,,,,,
pioneer corporation,bunky ,,,"1 january 1938  84 years ago  1938-01-01  in tokyo, japan",,,,,,,,,
pirelli,bunky ,,,"1872  150 years ago  1872  milan, italy",,,,,,,,,
pilot pen company,bunky ,,,1918  104 years ago  1918  as  namiki manufacturing company ,,,,,,,,,
playmobil,bunky ,,,1918  104 years ago  1918  as  namiki manufacturing company ,,,,,,,,,
pladis,london,,,2016  6 years ago  2016 ,,,,,,,,,
pldt,london,,,"manila, philippine islands  november 28, 1928  94 years ago  1928-11-28  ",,,,,,,,,
pollo campero,"dallas, texas",,,"1971  51 years ago  1971 , in guatemala[1]",,,,,,,,,
procter & gamble,"dallas, texas",,,"october 31, 1837  185 years ago  1837-10-31 ",,,,,,,,,
proton holdings,"dallas, texas",,,9 july 1985  37 years ago  9 july 1985 ,,,,,,,,,
prada,,,,1913  109 years ago  1913   as fratelli prada ,,,,,,,,,
prudential financial,,,,"1875  147 years ago  1875  newark, new jersey, u.s.",,,,,,,,,
pvh corp,,,,1881  141 years ago  1881 ,,,,,,,,,
pwc,london,,,1998  pricewaterhousecoopers  1849  price waterhouse  1854  coopers & lybrand [1],,,,,,,,,
qnb group,london,,,"june 6, 1964  1964 -06-06  as qatar national bank[1]",,,,,,,,,
qantas,"mascot, new south wales",,,"16 november 1920  102 years ago  1920-11-16  winton, queensland, australia",,,,,,,,,
qualcomm,"mascot, new south wales",,,july 1985  37 years ago  1985-07 ,,,,,,,,,
qatarenergy,"mascot, new south wales",,,1974,,,,,,,,,
rabobank,rabotoren,,,1895  1895 ,,,,,,,,,
ranpak,rabotoren,,,"1972  50 years ago  1972  in painesville, ohio, united states",,,,,,,,,
reckitt,slough,,,1814  208 years ago  1814   j&j colman  1823  199 years ago  1823   benckiser  1840  182 years ago  1840   reckitt & sons  1938  84 years ago  1938   merger of reckitt & sons and j&j colman  1999  23 years ago  1999   merger of reckitt & colman and benckiser ,,,,,,,,,
recruit company,slough,,,1960  62 years ago  1960 [1],,,,,,,,,
red bull,slough,,,1960  62 years ago  1960 [1],,,,,,,,,
iwg plc,,,,"1989, brussels, belgium",,,,,,,,,
reliance industries,,,,8 may 1973  49 years ago  8 may 1973 ,,,,,,,,,
renault,,,,25 february 1899  123 years ago  1899-02-25 ,,,,,,,,,
repsol,repsol campus,,,1987  35 years ago  1987 ,,,,,,,,,
ricoh,"ota, tokyo",,,"february 6, 1936  86 years ago  1936-02-06 ",,,,,,,,,
robert bosch gmbh,gerlingen,,,15 november 1886  136 years ago  1886-11-15 ,,,,,,,,,
roland corporation,gerlingen,,,"18 april 1972  50 years ago  1972-04-18  osaka, japan",,,,,,,,,
rohde & schwarz,munich,,,17 november 1933,,,,,,,,,
royal bank of canada,montreal,,,"1864  158 years ago  1864 [1] in halifax, nova scotia",,,,,,,,,
shell plc,shell centre,,,"april 1907  115 years ago  1907-04   original amalgamation  20 july 2005  17 years ago  2005-07-20  in shell centre, london  current entity ",,,,,,,,,
rpg group,worli,,,"calcutta, india 1820  202 years ago  1820 ",,,,,,,,,
rusal,moscow,,,2007,,,,,,,,,
ssangyong motor,pyeongtaek,,,4 march 1954  68 years ago  1954-03-04 [1],,,,,,,,,
saab ab,stockholm,,,"1937 in trollhattan, sweden",,,,,,,,,
saks fifth avenue,stockholm,,,1867  155 years ago   1867 ,,,,,,,,,
samsung electronics,samsung digital city,,,"13 january 1969  53 years ago  1969-01-13  in suwon, south korea",,,,,,,,,
samsonite,luxembourg city,,,10 march 1910  112 years ago  1910-03-10 ,,,,,,,,,
newell custom writing instruments,luxembourg city,,,1857  165 years ago  1857 ,,,,,,,,,
san miguel corporation,san miguel avenue,,," september 29, 1890  132 years ago  1890-09-29   in manila, philippines",,,,,,,,,
sandisk,san miguel avenue,,,1988  34 years ago  1988 ,,,,,,,,,
sandvik,stockholm,,,1862  160 years ago  1862 ,,,,,,,,,
sanrio,stockholm,,,10 august 1960  62 years ago  1960-08-10   as yamanashi silk company ,,,,,,,,,
sanofi,paris,,,1973  49 years ago  1973 ,,,,,,,,,
saudi aramco,dhahran,,,29 may 1933  89 years ago  29 may 1933 ,,,,,,,,,
sap,dhahran,,,"weinheim, germany  1972  50 years ago  1972  ",,,,,,,,,
publicis sapient,dhahran,,,1990,,,,,,,,,
sas group,sas frosundavik office building,,,"1946  76 years ago  1946 , merger of aba  1924 , ddl  1918 , and dnl  1927 ",,,,,,,,,
sasken technologies,"bangalore, karnataka",,,1989  33 years ago  1989 ,,,,,,,,,
sasol,"bangalore, karnataka",,,1950  1950 ,,,,,,,,,
schlumberger,,,,"1926  96 years ago  1926   as electric prospecting company  paris, france",,,,,,,,,
schwan-stabilo,heroldsberg,,,1855  167 years ago  1855 ,,,,,,,,,
schneider electric,rueil-malmaison,,,1836  186 years ago  1836   as schneider & cie ,,,,,,,,,
schindler group,rueil-malmaison,,,1874  148 years ago  1874 ,,,,,,,,,
schleich,rueil-malmaison,,,1935  87 years ago  1935 ,,,,,,,,,
scotiabank,"toronto, ontario, canada[1]",,,"march 30, 1832  190 years ago  1832-03-30  halifax, nova scotia",,,,,,,,,
scholastic corporation,scholastic building,,,"october 22, 1920  102 years ago  1920-10-22  wilkinsburg, pennsylvania, us",,,,,,,,,
seiko,ginza,,,"1881  141 years ago  1881  in ch  , tokyo, japan",,,,,,,,,
sears,ginza,,,"1892  130 years ago  1892  chicago, illinois, u.s.",,,,,,,,,
sennheiser,wedemark,,,1 june 1945  77 years ago  1 june 1945   as labor w ,,,,,,,,,
sphero,"boulder, colorado",,,2010  12 years ago  2010 ,,,,,,,,,
spin master,"225 king street w., suite 200",,,"march 26, 1994  28 years ago  1994-03-26 ",,,,,,,,,
serta company,"225 king street w., suite 200",,,1931  91 years ago  1931 ,,,,,,,,,
seagate technology,"fremont, california",,,"november 1, 1979  43 years ago  1979-11-01   as shugart technology ",,,,,,,,,
sega sammy holdings,tokyo,,,"october 1, 2004  18 years ago  2004-10-01 ",,,,,,,,,
sealy corporation,tokyo,,,"1881  141 years ago  1881  in sealy, texas, u.s.",,,,,,,,,
servcorp,sydney,,,1978,,,,,,,,,
severstal,cherepovets,,,1993,,,,,,,,,
sf express,cherepovets,,,1993  1993 ,,,,,,,,,
sgs sa,geneva,,,1878,,,,,,,,,
shenzhen airlines,shenzhen bao'an international airport,,,november 1992  30 years ago  1992-11 ,,,,,,,,,
shiseido,shenzhen bao'an international airport,,,1872  150 years ago  1872 ,,,,,,,,,
shopee,shenzhen bao'an international airport,,,"5 february 2015  7 years ago  2015-02-05  queenstown, singapore",,,,,,,,,
siemens,munich,,,"1 october 1847  175 years ago  1847-10-01  berlin, kingdom of prussia",,,,,,,,,
sime darby property,munich,,,2007  15 years ago  2007 ,,,,,,,,,
silkroad technology,munich,,,"winston-salem, north carolina, us  2003 ",,,,,,,,,
singtel,munich,,,1879  143 years ago  1879   as private telephone exchange  28 march 1992  30 years ago  1992-03-28   as singapore telecom  [1],,,,,,,,,
sinopec,chaoyang district,,,"beijing, china  25 february 2000  22 years ago  25 february 2000  ",,,,,,,,,
bic company,chaoyang district,,,25 october 1945  77 years ago  1945-10-25 ,,,,,,,,,
snapchat,chaoyang district,,,25 october 1945  77 years ago  1945-10-25 ,,,,,,,,,
the pinkfong company,seocho-dong,,,june 2010  12 years ago  2010-06 ,,,,,,,,,
sm investments,mall of asia complex,,,"1958  64 years ago  1958  in manila, philippines[1]",,,,,,,,,
societe generale,boulevard haussmann,,,"may 4, 1864  158 years ago  1864-05-04 ",,,,,,,,,
sogou,beijing,,,9 august 2010  12 years ago  2010-08-09 ,,,,,,,,,
sk group,seoul,,,8 april 1953  69 years ago  1953-04-08 ,,,,,,,,,
skullcandy,"park city, utah",,,2003,,,,,,,,,
skype,"park city, utah",,,2003,,,,,,,,,
koda transportation,plze ,,,1995,,,,,,,,,
solaris bus & coach,bolechowo,,,1999,,,,,,,,,
sony,"minato, tokyo",,,"7 may 1946  76 years ago  1946-05-07  nihonbashi, ch  , tokyo, japan[2]",,,,,,,,,
softbank group,"minato-ku, tokyo",,,3 september 1981  41 years ago  1981-09-03 ,,,,,,,,,
southwest airlines,"dallas, texas",,,"march 15, 1967  55 years ago  1967-03-15   as air southwest ",,,,,,,,,
square enix,shinjuku,,,"april 1, 2003  19 years ago  2003-04-01 [1][a]",,,,,,,,,
staedtler,shinjuku,,,3 october 1835  187 years ago  1835-10-03 ,,,,,,,,,
standard chartered,london,,,"as chartered bank of india, australia, and china on 29 december 1853  168 years ago  1853-12-29  as standard chartered on 18 november 1969  53 years ago  1969-11-18 ",,,,,,,,,
starbucks,london,,,"march 30, 1971  51 years ago  1971-03-30  pike place market, elliott bay, seattle, washington, u.s.",,,,,,,,,
state bank of india,nariman point,,,1 july 1955  67 years ago  1955-07-01  state bank of india 27 january 1921  1921-01-27  imperial bank of india 2 june 1806  1806-06-02  bank of calcutta 15 april 1840  1840-04-15  bank of bombay 1 july 1843  1843-07-01  bank of madras,,,,,,,,,
safeway,"pleasanton, california",,,"april 1915  107 years ago   1915-04  in american falls, idaho, u.s.",,,,,,,,,
subway restaurant,"pleasanton, california",,,"august 28, 1965  57 years ago  1965-08-28  in bridgeport, connecticut, u.s.",,,,,,,,,
stellantis,"pleasanton, california",,,16 january 2021  23 months ago  2021-01-16 ,,,,,,,,,
suntory,"pleasanton, california",,,"osaka, japan 1899  123 years ago  1899 ",,,,,,,,,
suzuki,"pleasanton, california",,,october 1909  113 years ago  1909-10   as suzuki loom works ,,,,,,,,,
swarovski,wattens,,,"1895  127 years ago  1895   as a. kosmann, d. swarovski & co. ",,,,,,,,,
swinkels family brewers,wattens,,,before 1680,,,,,,,,,
taco maker,wattens,,,before 1680,,,,,,,,,
taiwan beer,wattens,,,before 1680,,,,,,,,,
take-two interactive,wattens,,,"september 30, 1993  29 years ago  1993-09-30 ",,,,,,,,,
tapestry inc,10 hudson yards,,,2017,,,,,,,,,
target corporation,,,,"june 24, 1902  120 years ago  1902-06-24   corporation  january 5, 1962  60 years ago  1962-01-05   store ",,,,,,,,,
tata motors,mumbai,,,1945  77 years ago  1945 ,,,,,,,,,
tabasco sauce,mumbai,,,1868  154 years ago  1868 ,,,,,,,,,
tate & lyle,london,,,merger of henry tate & sons  established 1859  and abram lyle & sons  established 1887  in 1921,,,,,,,,,
tcl technology,london,,,1981  41 years ago  1981   as ttk  1985  1985   as tcl technology ,,,,,,,,,
tata consultancy services,mumbai,,,1968  54 years ago  1968 ,,,,,,,,,
teac corporation,mumbai,,,"29 august 1953  69 years ago  1953-08-29  in tokyo, japan",,,,,,,,,
technisat,mumbai,,,10 june 1987  10 june 1987 ,,,,,,,,,
tech mahindra,pune,,,24 october 1986  36 years ago  24 october 1986 ,,,,,,,,,
technicolor,pune,,,24 october 1986  36 years ago  24 october 1986 ,,,,,,,,,
telefonica,pune,,,19 april 1924  98 years ago  1924-04-19 ,,,,,,,,,
telus,vancouver,,,"1990  32 years ago  1990   in edmonton, alberta, canada [1]",,,,,,,,,
tencent,tencent binhai mansion,,,11 november 1998  24 years ago  1998-11-11 ,,,,,,,,,
the home depot,tencent binhai mansion,,,"february 6, 1978  44 years ago  1978-02-06  marietta, georgia, u.s.",,,,,,,,,
the hershey company,tencent binhai mansion,,,"february 8, 1894  128 years ago  1894-02-08   as hershey chocolate company  in lancaster, pennsylvania, united states[1]",,,,,,,,,
the swatch group,tencent binhai mansion,,,1983  39 years ago  1983 ,,,,,,,,,
tesco,welwyn garden city,,,"1919  103 years ago  1919  hackney, london, england, uk",,,,,,,,,
tesla inc,13101 tesla road,,,"july 1, 2003  19 years ago  2003-07-01  in san carlos, california, united states",,,,,,,,,
tetra pak,,,,"1951  71 years ago  1951  lund, sweden and pully, switzerland",,,,,,,,,
telstra,telstra corporate centre,,,1 july 1975  47 years ago  1975-07-01 [1],,,,,,,,,
texas instruments,telstra corporate centre,,,1930  92 years ago  1930   as geophysical service incorporated [1] 1951  1951   as texas instruments ,,,,,,,,,
textron,"providence, rhode island, us",,,1923  99 years ago  1923 ,,,,,,,,,
thomson reuters,"providence, rhode island, us",,,"april 17, 2008  14 years ago  2008-04-17  toronto, ontario, canada",,,,,,,,,
ting hsin international group,"providence, rhode island, us",,,"yongjing, changhua, taiwan  1958  1958  ",,,,,,,,,
tissot,"providence, rhode island, us",,,1853  169 years ago  1853 ,,,,,,,,,
tkk fried chicken,new taipei city,,,20 july 1974  48 years ago  1974-07-20 ,,,,,,,,,
toshiba,new taipei city,,,11 july 1875  147 years ago  1875-07-11 b,,,,,,,,,
tomtom,amsterdam,,,1991  31 years ago  1991 ,,,,,,,,,
tomy,"katsushika, tokyo",,,"march 1, 2006  16 years ago  2006-03-01   former tomy, 1924  takara, 1955 ",,,,,,,,,
totalenergies,tour total,,,28 march 1924  98 years ago  1924-03-28 ,,,,,,,,,
towers watson,tour total,,,2010  12 years ago  2010 ,,,,,,,,,
tpg telecom,"north sydney, new south wales",,,2009,,,,,,,,,
tdk,"nihonbashi, ch  , tokyo",,,"december 7, 1935  87 years ago  1935-12-07  as tokyo denki kagaku k gy  k.k.",,,,,,,,,
oao tmk,"nihonbashi, ch  , tokyo",,,2001,,,,,,,,,
toyota,"nihonbashi, ch  , tokyo",,,"august 28, 1937  85 years ago  1937-08-28 ",,,,,,,,,
trend micro,"irving, texas",,,"24 october 1988  34 years ago  1988-10-24 , los angeles, california, u.s.",,,,,,,,,
tp-link,"irving, texas",,,1996  26 years ago  1996 ,,,,,,,,,
tsmc,"irving, texas",,,"industrial technology research institute, hsinchu, taiwan  1987  35 years ago  1987  ",,,,,,,,,
typotheque,"irving, texas",,,1999,,,,,,,,,
uber,"san francisco, california",,,march 2009  13 years ago  2009-03 ,,,,,,,,,
ulker,istanbul,,,22 february 1944  78 years ago  1944-02-22 ,,,,,,,,,
united microelectronics corporation,hsinchu science park,,,1980  42 years ago  1980 ,,,,,,,,,
unicredit,hsinchu science park,,,1998  24 years ago  1998 ,,,,,,,,,
unilever,london,,,2 september 1929  93 years ago  1929-09-02 ,,,,,,,,,
ubisoft,london,,,28 march 1986  36 years ago  1986-03-28 ,,,,,,,,,
unisys,london,,,1986  36 years ago  1986 ,,,,,,,,,
united airlines,willis tower,,,"april 6, 1926  96 years ago  1926-04-06   as varney air lines in boise, idaho, u.s. [1]",,,,,,,,,
