name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
softbank group corp,,,,,,,"  58,786",masayoshi son,,,,,,,,,,,,,
heineken nv,,,,,,,"  81,070",rudolf gijsbert servaas van den brink,,,,,,,,,,,,,
ambev sa,,,,,,,"  53,000",jean jereissati neto,,,,,,,,,,,,,
canadian pacific railway limited,,,,,,  16 february 1881,"  11,834",keith e creel,,,,,,,,,,,,,
marathon petroleum corporation,,,,,,"  november 9, 2009","  17,700",michael j hennigan,,,,,,,,,,,,,
american international group inc,,,,,,"  december 19, 1919","  36,600",peter salvatore zaffino,,,,,,,,,,,,,
dollar general corporation,,,,,,  october 1939,"  163,000",todd j vasos,,,,,,,,,,,,,
fortinet inc,,,,,,  2000,"  10,195",ken xie,,,,,,,,,,,,,
snap inc,,,,,,"  september 16, 2011","  5,661",evan spiegel,,,,,,,,,,,,,
ferrari nv,,,,,,  13 september 1939,"  4,609",benedetto vigna,,,,,,,,,,,,,
lonza group ltd,,,,,,,"  16,218",,,,,,,,,,,,,,
london stock exchange group plc,,,,,,  23 june 2007,"  24,158",david a schwimmer,,,,,,,,,,,,,
thomson reuters corporation,,,,,,,"  24,400",stephen john hasker bcom mba,,,,,,,,,,,,,
basf se,,,,,,,"  108,718",martin brudermuller,,,,,,,,,,,,,
sempra energy,,,,,,  1998,"  15,390",jeffrey walker martin,,,,,,,,,,,,,
occidental petroleum corporation,,,,,,  june 1909,"  11,678",vicki a hollub,,,,,,,,,,,,,
liberty bancshares inc oh,,,,,,,,ronald l zimmerly jr,,,,,,,,,,,,,
fast retailing co ltd,,,,,,,"  55,589",tadashi yanai,,,,,,,,,,,,,
nxp semiconductors nv,,,,,,  established in 2006,"  31,000",kurt sievers,,,,,,,,,,,,,
xilinx inc,,,,,,  1984,"  4,890",victor peng,,,,,,,,,,,,,
itochu corp,,,,,,,"  125,944",masahiro okafuji,,,,,,,,,,,,,
eni spa,,,,,,  10 february 1953,"  31,495",claudio descalzi,,,,,,,,,,,,,
stellantis nv,,,,,,,"  281,595",carlos tavares,,,,,,,,,,,,,
bce inc,,,,,,  1983,"  49,781",mirko bibic,,,,,,,,,,,,,
denso corp,,,,,,,"  168,391",koji arima,,,,,,,,,,,,,
toyota,,,,,,"  august 28, 1937","  371,365",akio toyoda,,,,,,,,,,,,,
l3harris technologies inc,,,,,,"  june 29, 2019","  47,000",christopher e kubasik cpa cpa,,,,,,,,,,,,,
agribank fcb,,,,,,,,,,,,,,,,,,,,,
general accident plc,,,,,,,,,,,,,,,,,,,,,
archer-daniels-midland company,,,,,,"  minneapolis, minnesota, u.s.1902","  39,218",juan ricardo luciano,,,,,,,,,,,,,
american electric power company inc,,,,,,  1906,"  16,688",nicholas k akins,,,,,,,,,,,,,
fortescue metals group limited,,,,,,  2003,"  10,232",elizabeth anne gaines ca,,,,,,,,,,,,,
hon hai precision industry co ltd,,,,,,,,,,,,,,,,,,,,,
china tourism group duty free corp ltd,,,,,,,"  14,217",,,,,,,,,,,,,,
ecolab inc,,,,,,  1923 ,"  47,000",christophe beck,,,,,,,,,,,,,
novatek pjsc,,,,,,,,leonid viktorovich mikhelson,,,,,,,,,,,,,
synopsys inc,,,,,,"  1986 in research triangle park, north carolina.","  16,361",aart j de geus,,,,,,,,,,,,,
safran sa,,,,,,,"  77,008",olivier andries,,,,,,,,,,,,,
illumina inc,,,,,,  1998,"  9,800",francis a desouza,,,,,,,,,,,,,
mercadolibre inc,,,,,,"  august 2, 1999","  29,957",marcos eduardo galperan,,,,,,,,,,,,,
roper technologies inc,,,,,,  1890,"  19,300",laurence neil hunn,,,,,,,,,,,,,
the kraft heinz company,,,,,,"  july 2, 2015","  36,000",miguel patricio,,,,,,,,,,,,,
centene corporation,,,,,,  1984,"  72,500",sarah m london,,,,,,,,,,,,,
paychex inc,,,,,,  1971,"  15,000",martin mucci,,,,,,,,,,,,,
honda motor co ltd,,,,,,"  hamamatsu, japan october 1946, incorporated 24 september 1948","  211,374",toshihiro mibe,,,,,,,,,,,,,
hitachi ltd,,,,,,,"  350,864",toshiaki higashihara,,,,,,,,,,,,,
scentre group,,,,,,  2014,"  2,780",peter kenneth allen,,,,,,,,,,,,,
mediatek inc,,,,,,,,lih shyng tsai phd,,,,,,,,,,,,,
lululemon athletica inc,,,,,,  1998,"  25,000",calvin r mcdonald,,,,,,,,,,,,,
dow inc,,,,,,"  april 1, 2019","  35,700",james r fitterling,,,,,,,,,,,,,
rosneft oil co pjsc,,,,,,,,igor ivanovich sechin,,,,,,,,,,,,,
mckesson corporation,,,,,,"  new york city, united states1833","  59,000",brian s tyler phd,,,,,,,,,,,,,
suncor energy inc,,,,,,"  montreal, quebec, canada in 1919","  16,922",mark s little,,,,,,,,,,,,,
vmware inc,,,,,,"  february 10, 1998","  34,000",rangarajan raghuram,,,,,,,,,,,,,
johnson controls international plc,,,,,,  1885,"  101,000",george r oliver,,,,,,,,,,,,,
o'reilly automotive inc,,,,,,"  december 2, 1957","  82,852",gregory d johnson,,,,,,,,,,,,,
grupo mexico sab de cv,,,,,,,"  29,707",,,,,,,,,,,,,,
crowdstrike holdings inc,,,,,,  2011,"  4,965",george r kurtz,,,,,,,,,,,,,
naspers ltd,,,,,,,"  28,445",bob van dijk,,,,,,,,,,,,,
autodesk inc,,,,,,"  january 30, 1982","  12,600",andrew anagnost,,,,,,,,,,,,,
prudential financial inc,,,,,,  1875,"  40,916",charles frederick lowrey jr,,,,,,,,,,,,,
open joint stock company omz,,,,,,,,igor y zhilkin,,,,,,,,,,,,,
cognizant technology solutions corporation,,,,,,  26 january 1994,"  330,600",brian humphries,,,,,,,,,,,,,
nucor corporation,,,,,,,"  28,800",leon j topalian,,,,,,,,,,,,,
dexcom inc,,,,,,  1999,"  6,300",kevin ronald sayer,,,,,,,,,,,,,
banco bradesco sa,,,,,,"  march 10, 1943","  85,264",octavio de lazari jr junior,,,,,,,,,,,,,
nidec corp,,,,,,,  758,jun seki,,,,,,,,,,,,,
adidas ag,,,,,,,"  53,870",kasper bo rorsted,,,,,,,,,,,,,
sika ag,,,,,,,"  26,272",,,,,,,,,,,,,,
baidu inc,,,,,,"  january 1, 2000","  45,500",yanhong li,,,,,,,,,,,,,
takeda pharmaceutical company limited,,,,,,"  doshomachi, osaka, japan june 12, 1781","  47,099",christophe weber,,,,,,,,,,,,,
the hershey company,,,,,,"  february 8, 1894","  16,620",michele gross buck,,,,,,,,,,,,,
amphenol corporation,,,,,,  1932,"  90,000",richard adam norwitt,,,,,,,,,,,,,
vanjia corp,,,,,,,,su hua tian,,,,,,,,,,,,,
vodafone group plc,,,,,,  16 september 1991,"  105,000",nicholas jonathan read,,,,,,,,,,,,,
idexx laboratories inc,,,,,,  1983,"  10,350",jonathan j mazelsky,,,,,,,,,,,,,
the travelers companies inc,,,,,,  1853,"  30,184",alan david schnitzer,,,,,,,,,,,,,
infineon technologies ag,,,,,,,"  50,280",reinhard ploss,,,,,,,,,,,,,
constellation brands inc,,,,,,  1945,"  9,300",william a newlands,,,,,,,,,,,,,
datadog inc,,,,,,  2010,"  3,200",olivier pomel,,,,,,,,,,,,,
mitsui & co ltd,,,,,,,"  44,509",kenichi hori,,,,,,,,,,,,,
saudi arabian mining company,,,,,,,,robert g wilt,,,,,,,,,,,,,
pjsc lukoil,,,,,,,"  101,374",vagit yusufovich alekperov,,,,,,,,,,,,,
intesa sanpaolo spa,,,,,,,"  78,000",carlo messina,,,,,,,,,,,,,
te connectivity ltd,,,,,,  2007,"  85,000",terrence r curtin cpa,,,,,,,,,,,,,
autozone inc,,,,,,"  july 4, 1979","  65,100",william c rhodes iii,,,,,,,,,,,,,
iqvia holdings inc,,,,,,  1982,"  79,000",ari bousbib,,,,,,,,,,,,,
cintas corporation,,,,,,  1929,"  40,000",todd m schneider,,,,,,,,,,,,,
cadence design systeinc,,,,,,  1988,"  9,300",anirudh devgan phd,,,,,,,,,,,,,
chipotle mexican grill inc,,,,,,"  july 13, 1993","  97,660",brian r niccol,,,,,,,,,,,,,
sumitomo mitsui financial group inc,,,,,,"  june 6, 1996","  86,800",jun ohta,,,,,,,,,,,,,
samsung biologics coltd,,,,,,,"  3,247",john chongbo rim,,,,,,,,,,,,,
wipro limited,,,,,,  29 december 1945,"  220,000",thierry delaporte,,,,,,,,,,,,,
zijin mining group co ltd,,,,,,,"  43,876",,,,,,,,,,,,,,
hp inc,,,,,,"  january 1, 1939","  51,000",enrique j lores,,,,,,,,,,,,,
lloyds banking group plc,,,,,,,"  57,955",,,,,,,,,,,,,,
simon property group inc,,,,,,  1993,"  2,400",david e simon,,,,,,,,,,,,,
aflac incorporated,,,,,,"  november 17, 1955","  12,447",daniel paul amos,,,,,,,,,,,,,
barrick gold corporation,,,,,,  1983,"  18,421",dennis mark bristow,,,,,,,,,,,,,
murata manufacturing co ltd,,,,,,,"  77,398",,,,,,,,,,,,,,
kinder morgan inc,,,,,,  1997,"  10,529",steven j kean,,,,,,,,,,,,,
kimberly-clark corporation,,,,,,  1872,"  45,000",michael d hsu,,,,,,,,,,,,,
xiaomi corp,,,,,,,"  33,427",jun lei,,,,,,,,,,,,,
wesfarmers limited,,,,,,  1914,"  122,000",robert g scott,,,,,,,,,,,,,
republic services inc,,,,,,"  july 2, 1998","  35,000",jon vander ark,,,,,,,,,,,,,
hoya corp,,,,,,,"  37,245",eiichiro ikeda,,,,,,,,,,,,,
yihai kerry arawana holdings co ltd,,,,,,,"  34,389",,,,,,,,,,,,,,
monster beverage corporation,,,,,,  1935,"  3,458",rodney cyril sacks,,,,,,,,,,,,,
longi green energy technology co ltd,,,,,,,"  46,631",,,,,,,,,,,,,,
corteva inc,,,,,,  2019,"  21,000",charles victor magro bsc chem mba,,,,,,,,,,,,,
general mills inc,,,,,,"  june 20, 1866","  35,000",jeffrey l harmening,,,,,,,,,,,,,
seven & i holdings co ltd,,,,,,,"  58,975",,,,,,,,,,,,,,
dsv panalpina a-s,,,,,,,"  77,958",jens bjorn andersen,,,,,,,,,,,,,
hilton worldwide holdings inc,,,,,,"  may 31, 1919","  142,000",christopher j nassetta,,,,,,,,,,,,,
wuxi apptec,,,,,,,"  34,912",ge li phd,,,,,,,,,,,,,
sysco corporation,,,,,,"  march 19, 1969","  58,000",kevin p hourican,,,,,,,,,,,,,
the kroger co,,,,,,  1883,"  500,000",william rodney mcmullen,,,,,,,,,,,,,
manulife financial corporation,,,,,,"  june 23, 1887","  38,000",rocco gori,,,,,,,,,,,,,
biontech se,,,,,,  2008,"  2,800",prof ugur sahin md,,,,,,,,,,,,,
stmicroelectronics nv,,,,,,,"  48,254",jean-marc chery,,,,,,,,,,,,,
devon energy corporation,,,,,,  1971,"  1,600",richard e muncrief,,,,,,,,,,,,,
the williacompanies inc,,,,,,  1908,"  4,783",alan s armstrong,,,,,,,,,,,,,
the allstate corporation,,,,,,"  april 17, 1931","  54,300",thomas joseph wilson ii,,,,,,,,,,,,,
hang seng bank limited,,,,,,,"  9,396",,,,,,,,,,,,,,
valero energy corporation,,,,,,"  january 1, 1980","  9,794",joseph w gorder,,,,,,,,,,,,,
ing groep nv,,,,,,,"  57,000",steven j a van rijswijk,,,,,,,,,,,,,
mmc norilsk nickel pjsc,,,,,,,,,,,,,,,,,,,,,
motorola solutions inc,,,,,,"  january 4, 2011","  18,700",gregory q brown,,,,,,,,,,,,,
east money information coltd,,,,,,,"  5,696",,,,,,,,,,,,,,
the bank of new york mellon corporation,,,,,,"  july 1, 2007","  49,100",thomas p gibbons,,,,,,,,,,,,,
carrier global corporation,,,,,,"  june 26, 1915","  58,000",david l gitlin,,,,,,,,,,,,,
oversea-chinese banking corp ltd,,,,,,,"  29,622",,,,,,,,,,,,,,
digital realty trust inc,,,,,,  2004,"  3,030",arthur william stein,,,,,,,,,,,,,
walgreens boots alliance inc,,,,,,"  december 31, 2014","  202,000",rosalind gates brewer,,,,,,,,,,,,,
agilent technologies inc,,,,,,  1999,"  17,200",michael r mcmullen,,,,,,,,,,,,,
global payments inc,,,,,,  2000,"  25,000",jeffrey s sloan jd,,,,,,,,,,,,,
citic securities company ltd,,,,,,,"  11,380",,,,,,,,,,,,,,
baxter international inc,,,,,,  1931,"  60,000",jose e almeida,,,,,,,,,,,,,
boc hong kong holdings ltd,,,,,,,"  14,462",yu sun,,,,,,,,,,,,,
msci inc,,,,,,  1968,"  4,303",henry a fernandez,,,,,,,,,,,,,
welltower inc,,,,,,  1970,  464,shankh s mitra,,,,,,,,,,,,,
xcel energy inc,,,,,,  1909,"  11,321",robert c frenzel,,,,,,,,,,,,,
united overseas bank ltd,,,,,,,"  24,346",ee cheong wee bsc ma,,,,,,,,,,,,,
wanhua chemical group co ltd,,,,,,,"  19,692",,,,,,,,,,,,,,
dupont de nemours inc,,,,,,"  september 1, 2017","  28,000",edward d breen,,,,,,,,,,,,,
eqt ab,,,,,,,"  1,059",christian sinding,,,,,,,,,,,,,
alimentation couche-tard inc,,,,,,  1980,"  98,000",brian p hannasch,,,,,,,,,,,,,
ebay inc,,,,,,"  september 3, 1995","  10,800",jamie j ian,,,,,,,,,,,,,
givaudan sa,,,,,,,"  16,842",,,,,,,,,,,,,,
novozymes a-s,,,,,,,"  6,184",ester baiget,,,,,,,,,,,,,
prudential plc,,,,,,  1848,"  23,000",,,,,,,,,,,,,,
alcon inc,,,,,,"  1945, fort worth, texas, united states","  24,389",david j endicott,,,,,,,,,,,,,
ecopetrol sa,,,,,,  1921,"  18,000",,,,,,,,,,,,,,
baker hughes company,,,,,,  1907,"  54,000",lorenzo simonelli,,,,,,,,,,,,,
banco bilbao vizcaya argentaria sa,,,,,,,"  110,432",onur genc,,,,,,,,,,,,,
dell technologies inc,,,,,,"  september 7, 2016","  133,000",michael saul dell,,,,,,,,,,,,,
kuaishou technology,,,,,,,"  27,125",yixiao cheng,,,,,,,,,,,,,
ab volvo,,,,,,,"  92,144",martin lundstedt msc,,,,,,,,,,,,,
credit agricole sa,,,,,,,"  75,975",philippe brassac,,,,,,,,,,,,,
dollar tree inc,,,,,,  1986,"  61,886",michael a witynski,,,,,,,,,,,,,
sba communications corporation,,,,,,,"  1,596",jeffrey a stoops,,,,,,,,,,,,,
capgemini se,,,,,,,"  324,700",aiman ezzat,,,,,,,,,,,,,
daiichi sankyo company ltd,,,,,,,"  16,033",sunao manabe dvm phd,,,,,,,,,,,,,
compass group plc,,,,,,  1941,"  480,000",dominic blakemore,,,,,,,,,,,,,
sartorius stedim biotech sa,,,,,,,"  10,409",joachim kreuzburg,,,,,,,,,,,,,
pt bank rakyat indonesia persero tbk,,,,,,,"  79,398",,,,,,,,,,,,,,
phillips 66,,,,,,  1927,"  14,000",greg c garland,,,,,,,,,,,,,
electronic arts inc,,,,,,"  may 27, 1982","  11,000",andrew wilson,,,,,,,,,,,,,
trane technologies plc,,,,,,  1871,"  37,000",david s regnery,,,,,,,,,,,,,
smc corp,,,,,,,"  20,619",,,,,,,,,,,,,,
parker-hannifin corporation,,,,,,"  1917, cleveland, ohio, u.s.","  54,640",thomas l williams,,,,,,,,,,,,,
tokio marine holdings inc,,,,,,,"  43,257",satoru komiya,,,,,,,,,,,,,
jiangsu hengrui medicine co ltd,,,,,,,"  28,903",,,,,,,,,,,,,,
beijing-shanghai high-speed railway coltd,,,,,,,  57,,,,,,,,,,,,,,
munich re,,,,,,,"  39,281",torsten jeworrek,,,,,,,,,,,,,
doordash inc,,,,,,  january 2013,"  8,600",tony xu,,,,,,,,,,,,,
shanghai pudong development bank co ltd,,,,,,,"  61,686",,,,,,,,,,,,,,
constellation software inc,,,,,,  1995,"  16,000",,,,,,,,,,,,,,
inner mongolia yili industrial group co ltd,,,,,,,"  59,159",,,,,,,,,,,,,,
telus corporation,,,,,,  1990,"  90,800",darren entwistle ba lld mba,,,,,,,,,,,,,
public service enterprise group incorporated,,,,,,  1903,"  12,684",ralph izzo phd,,,,,,,,,,,,,
transdigm group incorporated,,,,,,  1993,"  13,300",kevin m stein phd,,,,,,,,,,,,,
waste connections inc,,,,,,"  1997 in folsom, california","  19,998",worthing f jackman,,,,,,,,,,,,,
lyondellbasell industries nv,,,,,,  2007,"  19,100",kenneth todd lane,,,,,,,,,,,,,
da sa,,,,,,,"  98,105",,,,,,,,,,,,,,
cloudflare inc,,,,,,  july 2009,"  2,440",matthew prince,,,,,,,,,,,,,
nio limited,,,,,,  november 2014,"  7,763",william li,,,,,,,,,,,,,
coinbase global inc,,,,,,,"  3,730",brian armstrong,,,,,,,,,,,,,
shanxi xinghuacun fen wine factory coltd,,,,,,,"  12,614",,,,,,,,,,,,,,
neste oyj,,,,,,,"  4,719",peter z e vanacker,,,,,,,,,,,,,
resmed inc,,,,,,  1989,"  7,970",michael j farrell be mba sm,,,,,,,,,,,,,
experian plc,,,,,,  1996,"  20,000",brian j cassin,,,,,,,,,,,,,
intuitive surgical inc,,,,,,  1995,"  9,793",gary s guthart phd,,,,,,,,,,,,,
woolworths group limited,,,,,,  22 september 1924,"  210,067",bradford leon banducci bcomm acc llb mba,,,,,,,,,,,,,
mplx lp,,,,,,  1988,"  1,139",michael j hennigan,,,,,,,,,,,,,
telstra corporation limited,,,,,,  1 july 1975,"  26,728",andrew richard penn mba amp mba bec fcca hfaipm,,,,,,,,,,,,,
hexagon ab,,,,,,,"  22,097",ola rollan bsc bsc econ,,,,,,,,,,,,,
generali,,,,,,,"  74,621",philippe roger donnet,,,,,,,,,,,,,
avalonbay communities inc,,,,,,  1978,"  2,839",benjamin w schall,,,,,,,,,,,,,
imperial oil limited,,,,,,  1880,"  5,400",bradley william corson bs,,,,,,,,,,,,,
yum brands inc,,,,,,"  october 6, 1997","  36,000",david w gibbs,,,,,,,,,,,,,
sun hung kai properties ltd,,,,,,,"  38,500",,,,,,,,,,,,,,
old dominion freight line inc,,,,,,  1934,"  23,663",greg c gantt,,,,,,,,,,,,,
cheniere energy inc,,,,,,  1996,"  1,550",jack a fusco,,,,,,,,,,,,,
consolidated edison inc,,,,,,  1823 as the new york gas light company,"  13,871",timothy p cawley,,,,,,,,,,,,,
china citic bank corp ltd,,,,,,,"  57,062",,,,,,,,,,,,,,
budweiser brewing company apac ltd,,,,,,,"  26,038",jan eli b craps,,,,,,,,,,,,,
arcelormittal,,,,,,,"  158,000",aditya mittal,,,,,,,,,,,,,
ameriprise financial inc,,,,,,  1894,"  12,000",james m cracchiolo,,,,,,,,,,,,,
fastenal company,,,,,,  1967,"  18,370",daniel l florness,,,,,,,,,,,,,
align technology inc,,,,,,  1997,"  22,540",joseph m hogan,,,,,,,,,,,,,
verbund ag,,,,,,,"  2,870",michael strugl mba,,,,,,,,,,,,,
sydney airport limited,,,,,,  2002,  418,,,,,,,,,,,,,,
verisk analytics inc,,,,,,  1971,"  9,367",scott g stephenson,,,,,,,,,,,,,
z holdings corp,,,,,,,"  22,531",kentaro kawabe,,,,,,,,,,,,,
arthur j gallagher & co,,,,,,  1927,"  39,000",j patrick gallagher jr,,,,,,,,,,,,,
chongqing zhifei biological products co ltd,,,,,,,"  3,380",,,,,,,,,,,,,,
equity residential,,,,,,  1969,"  2,400",mark j parrell,,,,,,,,,,,,,
chunghwa telecom co ltd,,,,,,"  june 15, 1996","  20,341",chi-mau sheih,,,,,,,,,,,,,
t rowe price group inc,,,,,,  1937,"  7,529",robert w sharps cfa cpa cfa cpa,,,,,,,,,,,,,
halliburton company,,,,,,  1919,"  40,000",jeffrey allen miller,,,,,,,,,,,,,
tyson foods inc,,,,,,  1935,"  137,000",donnie d king,,,,,,,,,,,,,
discover financial services,,,,,,  1985,"  16,700",roger crosby hochschild,,,,,,,,,,,,,
kuehne nagel international ag,,,,,,,"  73,516",detlef a trefzger,,,,,,,,,,,,,
fanuc corp,,,,,,,"  8,256",kenji yamaguchi,,,,,,,,,,,,,
mtr corp ltd,,,,,,,"  31,968",chak-pui kam,,,,,,,,,,,,,
poly developments and holdings group co ltd,,,,,,,"  61,201",,,,,,,,,,,,,,
kkr & co inc,,,,,,  1976,"  3,238",joseph y bae,,,,,,,,,,,,,
mizuho financial group inc,,,,,,  2001,"  54,492",masahiro kihara,,,,,,,,,,,,,
ptt pcl,,,,,,,,auttapol rerkpiboon,,,,,,,,,,,,,
koninklijke ahold delhaize nv,,,,,,,"  144,550",frans w h muller,,,,,,,,,,,,,
china vanke co ltd,,,,,,,"  140,565",jiusheng zhu mba,,,,,,,,,,,,,
international flavors & fragrances inc,,,,,,  1889 ,"  24,000",franklin k clyburn jr,,,,,,,,,,,,,
telefonaktiebolaget lm ericsson,,,,,,"  stockholm, sweden 1876","  100,454",e borje ekholm mba msc,,,,,,,,,,,,,
china resources land ltd,,,,,,,"  47,537",,,,,,,,,,,,,,
zoom video communications inc,,,,,,"  april 21, 2011","  6,787",eric s yuan,,,,,,,,,,,,,
otis worldwide corporation,,,,,,  20 september 1853,"  70,000",judith f marks,,,,,,,,,,,,,
sun life financial inc,,,,,,,"  22,719",kevin david strain ca cpa,,,,,,,,,,,,,
rockwell automation inc,,,,,,  1903,"  24,500",blake d moret,,,,,,,,,,,,,
aptiv plc,,,,,,  1994,"  155,000",kevin p clark,,,,,,,,,,,,,
cenovus energy inc,,,,,,  2009,"  5,938",alexander j pourbaix,,,,,,,,,,,,,
deutsche borse ag,,,,,,,"  8,855",theodor weimer,,,,,,,,,,,,,
orange sa,,,,,,  1 january 1988,"  132,002",stephane richard,,,,,,,,,,,,,
hess corporation,,,,,,"  december 11, 1919","  1,545",john b hess,,,,,,,,,,,,,
natwest group plc,,,,,,  25 march 1968,"  58,735",alison marie rose-slade ba,,,,,,,,,,,,,
ross stores inc,,,,,,  1982,"  88,100",barbara rentler,,,,,,,,,,,,,
wec energy group inc,,,,,,  1896,"  6,938",scott j lauber,,,,,,,,,,,,,
amerisourcebergen corporation,,,,,,  merger between amerisource health and bergen brunswig in 2001,"  38,000",steven h collis,,,,,,,,,,,,,
china overseas land & investment ltd,,,,,,,"  5,916",zhichao zhang,,,,,,,,,,,,,
wuxi biologics,,,,,,,"  9,864",zhisheng chen,,,,,,,,,,,,,
citic ltd,,,,,,,"  135,304",,,,,,,,,,,,,,
cellnex telecom sa,,,,,,,"  2,877",tobias martinez gimeno,,,,,,,,,,,,,
haier smart home co ltd,,,,,,,"  99,299",,,,,,,,,,,,,,
singapore telecommunications ltd,,,,,,,"  22,914",kuan moon yuen,,,,,,,,,,,,,
anta sports products ltd,,,,,,,"  52,000",shizhong ding,,,,,,,,,,,,,
barclays plc,,,,,,  17 november 1690,"  81,600",coimbatore sundararajan venkatakrishnan,,,,,,,,,,,,,
brown-forman corporation,,,,,,  1870,"  4,700",lawson e whiting,,,,,,,,,,,,,
weg sa,,,,,,,"  36,987",harry schmelzer jr,,,,,,,,,,,,,
paccar inc,,,,,,  1905,"  28,500",r preston feight,,,,,,,,,,,,,
great wall motor co ltd,,,,,,,"  63,174",,,,,,,,,,,,,,
longfor group holdings ltd,,,,,,,"  44,065",xuping chen,,,,,,,,,,,,,
japan post bank coltd,,,,,,,"  12,451",,,,,,,,,,,,,,
ppg industries inc,,,,,,  1883,"  49,300",michael h mcgarry,,,,,,,,,,,,,
perusahaan perseroan persero pt telekomunikasi indonesia tbk,,,,,,  23 october 1856,"  20,817",,,,,,,,,,,,,,
mettler-toledo international inc,,,,,,  1945,"  15,600",patrick k kaltenbach,,,,,,,,,,,,,
oneok inc,,,,,,  1906,"  2,847",pierce h norton ii,,,,,,,,,,,,,
goodman group,,,,,,  1989,  941,gregory leith goodman,,,,,,,,,,,,,
corning incorporated,,,,,,  1851,"  61,200",wendell p weeks,,,,,,,,,,,,,
japan tobacco inc,,,,,,,"  55,381",masamichi terabatake,,,,,,,,,,,,,
foxconn industrial internet co ltd,,,,,,,"  196,159",hongmeng cheng,,,,,,,,,,,,,
eversource energy,,,,,,  1966,"  9,227",joseph r nolan jr,,,,,,,,,,,,,
china telecom corp ltd,,,,,,,"  278,922",ruiwen ke,,,,,,,,,,,,,
crh plc,,,,,,"  cement limited 1936, roadstone limited 1949 & merger to form cement roadstone holdings 1970","  77,400",,,,,,,,,,,,,,
japan post holdings co ltd,,,,,,,"  243,612",hiroya masuda,,,,,,,,,,,,,
biogen inc,,,,,,  1978,"  9,610",michel vounatsos,,,,,,,,,,,,,
swisscom ag,,,,,,,"  18,905",urs schaeppi lic oec hsg,,,,,,,,,,,,,
koninklijke dsm nv,,,,,,,"  21,358",dimitri de vreeze,,,,,,,,,,,,,
formosa petrochemical corp,,,,,,,,,,,,,,,,,,,,,
zhangzhou pientzehuang pharmaceutical ltd,,,,,,,"  2,526",,,,,,,,,,,,,,
ametek inc,,,,,,  1930,"  18,500",david a zapico,,,,,,,,,,,,,
eon se,,,,,,,"  63,227",leonhard birnbaum,,,,,,,,,,,,,
china pacific insurance,,,,,,,"  110,940",,,,,,,,,,,,,,
zscaler inc,,,,,,  2007,"  3,153",jagtar singh chaudhry,,,,,,,,,,,,,
anhui conch cement company ltd,,,,,,,"  47,539",,,,,,,,,,,,,,
franco-nevada corporation,,,,,,,  38,paul brink,,,,,,,,,,,,,
engie sa,,,,,,,"  154,364",catherine macgregor,,,,,,,,,,,,,
state street corporation,,,,,,  1792,"  38,784",ronald philip o'hanley,,,,,,,,,,,,,
saic motor corp ltd,,,,,,,"  204,815",,,,,,,,,,,,,,
nokia corporation,,,,,,  12 may 1865,"  87,927",pekka ilmari lundmark,,,,,,,,,,,,,
twitter inc,,,,,,"  march 21, 2006","  7,500",parag agrawal,,,,,,,,,,,,,
veeva systeinc,,,,,,  2007,"  4,506",peter p gassner,,,,,,,,,,,,,
loblaw companies limited,,,,,,"  toronto, ontario, canada 1956","  200,000",galen g weston ba mba mba,,,,,,,,,,,,,
energy transfer lp,,,,,,  1995,"  12,558",marshall s mccrea iii,,,,,,,,,,,,,
henkel ag & co kgaa,,,,,,,"  52,450",carsten knobel,,,,,,,,,,,,,
coupang inc,,,,,,,"  68,000",bom suk kim,,,,,,,,,,,,,
ferguson plc,,,,,,,"  31,000",kevin murphy,,,,,,,,,,,,,
bae systeplc,,,,,,  30 november 1999,"  89,600",,,,,,,,,,,,,,
fifth third bancorp,,,,,,"  june 17, 1858","  19,112",gregory d carmichael,,,,,,,,,,,,,
cbre group inc,,,,,,"  august 27, 1906","  105,000",robert e sulentic,,,,,,,,,,,,,
american water works company inc,,,,,,  1886,"  6,400",m susan hardwick,,,,,,,,,,,,,
fujitsu ltd,,,,,,,"  126,371",takahito tokita,,,,,,,,,,,,,
west pharmaceutical services inc,,,,,,  1923,"  10,065",eric m green,,,,,,,,,,,,,
saint-gobain,,,,,,,"  167,816",benoit bazin,,,,,,,,,,,,,
alexandria real estate equities inc,,,,,,  october 1994,  559,peter m moglia,,,,,,,,,,,,,
assa abloy ab,,,,,,,"  51,000",nico delvaux,,,,,,,,,,,,,
cummins inc,,,,,,  1919,"  59,900",n thomas linebarger,,,,,,,,,,,,,
vestas wind systea-s,,,,,,,"  29,427",henrik andersen,,,,,,,,,,,,,
riyad bank,,,,,,,"  5,660",mohammed abdullah al-yahya,,,,,,,,,,,,,
willis towers watson plc,,,,,,  5 january 2016,"  46,000",carl a hess,,,,,,,,,,,,,
match group inc,,,,,,  1986,"  2,500",sharmistha dubey,,,,,,,,,,,,,
kbc group nv,,,,,,,"  33,916",johan thijs,,,,,,,,,,,,,
unicredit spa,,,,,,,"  80,879",andrea orcel,,,,,,,,,,,,,
cathay financial holding co ltd,,,,,,,"  57,347",,,,,,,,,,,,,,
copart inc,,,,,,"  vallejo, california 1982","  8,600",a jayson adair,,,,,,,,,,,,,
spotify technology sa,,,,,,  23 april 2006,"  6,617",daniel g ek,,,,,,,,,,,,,
