name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
baidu,,"beijing, china",,,2000,,,,,,19,,,,,
ericsson,,"stockholm, sweden",,,1876,,,,,,27,,,,,
canon,,"tokyo, japan",,,1937,,,,,,32,,,,,
lennar,,"miami, florida",,,1954,,,,,,28,,,,,
bank of nanjing,,"nanjing, china",,,1996,,,,,,12,,,,,
philips,,"amsterdam, netherlands",,,1891,,,,,,20,,,,,
keurig pepper,,"plano, texas",,,2018,,,,,,12,,,,,
china yangtze power,,"beijing, china",,,2002,,,,,,8,,,,,
dnb bank,,"oslo, norway",,,2003,,,,,,7,,,,,
emerson electric,,"st. louis, missouri",,,1890,,,,,,18,,,,,
imperial brands,,"bristol, united kingdom",,,1901,,,,,,22,,,,,
boeing,,"arlington, virginia",,,1916,,,,,,62,,,,,
general mills,,"minneapolis, minnesota",,,1866,,,,,,18,,,,,
axis bank,,"mumbai, india",,,1993,,,,,,11,,,,,
national bank of canada,,"montreal, canada",,,1979,,,,,,9,,,,,
the estee lauder companies,,"new york, new york",,,1946,,,,,,17,,,,,
cnh industrial,,"london, united kingdom",,,1996,,,,,,33,,,,,
fairfax financial,,"toronto, canada",,,1951,,,,,,23,,,,,
adidas,,"herzogenaurach, germany",,,1949,,,,,,25,,,,,
michelin group,,"clermont-ferrand, france",,,1889,,,,,,28,,,,,
norfolk southern,,"atlanta, georgia",,,1883,,,,,,11,,,,,
principal financial group,,"des moines, iowa",,,1879,,,,,,14,,,,,
sempra,,"san diego, california",,,1998,,,,,,13,,,,,
fortum,,"espoo, finland",,,1998,,,,,,132,,,,,
grupo mexico,,"mexico city, mexico",,,1942,,,,,,14,,,,,
dr horton,,"arlington, texas",,,1978,,,,,,28,,,,,
l3harris technologies,,"melbourne, florida",,,2019,,,,,,17,,,,,
naspers,,"cape town, south africa",,,1915,,,,,,7,,,,,
standard bank group,,"johannesburg, south africa",,,1862,,,,,,15,,,,,
tc energy,,"calgary, canada",,,1951,,,,,,10,,,,,
norilsk nickel,,"moscow, russia",,,1993,,,,,,17,,,,,
naturgy energy group,,"barcelona, spain",,,1843,,,,,,26,,,,,
henkel,,"dusseldorf, germany",,,1876,,,,,,23,,,,,
mediatek,,"hsinchu, taiwan",,,1997,,,,,,17,,,,,
recruit holdings,,"tokyo, japan",,,1960,,,,,,24,,,,,
hengli petrochemical,,"dalian, china",,,1999,,,,,,30,,,,,
xcel energy,,"minneapolis, minnesota",,,1909,,,,,,13,,,,,
corteva,,"wilmington, delaware",,,2019,,,,,,15,,,,,
synchrony financial,,"stamford, connecticut",,,2003,,,,,,11,,,,,
toyota tsusho,,"nagoya, japan",,,1948,,,,,,69,,,,,
toyota industries,,"kariya, japan",,,1926,,,,,,23,,,,,
astrazeneca,,"cambridge, united kingdom",,,1999,,,,,,38,,,,,
sunac china holdings,,"tianjin, china",,,2003,,,,,,38,,,,,
china evergrande group,,"shenzhen, china",,,2006,,,,,,70,,,,,
bridgestone,,"tokyo, japan",,,1931,,,,,,29,,,,,
emirates nbd,,"dubai, united arab emirates",,,1963,,,,,,8,,,,,
daiwa house industry,,"osaka, japan",,,1947,,,,,,38,,,,,
jdcom,,"beijing, china",,,1998,,,,,,147,,,,,
kinder morgan,,"houston, texas",,,1997,,,,,,16,,,,,
china national building,,"beijing, china",,,2005,,,,,,42,,,,,
firstrand,,"johannesburg, south africa",,,1966,,,,,,10,,,,,
carrefour,,"massy, france",,,1959,,,,,,87,,,,,
fujitsu,,"tokyo, japan",,,1935,,,,,,32,,,,,
seb ab,,"stockholm, sweden",,,1972,,,,,,7,,,,,
surgutneftegas,,"surgut, russia",,,1990,,,,,,19,,,,,
new china life insurance,,"beijing, china",,,1996,,,,,,34,,,,,
barrick gold,,"toronto, canada",,,1983,,,,,,11,,,,,
dsv panalpina,,"hedehusene, denmark",,,1976,,,,,,29,,,,,
talanx,,"hannover, germany",,,1990,,,,,,51,,,,,
vodafone,,"berkshire, united kingdom",,,1984,,,,,,53,,,,,
nintendo,,"kyoto, japan",,,1889,,,,,,15,,,,,
hana financial group,,"seoul, south korea",,,2005,,,,,,13,,,,,
hyundai mobis,,"seoul, south korea",,,1977,,,,,,36,,,,,
ntpc,,"new delhi, india",,,1975,,,,,,17,,,,,
maybank,,"kuala lumpur, malaysia",,,1960,,,,,,9,,,,,
cme group,,"chicago, illinois",,,1898,,,,,,4,,,,,
taqa,,"abu dhabi, united arab emirates",,,2005,,,,,,12,,,,,
pernod ricard,,"paris, france",,,1975,,,,,,11,,,,,
bank mandiri,,"jakarta, indonesia",,,1824,,,,,,9,,,,,
femsa,,"monterrey , mexico",,,1890,,,,,,27,,,,,
paccar,,"bellevue, washington",,,1972,,,,,,23,,,,,
consolidated edison,,"new york, new york",,,1823,,,,,,13,,,,,
mitsui fudosan,,"tokyo, japan",,,1941,,,,,,18,,,,,
evergreen marine corp taiwan,,"taipei, taiwan",,,,,,,,,17,,,,,
komatsu,,"tokyo, japan",,,1921,,,,,,24,,,,,
shaanxi coal industry,,"xi'an, china",,,2008,,,,,,22,,,,,
lenovo group,,"quarry bay, hong kong",,,1984,,,,,,70,,,,,
fast retailing,,"yamaguchi, japan",,,1963,,,,,,19,,,,,
london stock exchange,,"london, united kingdom",,,1802,,,,,,9,,,,,
vonovia,,"bochum, germany",,,1998,,,,,,6,,,,,
aviva,,"london, united kingdom",,,2000,,,,,,45,,,,,
sherwin-williams,,"cleveland, ohio",,,1866,,,,,,19,,,,,
fujifilm holdings,,"tokyo, japan",,,1934,,,,,,22,,,,,
intuit,,"mountain view, california",,,1983,,,,,,11,,,,,
lam research,,"fremont, california",,,1980,,,,,,16,,,,,
erste group bank,,"vienna, austria",,,2008,,,,,,11,,,,,
lincoln national,,"radnor, pennsylvania",,,1968,,,,,,19,,,,,
carrier global,,"palm beach gardens, florida",,,1915,,,,,,20,,,,,
dish network,,"englewood, colorado",,,1980,,,,,,17,,,,,
china coal energy,,"beijing, china",,,2006,,,,,,35,,,,,
continental,,"hanover, germany",,,1871,,,,,,39,,,,,
vtb bank,,"moscow, russia",,,1990,,,,,,21,,,,,
murata manufacturing,,"nagaokakyo, japan",,,1944,,,,,,16,,,,,
larsen & toubro,,"mumbai, india",,,1938,,,,,,20,,,,,
ally financial,,"detroit, michigan",,,1919,,,,,,10,,,,,
netease,,"hangzhou, china",,,1997,,,,,,13,,,,,
bank central asia,,"jakarta, indonesia",,,1955,,,,,,6,,,,,
volvo car,,"gothenburg, sweden",,,2010,,,,,,32,,,,,
intact financial,,"toronto, canada",,,1809,,,,,,14,,,,,
orsted,,"fredericia, denmark",,,1972,,,,,,11,,,,,
cummins,,"columbus, ohio",,,1919,,,,,,24,,,,,
williams,,"tulsa, oklahoma",,,1908,,,,,,10,,,,,
capgemini,,"paris, france",,,1967,,,,,,21,,,,,
prologis,,"denver, colorado",,,1993,,,,,,4,,,,,
thales,,"paris, france",,,1949,,,,,,19,,,,,
bouygues,,"paris, france",,,1952,,,,,,44,,,,,
banorte,,"san pedro garza garcia, mexico",,,1899,,,,,,10,,,,,
ck asset holdings,,"hong kong, hong kong",,,2015,,,,,,8,,,,,
orange,,"paris, france",,,1988,,,,,,50,,,,,
kuehne & nagel international,,"schindellegi, switzerland",,,1890,,,,,,35,,,,,
bunge,,"st. louis, missouri",,,1818,,,,,,59,,,,,
samsung life insurance,,"seoul, south korea",,,1957,,,,,,25,,,,,
vmware,,"palo alto, california",,,1998,,,,,,12,,,,,
albertsons,,"boise, idaho",,,1939,,,,,,71,,,,,
crrc,,"beijing, china",,,2007,,,,,,34,,,,,
cbre group,,"dallas, texas",,,1906,,,,,,27,,,,,
toshiba,,"tokyo, japan",,,1875,,,,,,30,,,,,
samsung c&t,,"seoul, south korea",,,1963,,,,,,30,,,,,
infosys,,"bangalore, india",,,1981,,,,,,16,,,,,
prudential,,"hong kong, london, united kingdom",,,1848,,,,,,26,,,,,
yankuang energy group,,"zoucheng, china",,,1997,,,,,,16,,,,,
canadian pacific railway,,"calgary, canada",,,1881,,,,,,6,,,,,
loews,,"new york, new york",,,1954,,,,,,14,,,,,
tokyo electron,,"tokyo, japan",,,1963,,,,,,17,,,,,
lg electronics,,"seoul, south korea",,,1958,,,,,,66,,,,,
csl,,"parkville, australia",,,1916,,,,,,10,,,,,
magna international,,"aurora, canada",,,1957,,,,,,36,,,,,
analog devices,,"wilmington, massachusetts",,,1965,,,,,,8,,,,,
kubota,,"osaka, japan",,,1890,,,,,,20,,,,,
air products & chemicals,,"allentown, pennsylvania",,,1940,,,,,,10,,,,,
newmont mining,,"denver, colorado",,,1921,,,,,,12,,,,,
te connectivity,,"schaffhausen, switzerland",,,2007,,,,,,15,,,,,
aon,,"dublin, ireland",,,1982,,,,,,12,,,,,
telus,,"vancouver, canada",,,1990,,,,,,13,,,,,
dollar tree,,"chesapeake, virginia",,,1986,,,,,,26,,,,,
keycorp,,"cleveland, ohio",,,1958,,,,,,7,,,,,
wtw,,"london, united kingdom",,,1828,,,,,,9,,,,,
china zheshang bank,,"hangzhou, china",,,1993,,,,,,16,,,,,
wesfarmers,,"perth, australia",,,1914,,,,,,25,,,,,
suzuki motor,,"hamamatsu, japan",,,1909,,,,,,32,,,,,
best buy,,"richfield, minnesota",,,1966,,,,,,51,,,,,
svb financial group,,"santa clara, california",,,1983,,,,,,6,,,,,
advanced micro devices,,"santa clara, california",,,1969,,,,,,16,,,,,
markel,,"glen allen, virginia",,,1930,,,,,,12,,,,,
muyuan foodstuff,,"nanyang, china",,,2000,,,,,,11,,,,,
kimberly-clark,,"irving, texas",,,1872,,,,,,19,,,,,
swedbank,,"sundbyberg, sweden",,,1991,,,,,,6,,,,,
cognizant,,"teaneck, new jersey",,,1994,,,,,,18,,,,,
corning,,"corning, new york",,,1851,,,,,,14,,,,,
infineon technologies,,"neubiberg, germany",,,1999,,,,,,13,,,,,
citizens financial group,,"providence, rhode island",,,1828,,,,,,6,,,,,
devon energy,,"oklahoma city, oklahoma",,,1971,,,,,,13,,,,,
asahi group holdings,,"tokyo, japan",,,1949,,,,,,20,,,,,
jsw steel,,"mumbai, india",,,1994,,,,,,17,,,,,
lumen technologies,,"monroe, louisiana",,,1968,,,,,,19,,,,,
regions financial,,"birmingham, alabama",,,1971,,,,,,6,,,,,
svenska handelsbanken,,"stockholm, sweden",,,1871,,,,,,6,,,,,
raymond james financial,,"saint petersburg, florida",,,1962,,,,,,10,,,,,
byd,,"shenzhen, china",,,1995,,,,,,32,,,,,
illinois tool works,,"glenview, illinois",,,1912,,,,,,14,,,,,
pinduoduo,,"shanghai, china",,,,,,,,,14,,,,,
activision blizzard,,"santa monica, california",,,2008,,,,,,8,,,,,
liberty global,,"london, united kingdom",,,2005,,,,,,10,,,,,
colgate-palmolive,,"new york, new york",,,1806,,,,,,17,,,,,
sse,,"perth, united kingdom",,,1989,,,,,,10,,,,,
nan ya plastics,,"kaohsiung city, taiwan",,,1958,,,,,,14,,,,,
vivendi,,"paris, france",,,1853,,,,,,11,,,,,
baxter international,,"deerfield, illinois",,,1931,,,,,,12,,,,,
fosun international,,"shanghai, china",,,1992,,,,,,25,,,,,
weichai power,,"weifang, china",,,2002,,,,,,31,,,,,
fidelity national financial,,"jacksonville, florida",,,1847,,,,,,15,,,,,
parker-hannifin,,"cleveland, ohio",,,1918,,,,,,15,,,,,
vedanta limited,,"mumbai, india",,,1976,,,,,,16,,,,,
woori financial group,,"seoul, south korea",,,2001,,,,,,11,,,,,
sysco,,"houston, texas",,,1969,,,,,,60,,,,,
telstra,,"melbourne, australia",,,1975,,,,,,15,,,,,
credit suisse group,,"zurich, switzerland",,,1856,,,,,,30,,,,,
rogers communications,,"toronto, canada",,,1960,,,,,,11,,,,,
m&t bank,,"buffalo, new york",,,1856,,,,,,5,,,,,
boston scientific,,"marlborough, massachusetts",,,1979,,,,,,11,,,,,
edison international,,"rosemead, california",,,1886,,,,,,14,,,,,
financiere de l'odet,,"paris, france",,,1929,,,,,,23,,,,,
sumitomo mitsui trust,,"tokyo, japan",,,2002,,,,,,10,,,,,
entergy,,"new orleans, louisiana",,,1913,,,,,,11,,,,,
swisscom,,"worblaufen, switzerland",,,1998,,,,,,12,,,,,
enbw-energie baden,,"karlsruhe, germany",,,1997,,,,,,38,,,,,
hikvision,,"hangzhou, china",,,2001,,,,,,13,,,,,
nippon yusen,,"tokyo, japan",,,1885,,,,,,19,,,,,
stanley black & decker,,"new britain, connecticut",,,1843,,,,,,16,,,,,
oneok,,"tulsa, oklahoma",,,1906,,,,,,17,,,,,
marriott international,,"bethesda, maryland",,,1927,,,,,,13,,,,,
warner bros discovery,,"new york, new york",,,2022,,,,,,12,,,,,
sf holding,,"shenzhen, china",,,1993,,,,,,32,,,,,
delta air lines,,"atlanta, georgia",,,1924,,,,,,35,,,,,
bharat petroleum,,"mumbai, india",,,1928,,,,,,43,,,,,
halliburton,,"houston, texas",,,1919,,,,,,16,,,,,
metallurgical corp of china,,"beijing, china",,,2008,,,,,,77,,,,,
northern trust,,"chicago, illinois",,,1889,,,,,,6,,,,,
heidelbergcement,,"heidelberg, germany",,,1874,,,,,,22,,,,,
china steel,,"kaohsiung city, taiwan",,,1971,,,,,,16,,,,,
eversource energy,,"hartford, connecticut",,,1996,,,,,,9,,,,,
sany heavy industry,,"beijing, china",,,1994,,,,,,17,,,,,
hermes international,,"paris, france",,,1837,,,,,,10,,,,,
international paper,,"memphis, tennessee",,,1898,,,,,,21,,,,,
koc holding,,"istanbul, turkey",,,1963,,,,,,38,,,,,
nidec,,"kyoto, japan",,,1973,,,,,,17,,,,,
meituan,,"beijing, china",,,2010,,,,,,27,,,,,
kotak mahinbank,,"mumbai, india",,,1985,,,,,,7,,,,,
teck resources,,"vancouver, canada",,,1906,,,,,,10,,,,,
southwest airlines,,"dallas, texas",,,1967,,,,,,15,,,,,
deutsche boerse,,"eschborn, germany",,,1990,,,,,,5,,,,,
labcorp,,"burlington, north carolina",,,1978,,,,,,16,,,,,
china tower corp,,"beijing, china",,,2014,,,,,,13,,,,,
inpex,,"tokyo, japan",,,2006,,,,,,11,,,,,
coca-cola european partners,,"uxbridge, united kingdom",,,2016,,,,,,16,,,,,
wuliangye yibin,,"yibin, china",,,1998,,,,,,8,,,,,
shimao property holdings,,"hong kong, hong kong",,,2004,,,,,,21,,,,,
idemitsu kosan,,"tokyo, japan",,,1911,,,,,,54,,,,,
formosa petrochemical,,"taipei, taiwan",,,1992,,,,,,22,,,,,
crown castle international,,"houston, texas",,,1994,,,,,,6,,,,,
firstenergy,,"akron, ohio",,,1997,,,,,,11,,,,,
rongsheng petrochemical,,"hangzhou, china",,,1995,,,,,,27,,,,,
hindalco industries,,"mumbai, india",,,1958,,,,,,24,,,,,
bank of hangzhou,,"hangzhou, china",,,1996,,,,,,8,,,,,
renault,,"boulogne-billancourt, france",,,1898,,,,,,54,,,,,
international holding company,,"abu dhabi, united arab emirates",,,1998,,,,,,7,,,,,
cincinnati financial,,"fairfield, ohio",,,1950,,,,,,9,,,,,
mitsubishi estate,,"tokyo, japan",,,1937,,,,,,12,,,,,
cleveland-cliffs,,"cleveland, ohio",,,1847,,,,,,22,,,,,
grupo acs,,"madrid, spain",,,1997,,,,,,32,,,,,
cgn power,,"shenzhen, china",,,2014,,,,,,12,,,,,
ase technology holding,,"kaohsiung city, taiwan",,,1984,,,,,,21,,,,,
jfe holdings,,"tokyo, japan",,,2002,,,,,,36,,,,,
dte energy,,"detroit, michigan",,,1996,,,,,,15,,,,,
china hongqiao group,,"binzhou, china",,,1994,,,,,,17,,,,,
nxp semiconductors,,"eindhoven, netherlands",,,2006,,,,,,11,,,,,
western digital,,"san jose, california",,,1970,,,,,,18,,,,,
booking holdings,,"norwalk, connecticut",,,1996,,,,,,11,,,,,
aeon,,"chiba, japan",,,1926,,,,,,78,,,,,
first republic bank,,"san francisco, california",,,1985,,,,,,5,,,,,
lufax holding,,"shanghai, china",,,2005,,,,,,9,,,,,
atlas copco,,"nacka, sweden",,,1873,,,,,,12,,,,,
fidelity national information fis,,"jacksonville, florida",,,2006,,,,,,13,,,,,
mitsubishi chemical,,"tokyo, japan",,,2005,,,,,,34,,,,,
edp-energias de portugal,,"lisbon, portugal",,,1976,,,,,,17,,,,,
kyocera,,"kyoto, japan",,,1959,,,,,,16,,,,,
xiamen c&d,,"xiamen, china",,,1998,,,,,,109,,,,,
autozone,,"memphis, tennessee",,,1979,,,,,,15,,,,,
china taiping insurance,,"hong kong, hong kong",,,1931,,,,,,40,,,,,
cenovus energy,,"calgary, canada",,,1881,,,,,,37,,,,,
neste,,"espoo, finland",,,1948,,,,,,17,,,,,
porsche automobil holding,,"stuttgart, germany",,,1930,,,,,,151,,,,,
h&m - hennes & mauritz,,"stockholm, sweden",,,1947,,,,,,23,,,,,
relx,,"london, united kingdom",,,1903,,,,,,10,,,,,
pg&e,,"san francisco, california",,,1995,,,,,,20,,,,,
republic services,,"phoenix, arizona",,,1998,,,,,,11,,,,,
ross stores,,"dublin, california",,,1982,,,,,,18,,,,,
wec energy group,,"milwaukee, wisconsin",,,1981,,,,,,8,,,,,
cardinal health,,"dublin, delaware",,,1971,,,,,,171,,,,,
carmax,,"richmond, virginia",,,1993,,,,,,31,,,,,
china development financial,,"taipei, taiwan",,,2001,,,,,,12,,,,,
riyad bank,,"riyadh, saudi arabia",,,1983,,,,,,3,,,,,
thomson reuters,,"eagan, minnesota",,,2008,,,,,,6,,,,,
transneft,,"moscow, russia",,,1993,,,,,,14,,,,,
ferguson,,"wokingham, united kingdom",,,1887,,,,,,22,,,,,
iqvia,,"durham, north carolina",,,1982,,,,,,13,,,,,
hong kong exchanges,,"hong kong, hong kong",,,2000,,,,,,2,,,,,
ppg,,"pittsburgh, pennsylvania",,,1883,,,,,,17,,,,,
legend holding,,"beijing, china",,,1984,,,,,,76,,,,,
ecolab,,"saint paul, minnesota",,,1923,,,,,,12,,,,,
sinopharm group,,"shanghai, china",,,2003,,,,,,80,,,,,
luxshare precision industry,,"dongguan, china",,,2004,,,,,,23,,,,,
seazen group,,"shanghai, china",,,1996,,,,,,26,,,,,
global payments,,"atlanta, georgia",,,2000,,,,,,8,,,,,
china energy engineering,,"beijing, china",,,2014,,,,,,49,,,,,
safran,,"paris, france",,,1984,,,,,,17,,,,,
s&p global,,"new york, new york",,,1888,,,,,,8,,,,,
huntington bank,,"columbus, ohio",,,1866,,,,,,6,,,,,
arch capital group,,"pembroke, bermuda",,,1995,,,,,,8,,,,,
jackson financial,,"lansing, michigan",,,,,,,,,8,,,,,
bank leumi,,"tel aviv, israel",,,1902,,,,,,5,,,,,
trane technologies,,"dublin, ireland",,,1885,,,,,,14,,,,,
veolia environnement,,"paris, france",,,1853,,,,,,33,,,,,
o'reilly automotive,,"springfield, missouri",,,1957,,,,,,13,,,,,
biogen,,"cambridge, massachusetts",,,1978,,,,,,10,,,,,
publicis groupe,,"paris, france",,,1926,,,,,,13,,,,,
hanwha,,"seoul, south korea",,,1952,,,,,,46,,,,,
the mosaic company,,"tampa, florida",,,2004,,,,,,12,,,,,
bharti airtel,,"new delhi, india",,,1995,,,,,,15,,,,,
daqin railway,,"datong, china",,,2004,,,,,,11,,,,,
uber,,"san francisco, california",,,2009,,,,,,17,,,,,
stmicroelectronics,,"geneva, switzerland",,,1987,,,,,,12,,,,,
gemdale,,"shenzhen, china",,,1988,,,,,,14,,,,,
ageas,,"brussels, belgium",,,1824,,,,,,14,,,,,
quanta computer,,"taoyuan, taiwan",,,1988,,,,,,40,,,,,
george weston,,"toronto, canada",,,1882,,,,,,43,,,,,
weyerhaeuser,,"federal way, washington",,,1900,,,,,,10,,,,,
korea electric power,,"naju, south korea",,,1915,,,,,,52,,,,,
fox,,"new york, new york",,,2015,,,,,,13,,,,,
mitsubishi heavy industries,,"tokyo, japan",,,1934,,,,,,34,,,,,
steel dynamics,,"fort wayne, indiana",,,1993,,,,,,20,,,,,
keyence,,"osaka, japan",,,1972,,,,,,6,,,,,
longi green energy technology,,"xi'an, china",,,2000,,,,,,11,,,,,
reckitt benckiser group,,"slough, united kingdom",,,1823,,,,,,18,,,,,
coal india,,"kolkata, india",,,1973,,,,,,14,,,,,
aisin seiki,,"kariya, japan",,,1949,,,,,,35,,,,,
digital realty trust,,"austin, texas",,,2004,,,,,,4,,,,,
tata motors,,"mumbai, india",,,1945,,,,,,39,,,,,
resona holdings,,"tokyo, japan",,,2001,,,,,,7,,,,,
simon property group,,"indianapolis, indiana",,,1993,,,,,,5,,,,,
industrial bank of korea,,"seoul, south korea",,,1961,,,,,,9,,,,,
clp holdings,,"hong kong, hong kong",,,1901,,,,,,10,,,,,
national bank of kuwait,,"kuwait city, kuwait",,,1952,,,,,,3,,,,,
singtel,,"singapore, singapore",,,1879,,,,,,11,,,,,
coinbase,,"san francisco, california",,,2012,,,,,,7,,,,,
centerpoint energy,,"houston, texas",,,1882,,,,,,8,,,,,
saudi arabian mining,,"riyadh, saudi arabia",,,1997,,,,,,7,,,,,
china cinda asset management,,"beijing, china",,,1999,,,,,,10,,,,,
asahi kasei,,"tokyo, japan",,,1931,,,,,,21,,,,,
nec,,"tokyo, japan",,,1899,,,,,,27,,,,,
united airlines holdings,,"chicago, illinois",,,1968,,,,,,29,,,,,
mgm resorts,,"las vegas, nevada",,,1986,,,,,,9,,,,,
dsm,,"heerlen, netherlands",,,1902,,,,,,10,,,,,
telkom indonesia,,"jakarta, indonesia",,,1965,,,,,,10,,,,,
pkn orlen,,"p ock, poland",,,1999,,,,,,34,,,,,
guotai junan securities,,"wanchai, china",,,1999,,,,,,6,,,,,
norsk hydro,,"oslo, norway",,,1905,,,,,,16,,,,,
formosa plastics,,"kaohsiung city, taiwan",,,1954,,,,,,9,,,,,
nrg energy,,"houston, texas",,,1989,,,,,,26,,,,,
public bank,,"kuala lumpur, malaysia",,,1966,,,,,,4,,,,,
tcl,,"huizhou, china",,,1981,,,,,,25,,,,,
huatai securities,,"nanjing, china",,,1990,,,,,,6,,,,,
kellogg,,"battle creek, michigan",,,1906,,,,,,14,,,,,
inner mongolia yili,,"hohhot, china",,,,,,,,,16,,,,,
wpp,,"london, united kingdom",,,1971,,,,,,17,,,,,
omnicom group,,"new york, new york",,,1986,,,,,,14,,,,,
sekisui house,,"osaka, japan",,,1960,,,,,,23,,,,,
cheniere energy,,"houston, texas",,,1983,,,,,,17,,,,,
sandvik,,"stockholm, sweden",,,1862,,,,,,11,,,,,
siam cement,,"bangkok, thailand",,,1913,,,,,,16,,,,,
east japan railway,,"tokyo, japan",,,1987,,,,,,17,,,,,
abu dhabi commercial bank,,"abu dhabi, united arab emirates",,,1985,,,,,,4,,,,,
huishang bank,,"hefei, china",,,1997,,,,,,10,,,,,
great wall motor,,"baoding, china",,,1984,,,,,,20,,,,,
haitong securities,,"shanghai, china",,,1988,,,,,,7,,,,,
dongfeng motor group,,"wuhan, china",,,1969,,,,,,17,,,,,
china reinsurance group,,"beijing, china",,,1996,,,,,,25,,,,,
henderson land,,"hong kong, hong kong",,,1976,,,,,,3,,,,,
samsung sdi,,"yongin, south korea",,,1970,,,,,,11,,,,,
fortis canada,,"st. john's, canada",,,1987,,,,,,7,,,,,
sk telecom,,"seoul, south korea",,,1984,,,,,,14,,,,,
hal trust,,"willemstad, netherlands",,,1977,,,,,,8,,,,,
banco btg pactual,,"rio de janeiro, brazil",,,1979,,,,,,2,,,,,
baker hughes company,,"houston, texas",,,1987,,,,,,20,,,,,
gallagher,,"rolling meadows, illinois",,,2016,,,,,,8,,,,,
everest re group,,"hamilton, bermuda",,,1999,,,,,,11,,,,,
amphenol,,"wallingford, connecticut",,,1932,,,,,,10,,,,,
american airlines group,,"fort worth, texas",,,1930,,,,,,34,,,,,
kla,,"milpitas, california",,,1997,,,,,,8,,,,,
astellas pharma,,"tokyo, japan",,,2005,,,,,,11,,,,,
otsuka holding,,"tokyo, japan",,,1950,,,,,,13,,,,,
china bohai bank,,"tianjin, china",,,2005,,,,,,10,,,,,
kasikornbank,,"bangkok, thailand",,,1993,,,,,,8,,,,,
bank hapoalim,,"tel aviv, israel",,,1921,,,,,,5,,,,,
woodside petroleum,,"perth, australia",,,1954,,,,,,7,,,,,
mtr,,"hong kong, hong kong",,,2000,,,,,,6,,,,,
tatneft,,"almetyevsk, russia",,,1950,,,,,,17,,,,,
power finance,,"new delhi, india",,,1986,,,,,,10,,,,,
zoetis,,"parsippany, new jersey",,,1952,,,,,,7,,,,,
lonza group,,"basel, switzerland",,,1897,,,,,,5,,,,,
eiffage,,"velizy-villacoublay, france",,,1992,,,,,,22,,,,,
sumitomo chemical,,"tokyo, japan",,,1913,,,,,,24,,,,,
vertex pharmaceuticals,,"boston, massachusetts",,,1989,,,,,,7,,,,,
constellation energy,,"baltimore, maryland",,,,,,,,,19,,,,,
cifi holdings group,,"shanghai, china",,,2000,,,,,,16,,,,,
raiffeisen bank international,,"vienna, austria",,,2010,,,,,,9,,,,,
whirlpool,,"benton harbor, michigan",,,1911,,,,,,22,,,,,
siemens energy,,"munich, germany",,,1866,,,,,,32,,,,,
westrock,,"atlanta, georgia",,,2015,,,,,,19,,,,,
samsung fire & marine,,"seoul, south korea",,,1952,,,,,,18,,,,,
us steel,,"pittsburgh, pennsylvania",,,1901,,,,,,20,,,,,
upm-kymmene,,"helsinki, finland",,,1978,,,,,,11,,,,,
formosa chemicals,,"changhua, taiwan",,,1965,,,,,,13,,,,,
sk innovation,,"seoul, south korea",,,1962,,,,,,40,,,,,
telia,,"solna, sweden",,,1966,,,,,,10,,,,,
t&d holdings,,"tokyo, japan",,,2004,,,,,,20,,,,,
mapfre,,"majadahonda, spain",,,1935,,,,,,23,,,,,
hcl technologies,,"noida, india",,,1976,,,,,,11,,,,,
sumitomo realty,,"tokyo, japan",,,1949,,,,,,8,,,,,
westlake chemical,,"houston, texas",,,1986,,,,,,11,,,,,
apollo global management,,"new york, new york",,,1990,,,,,,4,,,,,
united rentals,,"stamford, connecticut",,,1997,,,,,,9,,,,,
diamondback energy,,"midland, texas",,,2007,,,,,,6,,,,,
otis worldwide,,"farmington, connecticut",,,1853,,,,,,14,,,,,
chongqing rural bank,,"chongqing, china",,,2008,,,,,,8,,,,,
ball,,"westminster, colorado",,,1880,,,,,,13,,,,,
stora enso,,"helsinki, finland",,,1996,,,,,,12,,,,,
yang ming marine transport,,"keelung, taiwan",,,,,,,,,11,,,,,
phoenix group holdings,,"london, united kingdom",,,1857,,,,,,33,,,,,
wipro,,"bengaluru, india",,,1945,,,,,,10,,,,,
power grid of india,,"gurgaon, india",,,1989,,,,,,5,,,,,
absa group,,"johannesburg, south africa",,,1991,,,,,,9,,,,,
novolipetsk steel,,"moscow, russia",,,1934,,,,,,16,,,,,
sumitomo electric,,"osaka, japan",,,1911,,,,,,30,,,,,
st james's place,,"cirencester, united kingdom",,,,,,,,,24,,,,,
grasim industries,,"mumbai, india",,,1947,,,,,,12,,,,,
segro,,"london, united kingdom",,,1920,,,,,,751,,,,,
mega financial holding,,"taipei, taiwan",,,2002,,,,,,2,,,,,
zhongsheng group holdings,,"dalian, china",,,2008,,,,,,27,,,,,
shin kong financial,,"taipei, taiwan",,,2002,,,,,,15,,,,,
cenergy,,"jackson, michigan",,,1987,,,,,,7,,,,,
quinenco,,"las condes, chile",,,1957,,,,,,8,,,,,
evonik industries,,"essen, germany",,,2007,,,,,,18,,,,,
east money information,,"shanghai, china",,,2004,,,,,,2,,,,,
qbe insurance group,,"sydney, australia",,,1886,,,,,,13,,,,,
tenaga nasional,,"kuala lumpur, malaysia",,,1949,,,,,,12,,,,,
naver,,"seongnam, south korea",,,1999,,,,,,6,,,,,
tdk,,"tokyo, japan",,,1935,,,,,,16,,,,,
