name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
alnatura produktions- und handels gmbh,darmstadt,,,,1984,"2,980",,,,consumer products,,,,,,private
felix schoeller holding gmbh & co kg,osnabruck,,,,1895,"2,230",,,,industrial manufacturing,,,,,,private
geis holding gmbh & co kg,bad neustadt an der saale,,,,1948,"6,438",,,,transportation and logistics,,,,,,private
reinhausen group,regensburg,,,,1868,"3,404",,,,industrial manufacturing,,,,,,private
sma solar technology ag,niestetal,,,,1981,"3,000",,,,technology,,,,,,public
sprehe unternehmensgruppe,lorup,,,,1987,"2,181",,,,foods and beverages,,,,,,private
harting ag & co kg,espelkamp,,,,1945,"4,980",,,,industrial manufacturing,,,,,,private
wanzl gmbh & co holding kg,leipheim,,,,1918,"4,900",,,,profe ional services,,,,,,private
eder familien holding gmbh & co kg,tuntenhausen,,,,1487,"1,992",,,,industrial manufacturing,,,,,,private
klett gruppe,stuttgart,,,,1897,"6,641",,,,media and entertainment,,,,,,private
arburg gmbh co kg,loburg,,,,1923,"3,000",,,,industrial manufacturing,,,,,,private
igus gmbh,koln,,,,1964,"4,150",,,,industrial manufacturing,,,,,,private
geobra brandstatter stiftung & co kg aka playmobil,zirndorf,,,,1876,"4,635",,,,consumer products,,,,,,private
groz-beckert kg,albstadt,,,,1852,"9,282",,,,industrial manufacturing,,,,,,private
eisenmann se,boblingen,,,,1951,"3,198",,,,industrial manufacturing,,,,,,private
layher holding gmbh & co kg,guglingen,,,,1945,"1,939",,,,industrial manufacturing,,,,,,private
gelita ag,eberbach,,,,1875,"2,548",,,,industrial manufacturing,,,,,,private
stockmeier holding gmbh,bielefeld,,,,1920,"1,174",,,,industrial manufacturing,,,,,,private
aco severin ahlmann gmbh & co kg,budelsdorf,,,,1946,"4,618",,,,industrial manufacturing,,,,,,private
f e r fischer edelstahlrohre gmbh,achern,,,,1969,"2,450",,,,industrial manufacturing,,,,,,private
kathrein-werke kg,rosenheim,,,,1919,"7,600",,,,technology,,,,,,private
g siempelkamp gmbh & co kg,krefeld,,,,1883,"2,935",,,,industrial manufacturing,,,,,,private
schatt holding gmbh,thansau,,,,1985,"1,996",,,,industrial manufacturing,,,,,,private
georg jos kaes gmbh,mauerstetten,,,,1865,"2,410",,,,consumer products,,,,,,private
compugroup medical se,koblenz,,,,1987,"5,000",,,,healthcare,,,,,,public
simba toys gmbh & co kg,furth,,,,1982,"4,140",,,,consumer products,,,,,,private
walter klein group wkw,wuppertal,,,,1940,"4,571",,,,automotive,,,,,,private
autohaus wolfsburg heitmann gmbh u co kg,wolfsburg,,,,1952,"1,973",,,,retail,,,,,,private
gegenbauer holding se & co kg,berlin,,,,1925,"17,947",,,,profe ional services,,,,,,private
wunsche gmbh & co kg,hamburg,,,,1934,"1,080",,,,consumer products,,,,,,private
rheinisch-bergische verlagsges mbh,du eldorf,,,,1946,"5,428",,,,media and entertainment,,,,,,private
eppendorf ag,hamburg,,,,1945,"3,367",,,,pharmaceuticals and life sciences,,,,,,private
wortmann ag,hullhorst,,,,1986,580,,,,technology,,,,,,private
autohaus heermann und rhein gmbh,heilbronn,,,,1924,"1,165",,,,retail,,,,,,private
woco gmbh & co kg,bad soden-salmunster,,,,1956,"6,456",,,,automotive,,,,,,private
scherdel gmbh,marktredwitz,,,,1890,"5,500",,,,industrial manufacturing,,,,,,private
hugo kern und liebers gmbh & co kg platinen- und federnfabrik,schramberg,,,,1888,"8,000",,,,industrial manufacturing,,,,,,private
beresa gmbh & co kg,munster,,,,1911,"1,030",,,,retail,,,,,,private
graf hardenberg gmbh,karlsruhe,,,,1919,"1,332",,,,retail,,,,,,private
pfeiffer & may se,karlsruhe,,,,1906,"2,500",,,,industrial manufacturing,,,,,,private
bremer ag,paderborn,,,,1947,686,,,,industrial manufacturing,,,,,,private
j bauer gmbh & co kg,wa erburg am inn,,,,1887,"1,500",,,,foods and beverages,,,,,,private
verlagsgesellschaft madsack gmbh & co kg,hannover,,,,1893,"3,563",,,,media and entertainment,,,,,,private
biotronik se & co kg,berlin,,,,1963,"4,500",,,,healthcare,,,,,,private
e breuninger,stuttgart,,,,1881,"5,373",,,,retail,,,,,,private
mewa textil-service ag,wiesbaden,,,,1908,"5,600",,,,retail,,,,,,private
zentis gmbh & co kg,aachen,,,,1893,"2,001",,,,foods and beverages,,,,,,private
allgeier se,munchen,,,,1977,"9,600",,,,technology,,,,,,public
jck holding,quakenbruck,,,,1838,"1,531",,,,consumer products,,,,,,private
sennheiser electronic gmbh & co kg,wedemark,,,,1945,"2,726",,,,consumer products,,,,,,private
schwanhauer industrie holding gmbh & co kg,heroldsberg,,,,1855,"4,899",,,,profe ional services,,,,,,private
lexzau scharbau gmbh & co kg,bremen,,,,1879,"2,000",,,,transportation and logistics,,,,,,private
bruckner verwaltungsges mbh,siegsdorf,,,,1960,"2,600",,,,financial services,,,,,,private
c melchers gmbh & co kg,bremen,,,,1806,"1,545",,,,industrial manufacturing,,,,,,private
oqema ag,monchengladbach,,,,1922,807,,,,industrial manufacturing,,,,,,private
thomas duvenbeck holding gmbh,bocholt,,,,1932,"5,900",,,,transportation and logistics,,,,,,private
bizerba gmbh & co kg,balingen,,,,1866,"4,146",,,,technology,,,,,,private
wuppermann ag,leverkusen,,,,1872,"1,492",,,,industrial manufacturing,,,,,,private
lambertz beteiligungs gmbh,aachen,,,,1688,"4,000",,,,foods and beverages,,,,,,private
hoberg & driesch gmbh,du eldorf,,,,1948,"2,398",,,,industrial manufacturing,,,,,,private
siegfried jacob metallwerke gmbh & co kg,ennepetal,,,,1953,"1,246",,,,profe ional services,,,,,,private
erwo holding ag,schwaig,,,,1918,"3,200",,,,consumer products,,,,,,private
a w faber-castell unternehmensverwaltung gmbh,stein,,,,1761,"8,785",,,,financial services,,,,,,private
rosier holding gmbh & co kg,menden,,,,1927,"1,180",,,,retail,,,,,,private
ara ag,langenfeld,,,,1949,"9,570",,,,consumer products,,,,,,private
l&o group,emsdetten,,,,1912,"2,603",,,,profe ional services,,,,,,private
trilux gmbh & co kg,arnsberg,,,,1912,"5,000",,,,industrial manufacturing,,,,,,private
roto frank ag,leinfelden-echterdingen,,,,1935,"4,600",,,,industrial manufacturing,,,,,,private
nord drivesystekg,bargteheide,,,,1965,"3,338",,,,industrial manufacturing,,,,,,private
fev group gmbh,aachen,,,,1978,"5,826",,,,automotive,,,,,,private
topp holding ag / libri,hamburg,,,,1928,"1,089",,,,retail,,,,,,private
wilhelm bollhoff gmbh & co kg,bielefeld,,,,1877,"3,100",,,,industrial manufacturing,,,,,,private
gebr dingerkus gmbh & co kg,attendorn,,,,1910,"4,200",,,,automotive,,,,,,private
tts tooltechnic systeag & co kg,wendlingen,,,,1925,"2,800",,,,industrial manufacturing,,,,,,private
witte automotive gmbh,velbert,,,,1899,"5,300",,,,automotive,,,,,,private
pepperl fuchs gmbh,mannheim,,,,1945,"6,000",,,,technology,,,,,,private
veritas ag,gelnhausen,,,,1849,"3,807",,,,automotive,,,,,,private
witzenmann gmbh,pforzheim,,,,1854,"4,300",,,,industrial manufacturing,,,,,,private
kohl medical ag,merzig,,,,1979,800,,,,healthcare,,,,,,private
medien union gmbh,ludwigshafen am rhein,,,,1945,"3,648",,,,media and entertainment,,,,,,private
mapal fabrik fur prazisionswerkzeuge kre kg,aalen,,,,1950,"5,133",,,,industrial manufacturing,,,,,,private
dumont mediengruppe gmbh & cokg,koln,,,,1620,"4,000",,,,media and entertainment,,,,,,private
karl mayer holding gmbh & co kg,obertshausen,,,,1937,"2,500",,,,industrial manufacturing,,,,,,private
samson ag,frankfurt am main,,,,1907,"4,400",,,,industrial manufacturing,,,,,,private
max weishaupt gmbh,schwendi,,,,1932,"3,580",,,,industrial manufacturing,,,,,,private
sarstedt ag & co kg,numbrecht,,,,1961,"2,700",,,,healthcare,,,,,,private
autohaus adelbert moll gmbh & co kg,du eldorf,,,,1932,528,,,,retail,,,,,,private
tiemeyer automobile ag,bochum,,,,1953,"1,166",,,,retail,,,,,,private
gp gunter papenburg ag,hannover,,,,1963,"3,500",,,,industrial manufacturing,,,,,,private
frischli milchwerke gmbh,rehburg-loccum,,,,1901,743,,,,foods and beverages,,,,,,private
hacker kuchen gmbh & co kg,rodinghausen,,,,1898,"1,500",,,,consumer products,,,,,,private
fruchthof nagel gmbh,neu-ulm,,,,1949,142,,,,foods and beverages,,,,,,private
lohmann & rauscher international gmbh & co kg,neuwied,,,,1851,"4,474",,,,healthcare,,,,,,private
fricke group gmbh & co kg,heeslingen,,,,1923,"2,842",,,,industrial manufacturing,,,,,,private
hormann holding gmbh & co kg,kirchseeon,,,,1955,"3,200",,,,industrial manufacturing,,,,,,private
scherer holding gmbh & co kg,simmern,,,,1937,"1,900",,,,industrial manufacturing,,,,,,private
thimm holding gmbh co kg,northeim,,,,1949,"3,028",,,,industrial manufacturing,,,,,,private
vetter pharma-fertigung gmbh & co kg,ravensburg,,,,1950,"4,500",,,,healthcare,,,,,,private
dehner gmbh & co kg,rain,,,,1947,"5,000",,,,retail,,,,,,private
gebr huttenes gmbh & co kg,du eldorf,,,,1905,"1,444",,,,industrial manufacturing,,,,,,private
leipa georg leinfelder gmbh,schwedt,,,,1847,"1,523",,,,industrial manufacturing,,,,,,private
mast-jagermeister se,wolfenbuttel,,,,1878,"1,000",,,,foods and beverages,,,,,,private
riha wesergold getranke gmbh & co kg,rinteln,,,,1934,"2,064",,,,foods and beverages,,,,,,private
centrotec sustainable ag,brilon,,,,1981,"3,115",,,,industrial manufacturing,,,,,,public
zschimmer & schwarz holding gmbh & co kg,lahnstein,,,,1894,"1,312",,,,industrial manufacturing,,,,,,private
s&g leasing gmbh & co kg,karlsruhe,,,,1898,"1,396",,,,financial services,,,,,,private
wdi - westfalische drahtindustrie gmbh,hamm,,,,1987,"1,404",,,,industrial manufacturing,,,,,,private
heinrich winkelmann vermogen kapital gmbh & co kg,ahlen,,,,1898,"4,000",,,,industrial manufacturing,,,,,,private
h broring gmbh & co kg,dinklage,,,,1891,660,,,,foods and beverages,,,,,,private
hgdf familienholding ltd & co kg,flensburg,,,,1738,"2,200",,,,industrial manufacturing,,,,,,private
cam eisenholding gmbh & co kg,stadtallendorf,,,,1951,"3,700",,,,industrial manufacturing,,,,,,private
serafin gmbh,munchen,,,,1849,"4,000",,,,financial services,,,,,,private
pro seniore eingetragener verein,berlin,,,,1977,"12,000",,,,industrial manufacturing,,,,,,private
turck grunderpool gmbh & co kg,mulheim an der ruhr,,,,1965,"4,500",,,,technology,,,,,,private
musikhaus thomann ek,burgebrach,,,,1954,"1,500",,,,retail,,,,,,private
polifilm holding gmbh,koln,,,,1972,"1,572",,,,industrial manufacturing,,,,,,private
heller gmbh,nurtingen,,,,1894,"2,930",,,,industrial manufacturing,,,,,,private
bischof klein group,lengerich,,,,1892,"2,580",,,,industrial manufacturing,,,,,,private
kk klaas & kock bv & co kg,gronau,,,,1950,"6,649",,,,consumer products,,,,,,private
lohr & becker ag,koblenz,,,,1892,"1,288",,,,retail,,,,,,private
emag gmbh & co kg,salach,,,,1867,"2,973",,,,industrial manufacturing,,,,,,private
pneuhage management gmbh & co kg,karlsruhe,,,,1953,"2,300",,,,profe ional services,,,,,,private
ireks group,kulmbach,,,,1856,"2,600",,,,foods and beverages,,,,,,private
herbrand gmbh,kevelaer,,,,1934,"1,068",,,,retail,,,,,,private
katjes group,emmerich am rhein,,,,1910,"2,000",,,,foods and beverages,,,,,,private
einhell group,landau an der isar,,,,1964,"1,569",,,,consumer products,,,,,,public
orafol europe gmbh,oranienburg,,,,1808,"1,582",,,,industrial manufacturing,,,,,,private
nord-schrott gmbh & co kg,flensburg,,,,1986,192,,,,industrial manufacturing,,,,,,private
gerhard d wempe kg,hamburg,,,,1878,750,,,,consumer products,,,,,,private
erndtebrucker eisenwerk gmbh & co kg,erndtebruck,,,,1936,"2,100",,,,industrial manufacturing,,,,,,private
bhs corrugated maschinen- und anlagenbau gmbh,weiherhammer,,,,1717,"2,200",,,,industrial manufacturing,,,,,,private
martin bauer group,vestenbergsgreuth,,,,1930,"3,400",,,,foods and beverages,,,,,,private
paul bauder gmbh & co kg,stuttgart,,,,1857,"1,017",,,,industrial manufacturing,,,,,,private
max luning gmbh & co kg,rietberg,,,,1853,"1,625",,,,consumer products,,,,,,private
heidemark gruppe,ahlhorn,,,,1968,355,,,,foods and beverages,,,,,,private
piepenbrock unternehmensgruppe gmbh co kg,osnabruck,,,,1913,"26,506",,,,profe ional services,,,,,,private
thomas philipps beteiligungs gmbh,bi endorf,,,,1987,"3,100",,,,retail,,,,,,private
recaro holding gmbh,stuttgart,,,,1965,"2,521",,,,automotive,,,,,,private
muller fleisch gmbh,birkenfeld,,,,1959,460,,,,foods and beverages,,,,,,private
obo bettermann familien-holding kg,menden,,,,1911,"4,000",,,,technology,,,,,,private
ludwig krohne gmbh & co kg,duisburg,,,,1921,"3,900",,,,technology,,,,,,private
kuster holding gmbh,ehringshausen,,,,1926,"3,200",,,,automotive,,,,,,private
l stroetmann gmbh & co kg,munster,,,,1791,"1,502",,,,consumer products,,,,,,private
familie julius thy en verwaltungsges mbh,mulheim an der ruhr,,,,1913,"2,487",,,,profe ional services,,,,,,private
montana group gmbh,grunwald,,,,1960,220,,,,energy and utilities,,,,,,private
busch-holding gmbh,maulburg,,,,1963,"3,284",,,,industrial manufacturing,,,,,,private
molkerei gropper gmbh & co kg,bi ingen,,,,1929,800,,,,foods and beverages,,,,,,private
schneider holding gmbh,kronach,,,,1927,"4,000",,,,automotive,,,,,,private
w cla en group,kaisersesch,,,,1963,"1,500",,,,industrial manufacturing,,,,,,private
witron logistik informatik gmbh,parkstein,,,,1971,"3,500",,,,industrial manufacturing,,,,,,private
hama hamaphot hanke & thomas gmbh & co,monheim,,,,1923,"2,330",,,,consumer products,,,,,,private
f volckmar gmbh & co kg,stuttgart,,,,1829,"1,900",,,,retail,,,,,,private
brillux gmbh & co kg,munster,,,,1889,"2,500",,,,industrial manufacturing,,,,,,private
bahlsen gmbh & co kg,hannover,,,,1889,"2,880",,,,foods and beverages,,,,,,private
nolte gmbh & cokgaa,germersheim,,,,1921,"2,082",,,,consumer products,,,,,,private
fuchs group,di en,,,,1952,"3,000",,,,foods and beverages,,,,,,private
kotter gmbh & co kg verwaltungsdienstleistungen,e en,,,,1934,"18,500",,,,profe ional services,,,,,,private
kraiburg holding gmbh & co kg,waldkraiburg,,,,1947,"2,200",,,,industrial manufacturing,,,,,,private
joh berenberg go ler & co kg,hamburg,,,,1590,"1,640",,,,financial services,,,,,,private
stern-wywiol gruppe gmbh & co kg,hamburg,,,,1980,"1,500",,,,foods and beverages,,,,,,private
josef marschall gmbh,schwaig bei nurnberg,,,,1982,29,,,,foods and beverages,,,,,,private
erich netzsch gmbh & co holding kg,selb,,,,1873,"3,550",,,,industrial manufacturing,,,,,,private
autohaus widmann gmbh & co kg,aalen,,,,1956,931,,,,retail,,,,,,private
igear se & co kgaa,donaueschingen,,,,1863,"3,700",,,,automotive,,,,,,private
westmetall gmbh & co kg,wuppertal,,,,1919,34,,,,industrial manufacturing,,,,,,private
alois poschl gmbh & co kg,geisenhausen,,,,1902,840,,,,foods and beverages,,,,,,private
otto kirchner beteiligungen gmbh,konigsberg,,,,1906,"4,400",,,,financial services,,,,,,private
heinrich schmid group,reutlingen,,,,1914,"5,200",,,,industrial manufacturing,,,,,,private
kogel trailer gmbh & co kg,burtenbach,,,,1934,"1,350",,,,industrial manufacturing,,,,,,private
ei mann automotive deutschland gmbh,bad urach,,,,1964,"5,000",,,,automotive,,,,,,private
ke ebohmer holding ek,bad e en,,,,1954,"2,550",,,,consumer products,,,,,,private
automobil-verkaufs-gesellschaft joseph bra gmbh & co kg,aschaffenburg,,,,1937,"1,104",,,,retail,,,,,,private
ejot holding gmbh & co kg,bad berleburg,,,,1922,"3,119",,,,industrial manufacturing,,,,,,private
hawesko holding gmbh,hamburg,,,,1964,"1,170",,,,consumer products,,,,,,public
berger holding gmbh,pa au,,,,1905,"2,572",,,,industrial manufacturing,,,,,,private
lorenz snack-world holding gmbh,neu-isenburg,,,,1889,"1,950",,,,foods and beverages,,,,,,private
moritz j weig gmbh & co kg,mayen,,,,1931,"1,500",,,,industrial manufacturing,,,,,,private
vector stiftung,stuttgart,,,,1988,"2,000",,,,technology,,,,,,private
helu kabel gmbh,hemmingen,,,,1978,"1,442",,,,industrial manufacturing,,,,,,private
gretsch-unitas gmbh,ditzingen,,,,1907,"1,650",,,,technology,,,,,,private
georg nordmann holding ag,hamburg,,,,1912,750,,,,industrial manufacturing,,,,,,private
heinrich schmidt group,monchengladbach,,,,1960,433,,,,industrial manufacturing,,,,,,private
boschgotthardshutte o breyer gmbh,freital,,,,1466,"1,821",,,,industrial manufacturing,,,,,,private
a hartrodt gmbh & co kg,hamburg,,,,1887,"2,078",,,,transportation and logistics,,,,,,private
coroplast fritz muller gmbh & cokg,wuppertal,,,,1928,"6,200",,,,industrial manufacturing,,,,,,private
grie on - de beukelaer gmbh & co kg,polch,,,,1924,"2,052",,,,foods and beverages,,,,,,private
frosta ag,bremerhaven,,,,1961,"1,779",,,,foods and beverages,,,,,,public
alfred ritter gmbh & cokg,waldenbuch,,,,1912,"1,089",,,,foods and beverages,,,,,,private
auto-scholz gmbh & co kg,bamberg,,,,1894,"1,098",,,,retail,,,,,,private
develey holding gmbh & co beteiligungs kg,unterhaching,,,,1845,"2,300",,,,foods and beverages,,,,,,private
kemna bau andreae gmbh & co kg,pinneberg,,,,1867,"1,816",,,,industrial manufacturing,,,,,,private
haver & boecker ohg,oelde,,,,1887,"2,954",,,,industrial manufacturing,,,,,,private
richard kehr gmbh & co kg,braunschweig,,,,1924,381,,,,retail,,,,,,private
schuller mobelwerk kg,herrieden,,,,1966,"1,662",,,,consumer products,,,,,,private
verlag ch beck ohg,munchen,,,,1763,"2,092",,,,media and entertainment,,,,,,private
trox gmbh,neukirchen-vluyn,,,,1951,"4,000",,,,industrial manufacturing,,,,,,private
birkenstock gmbh & co kg,neustadt  wied ,,,,1774,"2,552",,,,retail,,,,,,private
lukad holding gmbh & co kg,werdohl,,,,1955,"2,512",,,,industrial manufacturing,,,,,,private
linde wiemann gmbh-kg,dillenburg,,,,1939,"2,330",,,,automotive,,,,,,private
dieffenbacher gmbh,eppingen,,,,1873,"1,700",,,,industrial manufacturing,,,,,,private
mediengruppe pre edruck,augsburg,,,,1945,"3,600",,,,media and entertainment,,,,,,private
index-werke gmbh & co kg,e lingen,,,,1914,"2,032",,,,industrial manufacturing,,,,,,private
theodor stiebel werke gmbh & co kg,holzminden,,,,1924,"3,700",,,,financial services,,,,,,private
amazonen-werke h dreyer gmbh & co kg,hasbergen,,,,1883,"1,850",,,,industrial manufacturing,,,,,,private
w markgraf gmbh & co kg bauunternehmung,bayreuth,,,,1932,968,,,,industrial manufacturing,,,,,,private
