name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
livechat software,wrocaw,,,,,2002,,,,,software,technology,,,,,,,,,
lot polish airlines,warsaw,,,,,1929,,,,,airlines,consumer services,,,,,,,,,
lpp,gdansk,,,,,1991,,,,,apparel retailers,consumer services,,,,,,,,,
maspex,wadowice,,,,,1990,,,,,food concern,food,,,,,,,,,
multikino,warsaw,,,,,1998,,,,,recreational services,consumer services,,,,,,,,,
netia,warsaw,,,,,1990,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
okocim brewery,brzesko,,,,,1845,,,,,brewers,consumer goods,,,,,,,,,
optimus sa,warsaw,,,,,1988,,,,,computer hardware,technology,,,,,,,,,
orange polska,warsaw,,,,,1991,,,,,mobile telecommunications,telecommunications,,,,,,,,,
pesa sa,bydgoszcz,,,,,1851,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
pgnig,warsaw,,,,,1976,,,,,exploration & production,oil & gas,,,,,,,,,
pkn orlen,pock,,,,,1999,,,,,exploration & production,oil & gas,,,,,,,,,
play,warsaw,,,,,2007,,,,,mobile telecommunications,telecommunications,,,,,,,,,
plus,warsaw,,,,,1995,,,,,mobile telecommunications,telecommunications,,,,,,,,,
poczta polska,warsaw,,,,,1558,,,,,delivery services,consumer services,,,,,,,,,
polcast television,warsaw,,,,,2006,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
polish state railways,warsaw,,,,,1926,,,,,railroads,industrials,,,,,,,,,
polsat,warsaw,,,,,1992,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
polska grupa energetyczna,warsaw,,,,,1990,,,,,conventional electricity,utilities,,,,,,,,,
polsteam,szczecin,,,,,1951,,,,,delivery services,industrials,,,,,,,,,
powszechna kasa oszczednosci bank polski,warsaw,,,,,1948,,,,,banks,financials,,,,,,,,,
powszechny zakad ubezpieczen,warsaw,,,,,1803,,,,,full line insurance,financials,,,,,,,,,
pronar,narew,,,,,1988,,,,,machinery,consumer goods,,,,,,,,,
przedsiebiorstwo komunikacji samochodowej,biaystok,,,,,1945,,,,,travel & tourism,consumer services,,,,,,,,,
przewozy regionalne,warsaw,,,,,2001,,,,,travel & tourism,consumer services,,,,,,,,,
pse polskie sieci elektroenergetyczne,konstancin-jeziorna,,,,,2004,,,,,conventional electricity,utilities,,,,,,,,,
pudliszki,pudliszki,,,,,1847,,,,,fruit and vegetable processing,food products,,,,,,,,,
qumak,warsaw,,,,,1985,,,,,software,technology,,,,,,,,,
smyk department store,warszawa,,,,,2000,,,,,general retailers,consumer services,,,,,,,,,
solaris bus & coach,bolechowo,,,,,2001,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
tele-fonika kable,bydgoszcz,,,,,1920,,,,,diversified industrials,industrials,,,,,,,,,
telewizja polska,warsaw,,,,,1952,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
t-mobile polska,warsaw,,,,,1996,,,,,mobile telecommunications,telecommunications,,,,,,,,,
tvn24,warsaw,,,,,2001,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
tvn 7,warsaw,,,,,2002,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
tvn group,warsaw,,,,,1995,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
tymbark,tymbark,,,,,1936,,,,,soft drinks,consumer goods,,,,,,,,,
van pur,rakszawa,,,,,1989,,,,,brewers,consumer goods,,,,,,,,,
wieliczka salt mine,wieliczka,,,,,1252,,,,,recreational services,consumer services,,,,,,,,,
zabka,poznan,,,,,1998,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
zmt sa,tarnow,,,,,1917,,,,,defense,industrials,,,,,,,,,
aalberts,utrecht,,,,,1981,,,,,electrical components & equipment,industrials,,,,,,,,,
abellio,utrecht,,,,,2001,,,,,"bus, ferry and train services",transport,,,,,,,,,
abn amro,amsterdam,,,,,1991,,,,,banks,financials,,,,,,,,,
adyen,amsterdam,,,,,2006,,,,,payments industry,financials,,,,,,,,,
accell group,heerenveen,,,,,1998,,,,,recreational products,consumer goods,,,,,,,,,
aegon nv,the hague,,,,,1983,,,,,life insurance,financials,,,,,,,,,
ahold delhaize,zaandam,,,,,2016,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
akzonobel,amsterdam,,,,,1994,,,,,specialty chemicals,basic materials,,,,,,,,,
amstel brewery,zoeterwoude,,,,,1870,,,,,brewers,consumer goods,,,,,,,,,
apm terminals,the hague,,,,,2001,,,,,transportation services,industrials,,,,,,,,,
apollo vredestein bv,amsterdam,,,,,1909,,,,,automobiles parts,consumer goods,,,,,,,,,
arcadis,amsterdam,,,,,1888,,,,,engineering,industrials,,,,,,,,,
asml holding,veldhoven,,,,,1984,,,,,industrial machinery,industrials,,,,,,,,,
asn bank,the hague,,,,,1960,,,,,banks,financials,,,,,,,,,
atradius,amsterdam,,,,,1925,,,,,non-life insurance,financials,,,,,,,,,
australian homemade,veenendaal,,,,,1979,,,,,restaurants & bars,consumer services,,,,,,,,,
avebe,veendam,,,,,1919,,,,,food products,consumer goods,,,,,,,,,
bavaria brewery,lieshout,,,,,1680,,,,,brewers,consumer goods,,,,,,,,,
beter bed,uden,,,,,1981,,,,,specialty retailers,consumer services,,,,,,,,,
blendle,utrecht,,,,,2013,,,,,internet,technology,,,,,,,,,
bookingcom,amsterdam,,,,,1996,,,,,travel & tourism,consumer services,,,,,,,,,
catawiki,amsterdam,,,,,2008,,,,,internet,technology,,,,,,,,,
chipshol,amsterdam,,,,,1986,,,,,real estate investment and services,real estate,,,,,,,,,
cnh global,amsterdam,,,,,1999,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
corendon dutch airlines,lijnden,,,,,2010,,,,,airlines,consumer services,,,,,,,,,
daf trucks,eindhoven,,,,,1993,,,,,automobiles,consumer goods,,,,,,,,,
damen group,gorinchem,,,,,1927,,,,,industrial transportation & defense,industrials,,,,,,,,,
dockwise,breda,,,,,1993,,,,,marine transportation,industrials,,,,,,,,,
donkervoort,lelystad,,,,,1978,,,,,automobiles,consumer goods,,,,,,,,,
douwe egberts,utrecht,,,,,1753,,,,,soft drinks,consumer goods,,,,,,,,,
dsm,heerlen,,,,,1902,,,,,pharmaceuticals,health care,,,,,,,,,
ebuddy,amsterdam,,,,,2003,,,,,internet,technology,,,,,,,,,
elsevier,amsterdam,,,,,1880,,,,,publishing,consumer services,,,,,,,,,
endemol,amsterdam,,,,,1994,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
exact software,delft,,,,,1984,,,,,software,technology,,,,,,,,,
exor,amsterdam,,,,,1927,,,,,investment services,financials,,,,,,,,,
feadship,haarlem,,,,,1949,,,,,recreational products,consumer goods,,,,,,,,,
fraba,heerlen,,,,,1918,,,,,industrial automation,industrials,,,,,,,,,
frieslandcampina,amersfoort,,,,,2008,,,,,food products,consumer goods,,,,,,,,,
fugro,leidschendam,,,,,1962,,,,,exploration & production,oil & gas,,,,,,,,,
general logistics systems,amsterdam,,,,,1999,,,,,delivery services,industrials,,,,,,,,,
grolsch brewery,enschede,,,,,1615,,,,,brewers,consumer goods,,,,,,,,,
guerrilla games,amsterdam,,,,,2000,,,,,software,technology,,,,,,,,,
g-star raw,amsterdam,,,,,1989,,,,,apparel retailers,consumer goods,,,,,,,,,
heerema marine contractors,leiden,,,,,1948,,,,,oil equipment & services,oil & gas,,,,,,,,,
heineken international,amsterdam,,,,,1864,,,,,brewers,consumer goods,,,,,,,,,
hema,amsterdam,,,,,1926,,,,,variety,consumer goods,,,,,,,,,
high-logic,de bilt,,,,,1997,,,,,software,technology,,,,,,,,,
hotelsnl,groningen,,,,,2001,,,,,travel & tourism,consumer services,,,,,,,,,
hunkemoller,hilversum,,,,,1886,,,,,apparel retailers,consumer services,,,,,,,,,
hunter douglas,rotterdam,,,,,1919,,,,,building,industrials,,,,,,,,,
ikea,leiden,,,,,1942,,,,,home improvement retailers,consumer services,,,,,,,,,
ing group,amsterdam,,,,,1991,,,,,banks,financials,,,,,,,,,
interxion,schiphol-rijk,,,,,1998,,,,,datacentres,technology,,,,,,,,,
iptp networks,amsterdam,,,,,1996,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
jumbo,veghel,,,,,1921,,,,,food retailers & wholesalers,consumer goods,,,,,,,,,
just eat takeaway,amsterdam,,,,,2000,,,,,consumer digital services,technology,,,,,,,,,
klm,amstelveen,,,,,1919,,,,,airlines,consumer services,,,,,,,,,
kpmg,amstelveen,,,,,1987,,,,,business support services,industrials,,,,,,,,,
kpn,the hague,,,,,1852,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
landfighter,best,,,,,2011,,,,,automobiles,consumer goods,,,,,,,,,
leaseplan,amsterdam,,,,,1963,,,,,rental and leasing services,consumer services,,,,,,,,,
liander,arnhem,,,,,2008,,,,,conventional electricity,utilities,,,,,,,,,
lucas bols,amsterdam,,,,,1575,,,,,distillers & vintners,consumer goods,,,,,,,,,
martinair,schiphol-oost,,,,,1958,,,,,airlines,consumer services,,,,,,,,,
nederlandse spoorwegen,utrecht,,,,,1938,,,,,railroads,industrials,,,,,,,,,
nipparts,amsterdam,,,,,1981,,,,,auto parts,consumer goods,,,,,,,,,
nutricia,amsterdam,,,,,1896,,,,,food products,consumer goods,,,,,,,,,
nuon energy,amsterdam,,,,,1995,,,,,multiutilities,utilities,,,,,,,,,
nxp semiconductors,eindhoven,,,,,1953,,,,,semiconductors,technology,,,,,,,,,
oce,venlo,,,,,1877,,,,,electronic office equipment,technology,,,,,,,,,
perfetti van melle,lainate,,,,,2001,,,,,food products,consumer goods,,,,,,,,,
philips,eindhoven,,,,,1891,,,,,consumer electronics,consumer goods,,,,,,,,,
postnl,the hague,,,,,1998,,,,,delivery services,industrials,,,,,,,,,
prosus,amsterdam,,,,,2019,,,,,consumer digital services,technology,,,,,,,,,
q-park,maastricht,,,,,1998,,,,,parking,consumer services,,,,,,,,,
rabobank,utrecht,,,,,1972,,,,,banks,financials,,,,,,,,,
randstad holding,diemen,,,,,1960,,,,,business support services,industrials,,,,,,,,,
royal bam group,bunnik,,,,,1869,,,,,heavy construction,industrials,,,,,,,,,
royal boskalis westminster,papendrecht,,,,,1910,,,,,heavy construction,industrials,,,,,,,,,
royal imtech nv,gouda,,,,,1860,,,,,electrical components & equipment,industrials,,,,,,,,,
royal schiphol group,schiphol,,,,,1916,,,,,transportation services,industrials,,,,,,,,,
royal van oord,rotterdam,,,,,1868,,,,,heavy construction,industrials,,,,,,,,,
sbm offshore,schiedam,,,,,1965,,,,,oil equipment & services,oil & gas,,,,,,,,,
serpent model racing cars,heemstede,,,,,1980,,,,,recreational products,consumer goods,,,,,,,,,
shv holdings,utrecht,,,,,1896,,,,,diversified industrials,industrials,,,,,,,,,
spar,amsterdam,,,,,1932,,,,,food retailers & wholesalers,consumer goods,,,,,,,,,
spyker cars,zeewolde,,,,,1999,,,,,automobiles,consumer goods,,,,,,,,,
stork bv,naarden,,,,,1868,,,,,aerospace,industrials,,,,,,,,,
talpa network,hilversum,,,,,2004,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
tele2 netherlands,amsterdam,,,,,1993,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
telfort,alphen aan den rijn,,,,,1997,,,,,mobile telecommunications,telecommunications,,,,,,,,,
thales nederland,hengelo,,,,,1922,,,,,defence & electronics,industrials,,,,,,,,,
tmf group,amsterdam,,,,,1988,,,,,financial administration,industrials,,,,,,,,,
tnt express,hoofddorp,,,,,2011,,,,,delivery services,industrials,,,,,,,,,
tomtom,amsterdam,,,,,1991,,,,,software,technology,,,,,,,,,
tony's chocolonely,amsterdam,,,,,2005,,,,,food products,consumer goods,,,,,,,,,
transavia,schiphol-oost,,,,,1965,,,,,airlines,consumer services,,,,,,,,,
triodos bank,zeist,,,,,1980,,,,,banks,financials,,,,,,,,,
trust,dordrecht,,,,,1981,,,,,computer hardware,technology,,,,,,,,,
tui fly netherlands,schiphol-rijk,,,,,2005,,,,,airlines,consumer services,,,,,,,,,
vanguard dutch marine,heerenveen,,,,,2008,,,,,recreational products,consumer goods,,,,,,,,,
vdl bus & coach,valkenswaard,,,,,1993,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
vdl nedcar,born,,,,,1967,,,,,automobile,consumer goods,,,,,,,,,
vedior,amsterdam,,,,,1998,,,,,business training & employment agencies,industrials,,,,,,,,,
veon,amsterdam,,,,,2009,,,,,mobile telecommunications,telecommunications,,,,,,,,,
verenigde nederlandse uitgeverijen,haarlem,,,,,1964,,,,,publishing,consumer services,,,,,,,,,
vitol,rotterdam,,,,,1966,,,,,"oil, gas & coal",energy,,,,,,,,,
vodafone netherlands,maastricht,,,,,1995,,,,,mobile telecommunications,telecommunications,,,,,,,,,
volkerwessels,amersfoort,,,,,1854,,,,,heavy construction,industrials,,,,,,,,,
wavin,zwolle,,,,,1955,,,,,building materials & fixtures,industrials,,,,,,,,,
we,utrecht,,,,,1917,,,,,apparel retailers,consumer goods,,,,,,,,,
wercker,amsterdam,,,,,2011,,,,,software,technology,,,,,,,,,
wolters kluwer,alphen aan den rijn,,,,,1836,,,,,business support services,industrials,,,,,,,,,
zeeman,alphen aan den rijn,,,,,1967,,,,,apparel retailers,consumer goods,,,,,,,,,
air malta,luqa,,,,,1973,,,,,airlines,consumer services,,,,,,,,,
aps bank,swatar,,,,,1910,,,,,banks,financials,,,,,,,,,
bank of valletta,santa venera,,,,,1974,,,,,banks,financials,,,,,,,,,
central bank of malta,valletta,,,,,1968,,,,,banks,financials,,,,,,,,,
emmanuel delicata,valletta,,,,,1907,,,,,distillers & vintners,consumer goods,,,,,,,,,
go,marsa,,,,,1997,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
hsbc bank malta,valletta,,,,,1882,,,,,banks,financials,,,,,,,,,
lombard bank,valletta,,,,,1969,,,,,banks,financials,,,,,,,,,
maltapost,marsa,,,,,1998,,,,,delivery services,industrials,,,,,,,,,
medavia,luqa,,,,,1978,,,,,airlines,consumer services,,,,,,,,,
medialink communications,pieta,,,,,unknown,,,,,publishing,consumer services,,,,,,,,,
melita,birkirkara,,,,,1992,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
multilotto,st julian's,,,,,2012,,,,,gambling,consumer services,,,,,,,,,
one productions,marsa,,,,,1994,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
simonds farsons cisk,birkirkara,,,,,1928,,,,,brewers,consumer goods,,,,,,,,,
unibet,gzira,,,,,1997,,,,,gambling,consumer services,,,,,,,,,
epic,luqa,,,,,1989,,,,,mobile telecommunications,telecommunications,,,,,,,,,
advanzia bank,munsbach,,,,,2005,,,,,banks,financials,,,,,,,,,
arcelor,luxembourg city,,,,,2002,,,,,iron & steel,basic materials,,,,,,,,,
arcelormittal,luxembourg city,,,,,2006,,,,,iron & steel,basic materials,,,,,,,,,
artec 3d,luxembourg city,,,,,2007,,,,,technology hardware & equipment,technology,,,,,,,,,
banque de luxembourg,luxembourg city,,,,,1920,,,,,banks,financials,,,,,,,,,
banque et caisse d'epargne de l'etat,luxembourg city,,,,,1856,,,,,banks,financials,,,,,,,,,
banque raiffeisen,leudelange,,,,,1926,,,,,banks,financials,,,,,,,,,
bgl bnp paribas,luxembourg city,,,,,1919,,,,,banks,financials,,,,,,,,,
bip investment partners,luxembourg city,,,,,2000,,,,,investment services,financials,,,,,,,,,
brasserie nationale,bascharage,,,,,1975,,,,,brewers,consumer goods,,,,,,,,,
cactus,bereldange,,,,,1900,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
cargolux,sandweiler,,,,,1970,,,,,delivery services,industrials,,,,,,,,,
creos luxembourg,strassen,,,,,2009,,,,,multiutilities,utilities,,,,,,,,,
central bank of luxembourg,luxembourg city,,,,,1998,,,,,banks,financials,,,,,,,,,
centre hospitalier de luxembourg,luxembourg city,,,,,1975,,,,,health care providers,health care,,,,,,,,,
ceratizit,mamer,,,,,2002,,,,,diversified industrials,industrials,,,,,,,,,
cipriani sa,luxembourg city,,,,,1931,,,,,restaurants & bars,consumer services,,,,,,,,,
cvc capital partners,luxembourg city,,,,,1981,,,,,asset managers,financials,,,,,,,,,
editpress,luxembourg city,,,,,1913,,,,,publishing,consumer services,,,,,,,,,
foyer sa,luxembourg city,,,,,1922,,,,,full line insurance,financials,,,,,,,,,
general mediterranean holding,luxembourg city,,,,,1979,,,,,-,conglomerates,,,,,,,,,
genii capital,howald,,,,,2008,,,,,specialty finance,financials,,,,,,,,,
gold & wood,luxembourg city,,,,,1995,,,,,personal products,consumer goods,,,,,,,,,
kbl european private bankers,luxembourg city,,,,,1949,,,,,banks,financials,,,,,,,,,
kulczyk investments,luxembourg city,,,,,2007,,,,,investment services,financials,,,,,,,,,
lionair,luxembourg city,,,,,1988,,,,,airlines,consumer services,,,,,,,,,
luvanis,luxembourg city,,,,,2009,,,,,clothing & accessories,consumer goods,,,,,,,,,
luxair,sandweiler,,,,,1962,,,,,airlines,consumer services,,,,,,,,,
luxanimation,doncols,,,,,2002,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
luxembourg stock exchange,luxembourg city,,,,,1928,,,,,investment services,financials,,,,,,,,,
luxempart,leudelange,,,,,1988,,,,,investment services,financials,,,,,,,,,
melusine,howald,,,,,1997,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
mousel,luxembourg city,,,,,1511,,,,,brewers,consumer goods,,,,,,,,,
orco,capellen,,,,,1991,,,,,real estate holding & development,financials,,,,,,,,,
p&tluxembourg,luxembourg city,,,,,1992,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
radio luxembourg,luxembourg city,,,,,1933,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
regus,luxembourg city,,,,,1989,,,,,business support services,industrials,,,,,,,,,
reinet investments,luxembourg city,,,,,2008,,,,,investment services,financials,,,,,,,,,
rotarex,lintgen,,,,,1922,,,,,industrial machinery,industrials,,,,,,,,,
rtl group,kirchberg,,,,,1920,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
saint-paul luxembourg,luxembourg city,,,,,1848,,,,,publishing,consumer services,,,,,,,,,
ses sa,betzdorf,,,,,1985,,,,,mobile telecommunications,telecommunications,,,,,,,,,
societe nationale de credit et d'investissement,luxembourg city,,,,,1978,,,,,banks,financials,,,,,,,,,
societe nationale des chemins de fer luxembourgeois,luxembourg city,,,,,1946,,,,,railroads,industrials,,,,,,,,,
strategic airlines luxembourg,luxembourg city,,,,,2010,,,,,airlines,consumer services,,,,,,,,,
streamworks international,luxembourg city,,,,,2006,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
techniques d'avant garde,luxembourg city,,,,,1977,,,,,airlines,consumer services,,,,,,,,,
utopia group,luxembourg city,,,,,2002,,,,,recreational services,consumer services,,,,,,,,,
west air luxembourg,bertrange,,,,,2002,,,,,delivery services,industrials,,,,,,,,,
achema,jonava,,,,,1962,,,,,specialty chemicals,basic materials,,,,,,,,,
alita,alytus,,,,,1963,,,,,brewers,consumer goods,,,,,,,,,
apranga,vilnius,,,,,1993,,,,,apparel retailers,consumer services,,,,,,,,,
aurela,vilnius,,,,,1996,,,,,airlines,consumer services,,,,,,,,,
avia solutions group,vilnius,,,,,2010,,,,,transportation services,industrials,,,,,,,,,
aviaam leasing,vilnius,,,,,2007,,,,,transportation services,industrials,,,,,,,,,
aviavilsa,vilnius,,,,,1999,,,,,delivery services,industrials,,,,,,,,,
avion express,vilnius,,,,,2005,,,,,airlines,consumer services,,,,,,,,,
baltija shipbuilding yard,klaipeda,,,,,1952,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
baltik vairas,siauliai,,,,,1993,,,,,recreational products,consumer goods,,,,,,,,,
cili,vilnius,,,,,1997,,,,,restaurants & bars,consumer services,,,,,,,,,
dot lt,karmelava,,,,,2003,,,,,airlines,consumer services,,,,,,,,,
dvarcioniu keramika,vilnius,,,,,1888,,,,,building materials & fixtures,industrials,,,,,,,,,
ekspla,vilnius,,,,,1983,,,,,electronic equipment,industrials,,,,,,,,,
gubernija,siauliai,,,,,1665,,,,,brewers,consumer goods,,,,,,,,,
kalnapilis,panevezys,,,,,1902,,,,,brewers,consumer goods,,,,,,,,,
lietuvos dujos,vilnius,,,,,1961,,,,,gas distribution,utilities,,,,,,,,,
lietuvos energija,vilnius,,,,,1997,,,,,conventional electricity,utilities,,,,,,,,,
lietuvos pastas,vilnius,,,,,1918,,,,,delivery services,consumer services,,,,,,,,,
maxima group,vilnius,,,,,1992,,,,,broadline retailers,consumer services,,,,,,,,,
small planet airlines,vilnius,,,,,2007,,,,,airlines,consumer services,,,,,,,,,
stumbras,kaunas,,,,,1906,,,,,distillers & vintners,consumer goods,,,,,,,,,
tauras,vilnius,,,,,1860,,,,,brewers,consumer goods,,,,,,,,,
teo lt,vilnius,,,,,1992,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
ukio bankas,kaunas,,,,,1989,,,,,banks,financials,,,,,,,,,
vilniaus prekyba,vilnius,,,,,1992,,,,,broadline retailers,consumer services,,,,,,,,,
volfas engelman,kaunas,,,,,1853,,,,,brewers,consumer goods,,,,,,,,,
zia valda,vilnius,,,,,1997,,,,,investment services,financials,,,,,,,,,
ablv bank,riga,,,,,1993,,,,,banks,financials,,,,,,,,,
aerodium latvia,sigulda,,,,,2004,,,,,industrial machinery,industrials,,,,,,,,,
airbaltic,riga,,,,,1995,,,,,airlines,consumer services,,,,,,,,,
ave line,riga,,,,,2000,,,,,marine transportation,industrials,,,,,,,,,
baltic coal terminal,ventspils,,,,,2005,,,,,transportation services,industrials,,,,,,,,,
banka baltija,riga,,,,,1993,,,,,banks,financials,,,,,,,,,
bank of latvia,riga,,,,,1992,,,,,banks,financials,,,,,,,,,
bellaccord electro,riga,,,,,1931,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
cesu alus,cesis,,,,,1590,,,,,brewers,consumer goods,,,,,,,,,
citadele banka,riga,,,,,2010,,,,,banks,financials,,,,,,,,,
dartz,riga,,,,,2008,,,,,automobiles,consumer goods,,,,,,,,,
double coffee,riga,,,,,2002,,,,,restaurants & bars,consumer services,,,,,,,,,
elko grupa,riga,,,,,1993,,,,,consumer electronics,consumer goods,,,,,,,,,
ford-vairogs,riga,,,,,1936,,,,,automobiles,consumer goods,,,,,,,,,
forticom,riga,,,,,1999,,,,,software,technology,,,,,,,,,
grindeks,riga,,,,,1991,,,,,pharmaceuticals,health care,,,,,,,,,
inversija,riga,,,,,1991,,,,,delivery services,industrials,,,,,,,,,
just5,riga,,,,,2008,,,,,telecommunications equipment,telecommunications,,,,,,,,,
laima,riga,,,,,1870,,,,,food products,consumer goods,,,,,,,,,
lattelecom,riga,,,,,1992,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
latvenergo,riga,,,,,1958,,,,,conventional electricity,utilities,,,,,,,,,
latvian mobile telephone,riga,,,,,1992,,,,,mobile telecommunications,telecommunications,,,,,,,,,
latvian shipping company,riga,,,,,1940,,,,,marine transportation,industrials,,,,,,,,,
latvijas balzams,riga,,,,,1997,,,,,soft drinks,consumer goods,,,,,,,,,
latvijas gaze,riga,,,,,1991,,,,,exploration & production,oil & gas,,,,,,,,,
latvijas krajbanka,riga,,,,,1924,,,,,banks,financials,,,,,,,,,
latvijas pasts,riga,,,,,1992,,,,,delivery services,logistics,,,,,,,,,
microphone records,riga,,,,,1993,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
norvik banka,riga,,,,,1992,,,,,banks,financials,,,,,,,,,
olainfarm,olaine,,,,,1972,,,,,pharmaceuticals,health care,,,,,,,,,
parex bank,riga,,,,,1992,,,,,banks,financials,,,,,,,,,
privatbank latvia,riga,,,,,2007,,,,,banks,financials,,,,,,,,,
raf-avia,riga,,,,,1990,,,,,airlines,consumer services,,,,,,,,,
rietumu banka,riga,,,,,1992,,,,,banks,financials,,,,,,,,,
riga autobus factory,riga,,,,,1949,,,,,automobiles,consumer goods,,,,,,,,,
rimi baltic,riga,,,,,2004,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
russo-balt,riga,,,,,1874,,,,,automobiles,consumer goods,,,,,,,,,
saf tehnika,riga,,,,,1999,,,,,telecommunications equipment,technology,,,,,,,,,
seb unibanka,riga,,,,,1993,,,,,banks,financials,,,,,,,,,
sereal,riga,,,,,2011,,,,,recreational products,consumer goods,,,,,,,,,
smartlynx airlines,marupe,,,,,1993,,,,,airlines,consumer services,,,,,,,,,
vef,riga,,,,,1919,,,,,consumer electronics,consumer goods,,,,,,,,,
a&g management consulting,turin,,,,,1988,,,,,business support services,industrials,,,,,,,,,
a2a,brescia,,,,,2008,,,,,multiutilities,utilities,,,,,,,,,
abarth,turin,,,,,1949,,,,,automobiles,consumer goods,,,,,,,,,
abon plastic,gornate-olona,,,,,1973,,,,,containers & packaging,industrials,,,,,,,,,
aermacchi,varese,,,,,1912,,,,,aerospace,industrials,,,,,,,,,
agip,rome,,,,,1926,,,,,oil & gas refining & marketing,oil & gas,,,,,,,,,
agustawestland,rome,,,,,2000,,,,,aerospace & defense,industrials,,,,,,,,,
agv,alessandria,,,,,1946,,,,,auto parts,consumer goods,,,,,,,,,
air dolomiti,villafranca di verona,,,,,1991,,,,,airlines,consumer services,,,,,,,,,
air one,fiumicino,,,,,1983,,,,,airlines,consumer services,,,,,,,,,
alan,veggiano,,,,,1972,,,,,recreational products,consumer goods,,,,,,,,,
alenia aermacchi,venegono superiore,,,,,2012,,,,,aerospace,industrials,,,,,,,,,
alenia aeronautica,rome,,,,,1990,,,,,aerospace,industrials,,,,,,,,,
alessi,omegna,,,,,1921,,,,,durable household products,consumer goods,,,,,,,,,
alfa romeo,turin,,,,,1910,,,,,automobiles,consumer goods,,,,,,,,,
alitalia,fiumicino,,,,,1999,,,,,airlines,consumer services,,,,,,,,,
alleanza assicurazioni,milan,,,,,1898,,,,,life insurance,financials,,,,,,,,,
alpinestars,asolo,,,,,1963,,,,,clothing & accessories,consumer goods,,,,,,,,,
andrea moda,morrovalle,,,,,1985,,,,,clothing & accessories,consumer goods,,,,,,,,,
angelini,rome,,,,,1919,,,,,pharmaceuticals,health care,,,,,,,,,
anonima petroli italiana,rome,,,,,1933,,,,,petroleum products,oil & gas,,,,,,,,,
ansaldo energia,genoa,,,,,1853,,,,,conventional electricity,utilities,,,,,,,,,
ansaldo sts,genoa,,,,,2006,,,,,railroads,industrials,,,,,,,,,
aprilia,noale,,,,,1945,,,,,automobiles,consumer goods,,,,,,,,,
arflex,milan,,,,,1947,,,,,furnishings,consumer goods,,,,,,,,,
armani,milan,,,,,1975,,,,,clothing & accessories,consumer goods,,,,,,,,,
arnoldo mondadori editore,segrate,,,,,1907,,,,,publishing,consumer services,,,,,,,,,
artemide,pregnana milanese,,,,,1960,,,,,furnishings,consumer goods,,,,,,,,,
assicurazioni generali,trieste,,,,,1831,,,,,full line insurance,financials,,,,,,,,,
atala,monza,,,,,1921,,,,,recreational products,consumer goods,,,,,,,,,
autobianchi,milan,,,,,1995,,,,,automobiles,consumer goods,,,,,,,,,
autogrill,rozzano,,,,,1947,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
avio,rome,,,,,1908,,,,,aerospace & defense,industrials,,,,,,,,,
azimut yachts,turin,,,,,1969,,,,,shipbuilding,industrials,,,,,,,,,
b engineering,campogalliano,,,,,2000,,,,,automobiles,consumer goods,,,,,,,,,
b&b italia,novedrate,,,,,1966,,,,,furnishings,consumer goods,,,,,,,,,
baldinini,san mauro pascoli,,,,,1910,,,,,footwear,consumer goods,,,,,,,,,
banca carige,genoa,,,,,1483,,,,,banks,financials,,,,,,,,,
banca monte dei paschi di siena,siena,,,,,1472,,,,,banks,financials,,,,,,,,,
banca nazionale del lavoro,rome,,,,,1913,,,,,banks,financials,,,,,,,,,
