Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
448,0.6744141,vodafone italia spa,"newbury, united kingdom",united kingdom,,,,16 september 1991,"105,000",nicholas jonathan read,45740000000,,communication services,"transportation, communications, electric, gas, and sanitary services",43.809 billion (2021),"https://www.vodafone.com, https://www.facebook.com/vodafoneuk/, https://twitter.com/vodafonegroup, https://www.linkedin.com/company/vodafone, https://en.wikipedia.org/wiki/vodafone",,,,,,"via guglielmo jervis 13, ivrea, 10015, torino, italy",corporation
,,quanta services inc,"houston, tx, united states",united states,,,,1997,"43,700",earl c austin jr,18250000000,,industrials,services,9466000000,"https://www.quantaservices.com, https://www.facebook.com/quantaservicesir, https://twitter.com/quantaservices, https://www.linkedin.com/company/quanta-services, https://en.wikipedia.org/wiki/quanta services",,,,,,"viale monte grappa 3/5, milano, 20124, milano, italy",foreign company
434,0.6744408,luxottica srl,"paris, france",france,,,,,"144,888",francesco milleri,80490000000,,healthcare,medical instruments & supplies,,https://www.essilorluxottica.com,,,,,,"frazione valcozzena 10, agordo, 32021, belluno, italy",corporation
189,0.67446923,ghella group srl,"richmond, va, united states",united states,,,,1985,"6,000",william f gifford jr,102980000000,,consumer staples,tobacco,"us$26.153 billion (fiscal year ended december 31, 2020)","https://www.altria.com, https://www.facebook.com/altria-group-147856125304229/, https://twitter.com/altrianews, https://www.linkedin.com/company/altria/, https://en.wikipedia.org/wiki/altria",,,,,,"via pietro borsieri 2/a, roma, 00195, roma, italy",corporation
14,0.6744849,recordati industria chimica e farmaceutica spa,"san francisco, ca, united states",united states,,,,1905,"26,000",patricia kessler poppe,26660000000,,utilities,utilitiesregulated electric,18469000000,"https://www.pgecorp.com, https://www.facebook.com/pacificgasandelectric, https://twitter.com/pge4me, https://www.linkedin.com/company/3895, https://en.wikipedia.org/wiki/pacific gas and electric company",,,,,,"via matteo civitali 1, milano, 20148, milano, italy",corporation
308,0.67446554,equensworldline se,"ludwigshafen am rhein, germany",germany,,,,,"108,718",martin brudermuller,52760000000,,basic materials,services,,https://www.basf.com,,,,,,"via enrico cialdini 16, milano, 20161, milano, italy",foreign company
,,fubon financial holding co ltd,"taipei, taiwan",taiwan,,,,,"44,461",,27130000000,,financials,insurancelife,,https://www.fubon.com,,,,,,"via napoli 220, casandrino, 80025, napoli, italy",corporation
460,0.6743619,edp - energias de portugal sa,"lisbon, portugal",portugal,,,,,"12,236",miguel stilwell de andrade,19430000000,,utilities,utilitiesdiversified,,https://www.edp.com,,,,,,"via lodovico seitz 47, treviso, 31100, treviso, italy",corporation
,,generali italia spa,"trieste, italy",italy,,,,,"74,621",philippe roger donnet,35200000000,,financials,insurancediversified,,"https://www.generali.com, https://twitter.com/generali, https://www.linkedin.com/company/generali",,,,,,"via marocchesa 14, mogliano veneto, 31021, treviso, italy",corporation
,,silmar group spa,"london, united kingdom",united kingdom,,,,1947,"21,033",brendan horgan,28280000000,,industrials,rental & leasing services,"4,472.6 million (2021)","https://www.ashtead-group.com, https://twitter.com/ashtead group, https://en.wikipedia.org/wiki/ashtead group",,,,,,"localita' merlaro 2, vestone, 25078, brescia, italy",corporation
,,sap italia sistemi applicazioni prodotti in data processing spa,"roseland, nj, united states",united states,,,,1949,"56,000",carlos a rodriguez,96980000000,,industrials,staffing & employment services,14590000000,"https://www.adp.com, https://www.facebook.com/automaticdataprocessing/, https://twitter.com/adp, https://www.linkedin.com/company/adp/, https://en.wikipedia.org/wiki/adp  company ",,,,,,"via monza 7/a, vimercate, 20871, monza e brianza, italy",corporation
315,0.6744653,warner music group corp,"new york, ny, united states",united states,,,,"april 6, 1958","5,900",stephen forbes cooper,19210000000,,communication services,"finance, insurance, and real estate",us$5.301 billion (2021)us$4.463 billion (2020),"https://www.wmg.com, https://www.facebook.com/warnermusicgroup, https://twitter.com/warnermusic, https://www.linkedin.com/company/4781, https://en.wikipedia.org/wiki/warner music group",,,,,,"via baione 200, monopoli, 70043, bari, italy",corporation
464,0.6743541,nexi payments spa,"atlanta, ga, united states",united states,,,,2000,"25,000",jeffrey s sloan jd,40350000000,,industrials,specialty business services,7400000000,"https://www.globalpaymentsinc.com, https://www.facebook.com/globalpaymentsinc, https://twitter.com/globalpayinc, https://www.linkedin.com/company/global-payments, https://en.wikipedia.org/wiki/global payments",,,,,,"corso sempione 55, milano, 20149, milano, italy",corporation
389,0.6744569,sociedad quimica y minera de chile sa,"santiago, chile",chile,,,,"june 11th, 1968","6,081",,22770000000,,basic materials,"finance, insurance, and real estate",1900000000,"https://www.sqm.com, https://en.wikipedia.org/wiki/sociedad qu%c3%admica y minera",,,,,,"via giovanni da verrazzano 15, novara, 28100, novara, italy",corporation
,,martin marietta materials inc,"raleigh, nc, united states",united states,,,,1993,"10,000",c howard nye,23940000000,,basic materials,"transportation, communications, electric, gas, and sanitary services",4700000000,"https://www.martinmarietta.com, https://en.wikipedia.org/wiki/martin marietta inc.",,,,,,"passeggio sant'andrea 4, trieste, 34123, trieste, italy",corporation
425,0.6744442,lindt & sprungli spa,"kilchberg, switzerland",switzerland,,,,,"14,000",dieter weisskopf phd,27080000000,,consumer staples,manufacturing,,https://www.lindt-spruengli.com,,,,,,"largo edoardo bulgheroni 1, induno olona, 21056, varese, italy",corporation
255,0.6744676,fercam holding srl,"taipei city, taiwan",taiwan,,,,,"21,159",,20150000000,,financials,insurancelife,,https://www.ctbcholding.com,,,,,,"via marie curie 2, bolzano, 39100, bolzano, italy",corporation
451,0.6743815,saudi basic industries corp,"riyadh, saudi arabia",saudi arabia,,,,,,yousef bin abdullah al-benyan,104000000000,,basic materials,manufacturing,,https://www.sabic.com,,,,,,"via oderzo 68, prata di porde , 33080, porde , italy",corporation
,,tech data italia srl,"tokyo, japan",japan,,,,,"139,677",hiroshi honma,27260000000,,technology,manufacturing,,https://www.nttdata.com,,,,,,"viale leone tolstoj 65, san giuliano milanese, 20098, milano, italy",corporation
,,blackrock netherlands bv,"new york, ny, united states",united states,,,,1988,"18,400",laurence douglas fink,115980000000,,financials,"finance, insurance, and real estate",22000000000,"https://www.blackrock.com, https://www.facebook.com/blackrock, https://twitter.com/blackrock, https://www.linkedin.com/company/blackrock, https://en.wikipedia.org/wiki/blackrock",,,,,,"piazza san fedele 2, milano, 20121, milano, italy",foreign company
,,monolithic power systeinc,"kirkland, wa, united states",united states,,,,1997,"2,773",michael r hsing,21870000000,,technology,"transportation, communications, electric, gas, and sanitary services",1210000000,"https://www.monolithicpower.com, https://www.facebook.com/monolithicpower, https://www.twitter.com/monolithicpower, https://www.linkedin.com/company/monolithic-power-systems, https://en.wikipedia.org/wiki/monolithic power systems",,,,,,"via granarolo 175/2, faenza, 48018, ravenna, italy",corporation
128,0.6744717,eg holding spa,"taipei, taiwan",taiwan,,,,,"57,347",,29580000000,,financials,insurancelife,,https://www.cathayholdings.com,,,,,,"via del perlar 2, verona, 37135, verona, italy",corporation
151,0.67447025,unitedhealth group,"minnetonka, mn, united states",united states,,,,1977,"350,000",sir andrew philip witty,488520000000,,healthcare,healthcare plans,285273000000,"https://www.unitedhealthgroup.com, https://www.facebook.com/uhgcareers, https://twitter.com/unitedhealthgrp, https://www.linkedin.com/company/unitedhealth-group, https://en.wikipedia.org/wiki/unitedhealth group",,,,,,"via amilcare ponchielli 7, milano, 20129, milano, italy",corporation
,,honda motor co ltd,"tokyo, japan",japan,,,,"hamamatsu, japan october 1946, incorporated 24 september 1948","211,374",toshihiro mibe,49110000000,,consumer discretionary,manufacturing,15.36 trillion (2018),"https://www.honda.co.jp, https://en.wikipedia.org/wiki/honda",,,,,,"via antonio cavalieri ducati 3, bologna, 40132, bologna, italy",corporation
,,fomento economico mexicano sab de cv,"monterrey, nl, mexico",mexico,,,,1890,"320,808",alfonso garza garza,22280000000,,consumer staples,"finance, insurance, and real estate",mxn$506.7 billion (2019),"https://www.femsa.com, https://en.wikipedia.org/wiki/femsa",,,,,,"via leonardo bistolfi 35, milano, 20134, milano, italy",corporation
,,zucchetti group spa,"dallas, tx, united states",united states,,,,1986,"2,500",sharmistha dubey,29820000000,,communication services,internet content & information,2391000000,"https://www.mtch.com, https://en.wikipedia.org/wiki/match group",,,,,,"via solferino 1, lodi, 26900, lodi, italy",corporation
356,0.67446125,henkel italia srl,"dusseldorf, germany",germany,,,,,"52,450",carsten knobel,30530000000,,consumer staples,wholesale trade,,https://www.henkel.com,,,,,,"via carlo amoretti 78, milano, 20157, milano, italy",corporation
,,oriental land co ltd,"urayasu, japan",japan,,,,,"8,782",toshio kagami,64660000000,,consumer discretionary,retail trade,,https://www.olc.co.jp,,,,,,"viale alessandro marchetti 105, roma, 00148, roma, italy",corporation
,,wens foodstuff group co ltd,"yunfu, china",china,,,,,"52,809",,23200000000,,consumer staples,manufacturing,,https://www.wens.com.cn,,,,,,"via eden fumagalli, brugherio, 20861, monza e brianza, italy",corporation
,,luxottica group spa,"seattle, wa, united states",united states,,,,"october 22, 1996","14,800",peter maxwell kern,27910000000,,consumer discretionary,wholesale trade,4240000000,"https://www.expediagroup.com, https://www.facebook.com/expedia.co.in, https://twitter.com/expediagroup, https://www.linkedin.com/company/expedia/, https://en.wikipedia.org/wiki/expedia group",,,,,,"piazzale luigi cadorna 3, milano, 20123, milano, italy",corporation
256,0.67446756,volkswagen group italia spa,"wolfsburg, germany",germany,,,,,"645,318",herbert diess,108630000000,,consumer discretionary,retail trade,,https://www.volkswagenag.com,,,,,,"viale gerard richard gumpert 1, verona, 37137, verona, italy",corporation
,,republic services inc,"phoenix, az, united states",united states,,,,"july 2, 1998","35,000",jon vander ark,42910000000,,industrials,waste management,"us$10.153 billion (fiscal year ended december 31, 2020)","https://www.republicservices.com, https://www.facebook.com/republicservices, https://twitter.com/republicservice, https://www.linkedin.com/company/republic-services-inc, https://en.wikipedia.org/wiki/republic services",,,,,,"viale regina margherita 125, roma, 00198, roma, italy",corporation
,,nippon telegraph & telephone corp,"tokyo, japan",japan,,,,,"324,667",jun sawada,103750000000,,communication services,"transportation, communications, electric, gas, and sanitary services",,https://group.ntt,,,,,,"via viii marzo 6, scandicci, 50018, firenze, italy",corporation
,,seetech global industries spa,"pittsburgh, pa, united states",united states,,,,1883,"49,300",michael h mcgarry,31890000000,,basic materials,specialty chemicals,"us$13.834 billion (fiscal year ended december 31, 2020)","https://www.ppg.com, https://en.wikipedia.org/wiki/ppg industries",,,,,,"via antonio pacinotti 3, bolzano, 39100, bolzano, italy",corporation
341,0.6744633,grupo financiero banorte sab de cv,"santa fe, df, mexico",mexico,,,,,,jose marcos ramirez miguel,22600000000,,financials,"finance, insurance, and real estate",,https://www.banorte.com,,,,,,"via portici umberto i 5/3, malcesine, 37018, verona, italy",corporation
,,dussmann service srl,"bangkok, thailand",thailand,,,,,,somchai lertsutiwong,20650000000,,communication services,telecom services,,https://www.ais.th,,,,,,"via papa giovanni xxiii 4, capriate san gervasio, 24042, bergamo, italy",corporation
,,oversea-chinese banking corp ltd,"singapore, singapore",singapore,,,,,"29,622",,40770000000,,financials,"finance, insurance, and real estate",,https://www.ocbc.com,,,,,,"piazzale giulio douhet 31, roma, 00143, roma, italy",corporation
349,0.67446256,pjsc lukoil,"moscow, russia",russia,,,,,"101,374",vagit yusufovich alekperov,44960000000,,energy,wholesale trade,,"https://www.lukoil.com, https://www.facebook.com/lukoil.en, https://twitter.com/lukoilengl, https://www.linkedin.com/company/lukoil/about/",,,,,,"via leonida bissolati 20, roma, 00187, roma, italy",corporation
,,inner mongolia yili industrial group co ltd,"hohhot, china",china,,,,,"59,159",,36610000000,,consumer staples,packaged foods,,https://www.yili.com,,,,,,"viale delle nazioni 55, modena, 41122, modena, italy",corporation
,,yoox net-a-porter group spa,"london, united kingdom",united kingdom,,,,18 june 1846,"99,700",philip eric rene jansen,24090000000,,communication services,telecom services,21.370 billion (2021),"https://www.bt.com, https://en.wikipedia.org/wiki/bt group",,,,,,"via nerio nannetti 1, zola predosa, 40069, bologna, italy",corporation
427,0.6744435,telecom italia sparkle spa,"madrid, spain",spain,,,,,"2,877",tobias martinez gimeno,32320000000,,communication services,"transportation, communications, electric, gas, and sanitary services",,https://www.cellnextelecom.com,,,,,,"via di macchia palocco 223, roma, 00125, roma, italy",corporation
323,0.67446494,amazon eu sa rl,"seattle, wa, united states",united states,,,,"july 5, 1994","1,608,000",andrew r jassy,1642000000000,,consumer discretionary,retail trade,469822000000,"https://www.amazon.com, https://www.facebook.com/amazon, https://twitter.com/amazon, https://www.linkedin.com/company/amazon, https://en.wikipedia.org/wiki/amazon.com inc.",,,,,,"viale monte grappa 3/5, milano, 20124, milano, italy",foreign company
,,haier smart home co ltd,"qingdao, china",china,,,,,"99,299",,32310000000,,consumer discretionary,"transportation, communications, electric, gas, and sanitary services",,https://www.haier.net,,,,,,"via dodiciville 8, bolzano, 39100, bolzano, italy",corporation
31,0.67448443,telecom italia spa,"riyadh, saudi arabia",saudi arabia,,,,,,,59470000000,,communication services,"transportation, communications, electric, gas, and sanitary services",,https://www.stc.com.sa,,,,,,"via gaetano negri 1, milano, 20123, milano, italy",corporation
234,0.67446804,eurizon capital sgr spa,"pembroke, bermuda",bermuda,,,,1995,"5,200",marc grandisson,19540000000,,financials,insurancediversified,6980000000,"https://www.archgroup.com, https://en.wikipedia.org/wiki/arch capital group",,,,,,"piazzetta giordano dell'amore 3, milano, 20121, milano, italy",corporation
,,enel global trading spa,"palm beach gardens, fl, united states",united states,,,,"june 26, 1915","58,000",david l gitlin,40790000000,,industrials,wholesale trade,17460000000,"https://www.corporate.carrier.com, https://en.wikipedia.org/wiki/carrier global",,,,,,"viale regina margherita 125, roma, 00198, roma, italy",corporation
313,0.6744653,ori martin holding srl,"bethesda, md, united states",united states,,,,"march 15, 1995","114,000",james d taiclet jr,124980000000,,industrials,"finance, insurance, and real estate",65400000000,"https://www.lockheedmartin.com, https://www.facebook.com/lockheedmartin, https://twitter.com/lockheedmartin, https://www.linkedin.com/company/lockheed-martin, https://en.wikipedia.org/wiki/lockheed martin",,,,,,"via cosimo canovetti 13, brescia, 25128, brescia, italy",corporation
421,0.67444766,s&p global inc,"new york, ny, united states",united states,,,,1917,"22,850",douglas l peterson mba,100840000000,,financials,financial data & stock exchanges,8297000000,"https://www.spglobal.com, https://en.wikipedia.org/wiki/s%26p global",,,,,,"via leone xiii 14, milano, 20145, milano, italy",corporation
470,0.6743358,jas jet air service spa,"atlanta, ga, united states",united states,,,,"march 2, 1925","83,000",edward h bastian,24920000000,,industrials,"transportation, communications, electric, gas, and sanitary services",47007000000,"https://www.delta.com, https://www.facebook.com/delta, https://twitter.com/delta, https://www.linkedin.com/company/2272, https://en.wikipedia.org/wiki/delta air lines",,,,,,"viuzzo di porto 4/b, scandicci, 50018, firenze, italy",corporation
,,industrie de nora spa,"wilmington, de, united states",united states,,,,"september 1, 2017","28,000",edward d breen,39720000000,,basic materials,"finance, insurance, and real estate",20397000000,"https://www.dupont.com, https://www.facebook.com/dupontco, https://twitter.com/dupont news, https://www.linkedin.com/company/dupont, https://en.wikipedia.org/wiki/dupont",,,,,,"via leonardo bistolfi 35, milano, 20134, milano, italy",corporation
125,0.6744718,design holding spa,"san jose, ca, united states",united states,,,,1988,"9,300",anirudh devgan phd,44230000000,,technology,softwareapplication,2682000000,"https://www.cadence.com, https://www.facebook.com/cadencedesign, https://twitter.com/cadence, https://www.linkedin.com/company/cadence-design-systems, https://en.wikipedia.org/wiki/cadence design systems",,,,,,"via alessandro manzoni 38, milano, 20121, milano, italy",corporation
63,0.674481,solvay specialty polymers italy spa,"fairlawn, oh, united states",united states,,,,,"5,300",bhavesh v patel,26380000000,,basic materials,manufacturing,,https://www.aschulman.com,,,,,,"viale lombardia 20, bollate, 20021, milano, italy",corporation
67,0.6744796,coca-cola hbc italia srl,"atlanta, ga, united states",united states,,,,"january 29, 1892","79,000",james robert b quincey,273200000000,,consumer staples,manufacturing,37270000000,"https://www.coca-colacompany.com, https://en.wikipedia.org/wiki/coca-cola company",,,,,,"piazza indro montanelli 30, sesto san giovanni, 20099, milano, italy",corporation
,,edison energia spa,"new york, ny, united states",united states,,,,1823 as the new york gas light company,"13,871",timothy p cawley,34890000000,,utilities,utilitiesregulated electric,"us$13.676 billion (fiscal year ended december 31, 2021)","https://www.conedison.com, https://en.wikipedia.org/wiki/consolidated edison",,,,,,"foro buonaparte 31, milano, 20121, milano, italy",corporation
,,zto express cayman inc,"shanghai, china",china,,,,,"22,536",meisong lai,22050000000,,industrials,"transportation, communications, electric, gas, and sanitary services",,"https://www.zto.com, https://www.facebook.com/ztoexpress.myanmar, https://www.linkedin.com/company/ztoexpress/",,,,,,"corso giulio cesare 268, torino, 10154, torino, italy",corporation
,,zurich investments life spa,"toronto, on, canada",canada,,,,,"22,719",kevin david strain ca cpa,33080000000,,financials,insurancediversified,,"https://www.sunlife.com, https://www.facebook.com/slfcanada/, https://twitter.com/sunlife, https://www.linkedin.com/company/sun-life-financial",,,,,,"via benigno crespi 23, milano, 20159, milano, italy",corporation
,,grupo mexico sab de cv,"mexico city, df, mexico",mexico,,,,,"29,707",,48000000000,,basic materials,other industrial metals & mining,,https://www.gmexico.com,,,,,,"via lodovico seitz 47, treviso, 31100, treviso, italy",corporation
150,0.6744704,totalenergies petrochemicals & refining sa nv,"paris, france",france,,,,28 march 1924,"105,476",patrick pouyanna,137500000000,,energy,wholesale trade,205800000000,"https://www.totalenergies.com, https://twitter.com/totalenergies, https://en.wikipedia.org/wiki/total se",,,,,,"via rombon 11, milano, 20134, milano, italy",foreign company
264,0.6744673,michelin italiana sami spa,"clermont-ferrand, france",france,,,,,"118,400",florent menegaux,23650000000,,consumer discretionary,manufacturing,,https://www.michelin.com,,,,,,"corso giulio cesare 424/95/c, torino, 10156, torino, italy",corporation
456,0.6743706,l'oreal italia spa,"clichy, france",france,,,,,"85,400",nicolas hieronimus,225240000000,,consumer staples,retail trade,,https://www.loreal.com,,,,,,"via francesco primaticcio 155, milano, 20147, milano, italy",corporation
,,unicredit spa,"milan, mi, italy",italy,,,,,"80,879",andrea orcel,29650000000,,financials,"finance, insurance, and real estate",,https://www.unicreditgroup.eu,,,,,,"piazza gae aulenti 3 tower a, milano, 20154, milano, italy",corporation
,,philip morris manufacturing & technology bologna spa,"new york, ny, united states",united states,,,,2008,"69,600",jacek olczak,154710000000,,consumer staples,tobacco,"us$76.047 billion (fiscal year ended december 31, 2020)","https://www.pmi.com, https://www.facebook.com/insidepmi, https://twitter.com/insidepmi, https://www.linkedin.com/company/insidepmi, https://en.wikipedia.org/wiki/philip morris international",,,,,,"via giacomo venturi 1-2, valsamoggia, 40053, bologna, italy",corporation
,,merck serono spa,"kenilworth, nj, united states",united states,,,,1891,"67,000",robert m davis jd,210380000000,,healthcare,manufacturing,47994000000,"https://www.merck.com, https://en.wikipedia.org/wiki/merck %26 co",,,,,,"via casilina 125, roma, 00176, roma, italy",corporation
443,0.67442966,unilever italia mkt operations srl,"london, united kingdom",united kingdom,,,,2 september 1929,"148,012",alan w jope,117840000000,,consumer staples,wholesale trade,52.444 billion (2021),"https://www.unilever.com, https://www.facebook.com/hindustanunileverlimited, https://twitter.com/unilever, https://www.linkedin.com/company/unilever, https://en.wikipedia.org/wiki/unilever",,,,,,"via paolo di dono 3/a, roma, 00142, roma, italy",corporation
198,0.6744688,schneider electric spa,"rueil-malmaison, france",france,,,,,"166,025",jean-pascal tricoire,94340000000,,industrials,specialty industrial machinery,,https://www.se.com/ww/en,,,,,,"via circonvallazione est 1, stezzano, 24040, bergamo, italy",corporation
,,samsung electronics italia spa,"suwon-si, south korea",south korea,,,,,,jong-hee han,378350000000,,technology,wholesale trade,,"https://www.samsung.com, https://www.facebook.com/samsungelectronics/, https://twitter.com/samsung, https://www.linkedin.com/company/samsung-electronics/",,,,,,"via mike bongiorno 9, milano, 20124, milano, italy",corporation
,,shell italia e&p spa,"london, united kingdom",united kingdom,,,,,"87,000",ben van beurden,207680000000,,energy,oil & gas integrated,,https://www.shell.com,,,,,,"piazza di san silvestro 8, roma, 00187, roma, italy",corporation
,,sony europe bv,"tokyo, japan",japan,,,,7 may 1946,"109,700",kenichiro yoshida,126640000000,,technology,wholesale trade,8.999 trillion (us$81.38 billion) (fy2020),"https://www.sony.com, https://www.facebook.com/sony/, https://twitter.com/sony, https://www.linkedin.com/company/sony, https://en.wikipedia.org/wiki/sony",,,,,,"via angelo rizzoli 4, milano, 20132, milano, italy",foreign company
277,0.6744669,lvmh italia spa,"paris, france",france,,,,,"148,343",bernard arnault,359260000000,,consumer discretionary,luxury goods,,"https://www.lvmh.com, https://twitter.com/lvmh",,,,,,"largo augusto 8, milano, 20122, milano, italy",corporation
,,credit agricole sa,"montrouge, france",france,,,,,"75,975",philippe brassac,38010000000,,financials,"finance, insurance, and real estate",,https://www.credit-agricole.com,,,,,,"strada dell'universita' 1, parma, 43121, parma, italy",corporation
,,allianz spa,"munich, germany",germany,,,,,"155,411",oliver bate,98470000000,,financials,insurancediversified,,https://www.allianz.com,,,,,,"piazza tre torri 3, milano, 20145, milano, italy",corporation
261,0.6744674,snam spa,"san donato milanese, mi, italy",italy,,,,,"3,388",marco alvera,19270000000,,utilities,utilitiesregulated gas,,https://www.snam.it,,,,,,"piazza santa barbara 7, san donato milanese, 20097, milano, italy",corporation
,,lg electronics italia spa,"seoul, south korea",south korea,,,,,"37,245",joo-wan cho,18910000000,,technology,manufacturing,,https://www.lg.com,,,,,,"via aldo rossi 4, milano, 20149, milano, italy",corporation
,,engie servizi spa,"courbevoie, france",france,,,,,"154,364",catherine macgregor,31000000000,,utilities,utilitiesdiversified,,https://www.engie.com,,,,,,"viale giorgio ribotta 31, roma, 00144, roma, italy",corporation
213,0.6744686,deutsche bank spa,"frankfurt am main, germany",germany,,,,10 march 1869,"82,969",christian sewing,26380000000,,financials,"finance, insurance, and real estate",25.4 billion (2021),"https://www.db.com, https://www.facebook.com/deutschebank, https://twitter.com/deutschebank, https://www.linkedin.com/company/deutsche-bank/, https://en.wikipedia.org/wiki/deutsche bank",,,,,,"piazza del calendario 3, milano, 20126, milano, italy",corporation
62,0.6744817,bnp paribas sa,"paris, france",france,,,,,"190,000",jean-laurent bonnafe,69900000000,,financials,services,,https://group.bnpparibas,,,,,,"piazza lina bo bardi 3, milano, 20124, milano, italy",foreign company
,,ferrovial sa,"madrid, spain",spain,,,,,"18,680",ignacio madridejos fernandez,19440000000,,industrials,infrastructure operations,,https://www.ferrovial.com,,,,,,"foro buonaparte 67, milano, 20121, milano, italy",foreign company
,,dow italia divisione commerciale srl,"midland, mi, united states",united states,,,,"april 1, 2019","35,700",james r fitterling,48500000000,,basic materials,manufacturing,54970000000,"https://www.dow.com, https://en.wikipedia.org/wiki/dow inc.",,,,,,"via francesco albani 65, milano, 20148, milano, italy",corporation
