link,name,country,industry,revenue,employees,founded
https://www.garnet-kyoto.co.jp/,garnet kyoto,japan,property,26,11,2009
https://suprieve.com/,suprieve holdings,japan,support services,45,"1,156",2005
https://www.solebrain.co.jp/,solebrain,japan,sales & marketing,16,36,2008
http://www.pegavision.com/,pegavision,taiwan,personal & household goods,108,1328,2009
http://maben.com.au/,maben group,australia,construction,79,65,2004
https://www.eodh-protection.com/,eodh sa,greece,aerospace & defence,"2,597,612",30,2003
https://multix-trolley.com/,multix solutions,italy,health,"11,586,460",5,2015
https://adpone.com,adpone,spain,advertising,"5,013,383",19,2015
https://www.oxwork.com,oxwork,france,retail,1,10,2014
http://www.bizay.com/,binary subject,portugal,ecommerce,20,169,2013
https://minkabu.co.jp/,minkabu,japan,fintech,38,163,2006
https://www.innovative-solutions.co.jp/,innovative solutions,japan,management consulting,4,29,2014
https://www.soe-ele.com/,soe,taiwan,technology,56,"1,780",1996
https://www.xilnex.com/,xilnex,malaysia,technology,2,106,2007
https://www.arabianpetroleum.co.in/,arabian petroleum,india,chemicals,11,114,2006
https://www.gift-group.co.jp/english/,gift inc,japan,restaurants,83,306,2009
https://www.b2digit.com/,b2digit,france,technology,"1,978,128",12,2016
https://www.amillionads.com/,a million ads,uk,advertising,"4,882,837",47,2015
https://www.virta.global,liikennevirta,finland,technology,"7,117,194",90,2013
https://www.novafacility.it,nova facility,italy,support services,7,102,2002
https://www.koenigskinder.de/,konigskinder immobilien,germany,property,7,44,2014
https://www.d-connect.net/,data connect technologies,singapore,technology,5,52,2003
https://www.qxyresources.com/,qxy resources,singapore,construction,39,103,2004
,major power technology,taiwan,technology,5,,2011
https://okwave.com/,okwave,japan,support services,44,160,1999
http://resonantnetworks.com/,resonant networks,singapore,telecoms,3,18,2013
https://www.woodwatch.com/en/,woodwatch,the netherlands,retail,"5,590,390",25,2013
https://www.3zehn.net,3zehn auto discount,germany,automobiles,"11,377,000",9,2016
https://www.goodbarber.com,goodbarber,france,technology,3,45,2009
https://www.macropix.it/,macropix,italy,technology,6,14,2013
https://www.legaseed.co.jp/,legaseed,japan,management consulting,6,54,2013
http://www.mayfarm.co.kr/,io-studio & vision,south korea,technology,2,15,2016
https://www.getforked.in/,fork media group,india,advertising,11,265,2013
https://www.datasection.co.jp/,data section,japan,technology,10,125,2000
http://www.wistronits.com/,wistron information technology and,taiwan,technology,172,,1992
https://fenetresfermeturesdudoubs.com/,fenetres du doubs,france,construction,"2,238,347",12,2010
https://www.sixth-sense.ai,sixth sense,italy,technology,"2,610,955",5,2015
https://www.fbmsrl.net,fbm srl,italy,support services,5,70,2012
https://www.new-systems.at/,new systehandelsgmbh,austria,personal & household goods,4,4,2009
https://www.info-tech.com.sg/,info-tech systeintegrators,singapore,technology,10,66,2007
https://wantedlyinc.com/ja,wantedly,japan,technology,28,123,2010
https://corp.karadanote.jp/,karadanote,japan,technology,6,30,2008
https://www.brainpad.co.jp/,brainpad,japan,technology,52,372,2004
http://www.rewindnetworks.com/,rewind networks,singapore,media,5,12,2012
https://maveric-systems.com/,maveric systems,india,technology,47,1647,2000
https://www.koesea-gmbh.de/,koesea,germany,construction,"3,400,000",65,2016
https://obido.pl,obido,poland,technology,"2,064,261",42,2015
https://www.cclfruit.es,ccl fruit y vegetales,spain,transport,4,3,2014
,rojen commerce,romania,retail,23,37,2015
https://www.yourparkingspace.co.uk/,yourparkingspace,united kingdom,technology,7,21,2013
https://hokkyokusei.co.jp/,hokkyokusei corporation,japan,property,34,10,2012
https://www.gtpl.net/,gtpl,india,media,236,714,2006
http://cygnus-trust.com/,cygnus trust,japan,sales & marketing,17,49,2011
https://www.ishanitech.biz/,ishan group,india,telecoms,9,619,2007
https://surala.jp/company/,surala,japan,education,10,42,2008
https://www.kgisl.com/,kg group,india,technology,26,1805,1994
https://www.podium-tech.com/,podium advanced technologies,italy,automobiles,"18,025,740",38,2011
https://www.spegra.hr/en,spegra,croatia,construction,"17,059,791",166,2010
https://wearephenix.com,phenix,france,waste management & recycling,"13,573,944",120,2014
https://www.upgrademedia.it,upgrade,italy,advertising,2,3,2014
https://www.infratech-bau.de/,infratech bau,germany,construction,12,45,2007
https://www.ndreams.com/,ndreams,united kingdom,games industry,2,64,2002
https://www.brainvire.com/,brainvire,india,technology,4,429,2012
https://www.infobeans.com/,infobeans,india,technology,26,974,2011
https://www.localdigital.com.au/,local digital,australia,advertising,1,21,2015
https://www.suppletek.in/,supple tek,india,agricultural commodities,514,438,2013
https://rushhourmedia.com/,rush hour media,hong kong,technology,1,16,2012
https://www.dvbiomed.com/,deesse vivante biomed,taiwan,beauty,62,,2011
https://gpainnova.com/,gpainnova,spain,industrial goods,"15,245,617",117,2013
https://www.soluzionetasse.com/,soluzione tasse,italy,management consulting,"18,939,430",23,2016
https://www.sta-portage.com,sta portage,france,technology,"28,033,386",286,2012
https://www.tecnoprogetti.org,tecnoprogetti,italy,construction,6,15,2001
https://www.novacartotecnicaroberto.it/,nova cartotecnica robertos,italy,industrial goods,2,33,2012
http://www.neuhoff-massivbau.de/,neuhoff massivbau,germany,construction,2,7,2014
https://xilnex.com/,xilnex,malaysia,technology,3,118,2007
https://www.toothlife.co.kr/,toothlife co ltd,south korea,media,4,39,2014
https://www.capitalnumbers.com/,capital numbers,india,technology,6,416,2012
https://www.insource.co.jp/index.html,insource,japan,education,51,470,2002
https://www.snowdome.org.au/,snowdome foundation,australia,health,4,6,2010
http://morexindustries.com/,morex industries,india,chemicals,6,48,1991
https://www.velocultour.de/,velocultour,germany,retail,"2,458,500",15,2016
https://www.domator24.com,domator24com,poland,personal & household goods,"16,946,191",65,2002
https://www.idenergias.com,imasd energias,spain,construction,12,36,2008
https://www.hr-xp.com/,hr xperience,germany,support services,21,860,2015
https://ogrodosfera.pl/,ogrodosfera,poland,ecommerce,5,15,2012
https://www.themissinglink.com.au/,the missing link,australia,technology,23,60,1997
https://aem.com.sg/,aem holdings,singapore,technology,376,645,1992
https://hxkart.com/,hyperxchange,india,retail,3,55,2016
http://www.mukkaseafoods.com/,mukka,india,agricultural commodities,82,180,2010
https://www.clinuvel.com/,the clinuvel group,australia,pharmaceuticals,24,52,2001
https://www.ablaze-corp.com/,ablaze,japan,travel & leisure,2,2,2016
https://www.butorpiac.hu/,butorpiachu,hungary,ecommerce,"2,184,336",7,2011
https://www.success-solutions.cz/,success solutions,czech republic,technology,"2,633,664",44,2016
https://www.grupoherrerobrigantina.com,herrero brigantina,spain,insurance,"12,848,166",87,2012
https://www.peoplegrapher.com,peoplegrapher,germany,advertising,"4,809,580",11,2016
https://www.machinesbroker.it,machines broker,italy,retail,1,3,2013
https://www.velvetmedia.it/,velvet media italia,italy,advertising,3,77,2013
https://www.sendcloud.com/,sendcloud,netherlands,ecommerce,33,72,2012
https://bestonglobalfoods.com.au/,beston global food company,australia,food & beverage,77,233,2015
https://visioncon.co.jp/,vision consulting,japan,management consulting,35,401,2014
https://www.kanazawajitsugyou.com/,kanazawa jitsugyou,japan,transport,3,38,2006
http://www.gke.com.sg/,gke corporation,singapore,transport,78,939,2000
https://www.aidea.com.ph/,aidea,philippines,construction,10,245,1995
https://d-connect.net/,data connect technologies,singapore,technology,4,45,2003
https://bugbitething.eu/,bug bite thing europe,denmark,health,"1,577,878",1,1989
https://zaraimballaggi.nwksite.com,zara,italy,industrial goods,"1,697,406",4,1984
https://www.smarkets.com,smarkets,united kingdom,fintech,24,104,2008
https://www.dsglass.it/,ds glass,italy,retail,6,5,2013
https://www.virta.global/,liikennevirta,finland,technology,4,50,2013
https://www.qburst.com/,qburst,india,technology,44,"1,872",2004
http://www.adefficiency.com/,ad efficiency,south korea,advertising,15,120,2012
https://www.major-power.com.tw/,major-power technology,taiwan,industrial goods,9,42,2011
http://www.accton.com/,accton,taiwan,technology,"1,791.35",,1988
https://www.kkelan.com/,elan,japan,retail,197,410,1997
https://www.nuffielddental.com.sg/,nuffield dental holdings,singapore,health,7,78,2014
https://dexatel.com/,dexatel,estonia,technology,"11,087,980",24,2015
https://gemco2.webnode.com/,gemco,italy,construction,"3,941,900",6,2015
https://www.truu.com/,truu wasserweik,germany,technology,"17,214,090",62,2011
https://contrader.it,contrader,italy,technology,"2,549,333",38,2012
https://www.clicklearn.com,clicklearn,denmark,technology,2,16,2010
https://www.metaminds.com/,metaminds,romania,cyber security,10,28,2015
https://prestigecarcenter.fi/,prestige car center,finland,automobiles,4,2,2014
https://mukkaproteins.com/,mukka,india,agricultural commodities,81,131,2010
https://apparent.com.au/,apparent,australia,advertising,14,114,2008
https://www.ergos.in/,ergos the grainbank,india,technology,5,300,2012
https://www.kentchem.com/,kenergie,india,chemicals,14,28,2004
http://www.eirgenix.com/,eirgenix,taiwan,health,15,207,2012
https://www.am-bition.jp/,ambition,japan,property,251,271,2007
https://www.amotech.fr/,lyonnaise de construction et renovation,france,construction,"6,640,842",,2015
https://www.skills-rh.fr,skills rh,france,management consulting,"12,140,000",50,2012
http://n/a,idrowatt italia,italy,industrial goods,"1,500,000",25,2015
https://www.centroolimpopalermo.it,progetto olimpo,italy,retail,9,50,2014
https://www.elandoilandgas.com/,eland oil & gas,united kingdom,energy,143,131,2009
https://www.athenainfonomics.com/,athena infonomics,india,management consulting,2,47,2010
https://www.antec.com/,antec,taiwan,games industry,58,26,1986
https://www.infobeans.com/,infobeans,india,technology,22,791,2011
https://www.izmoltd.com/,izmo,india,sales & marketing,14,305,1995
https://www.gousto.co.uk/,gousto,uk,food & beverage,"210,945,370",702,2012
https://www.winterinvenice.co.uk/,winter in venice,uk,beauty,"12,682,062",6,2010
http://www.greenteamsrl.com,green team,italy,energy,"1,925,566",3,2016
https://www.webstarschannel.it,web stars channel,italy,advertising,3,20,2013
http://itls.co.hu/,intradelog,hungary,agricultural commodities,3,3,2006
https://www.dfi.com/,dfi,taiwan,industrial goods,282,725,1981
https://www.nividous.com/,nividous,india,technology,6,185,2011
https://highreso.jp/,highreso,japan,technology,6,12,2007
https://www.goldenabc.com/,golden abc inc,philippines,fashion,208,5649,1988
http://www.aspeedtech.com/,aspeed technology,taiwan,technology,80,,2004
https://www.infratech-bau.de/,infratech bau,germany,construction,"60,067,088",72,2007
https://www.4streets.it/,4streets building innovation tunnels bridges roads,italy,construction,"6,739,630",46,2016
https://www.groupe-nat.fr,groupe nat,france,construction,"3,759,793",55,2016
https://www.fancystage.eu,fancystage unipessoal,portugal,beauty,3,31,2012
http://www.geckoengage.com/,gecko labs,united kingdom,technology,1,29,2012
https://sri.sg/,sri,singapore,property,36,12,2016
http://www.doctorqube.com/,doctor qube,japan,technology,14,142,2001
https://www.donuts.ne.jp/,donuts,japan,technology,125,543,2007
http://www.momoshop.com.tw/,momo,taiwan,ecommerce,"1,672.62",,2004
http://www.sikaglobal.com/,sika,india,aerospace & defence,9,87,1985
https://www.unusual.com.sg/,unusual,singapore,travel & leisure,45,,1997
https://landbay.co.uk/intermediaries,landbay,uk,fintech,"8,980,496",95,2013
https://www.gpainnova.com,steros gpa innovative,spain,industrial goods,"5,902,390",57,2013
https://www.laudaco.com,laudaco,slovakia,interiors,2,6,2012
https://silxo.com/,silxo,united kingdom,technology,4,10,2014
https://tripla.io/,tripla,japan,travel & leisure,2,70,2015
https://www.uniongas.com.sg/,union gas,singapore,energy,62,256,2016
https://www.iideas.com.sg/,iideas,singapore,support services,1,5,2016
https://gamewith.co.jp/en,gamewith,japan,media,26,134,2013
https://www.rollingarrays.com/,rolling arrays consulting,singapore,technology,5,45,2009
https://degoo.com/,degoo,sweden,technology,"1,973,775",18,2012
http://remove-france.com/,sas remove,france,waste management & recycling,"6,459,286",57,2015
https://www.vetrocar.it,vetrocar & bus,italy,automobiles,18,60,2008
https://www.solsol.cz/,solsol,czech republic,energy,7,5,2012
https://www.thenewslens.com/,the news lens,taiwan,media,2,102,2013
https://www.furlenco.com/,furlenco,india,ecommerce,11,329,2012
https://www.squareyards.com/,square yards,india,property,47,"5,300",2014
https://sevenseasexpress.com/,sevenseas,india,transport,27,311,2007
http://www.tofuglobal.com/,tofu restaurant group,taiwan,restaurants,45,1293,2008
https://www.yellowoctopus.com.au/,yellow octopus,australia,ecommerce,3,8,2013
https://www.gustavo-gusto.de/,franco fresco,germany,food & beverage,"50,723,858",320,2016
https://frontify.com,frontify,switzerland,technology,"7,876,910",107,2013
https://www.movetia.com,movetia digital,spain,fintech,4,90,2011
https://www.synapsy.events,synapsy,italy,advertising,5,6,2014
https://www.mop.ba/,ministry of programming,bosnia and herzegovina,technology,3,71,2015
https://pepltd.com.au/,peppermint innovation,australia,fintech,1,20,2015
https://www.bm-c.co.jp/,blue mark confidence,japan,sales & marketing,5,42,2015
https://www.akbansalgroup.com/,brightflexi,india,industrial goods,25,436,2015
http://www.actspand.com/,actspand,singapore,food & beverage,1,18,2005
https://minkabu.co.jp/,minkabu the infonoid,japan,fintech,25,144,2006
https://www.lendable.co.uk/,lendable,uk,fintech,"40,305,193",84,2014
https://www.ulrichmueller.de/,ulrich muller wealth academy,germany,education,"3,516,744",6,2014
http://www.anytech365.com,anytech365,spain,technology,"16,485,038",290,2014
https://www.gps-germany.com,gps gmbh,germany,industrial goods,4,32,2014
https://www.ramgesoft.de/,ramge software distribution,germany,technology,7,18,2004
https://www.geniussports.com/contact-us,genius sports group,united kingdom,technology,74,901,2015
https://www.hasirudalainnovations.com/,hasiru dala innovations,india,waste management & recycling,1,120,2015
https://transerve.com/,transerve technologies,india,technology,1,36,2009
http://ankurwares.com/,ankur,india,personal & household goods,50,200,1998
http://www.machvision.com.tw/,machvision,taiwan,technology,82,306,1998
http://www.inergy.com.tw/,inergy technology,taiwan,technology,24,70,2007
https://www.cerascreen.de/,cerascreen,germany,health,"10,499,782",84,2012
https://www.firstphone.hu/,firstphone,hungary,retail,"20,839,966",52,2013
https://www.canadianschool.it,canadian school of milan,italy,education,2,17,2004
https://www.itp-technologie.com/fr,itp technologie,france,retail,8,8,2013
http://docodoor.co.jp/,docodoor,japan,advertising,1,35,2011
https://crowdbank.jp/,crowd bank,japan,financial services,20,30,2014
https://www.fibergate.co.jp/,fibergate,japan,telecoms,79,221,2000
https://www.esco.com.sg/,esco,singapore,technology,27,61,1989
https://supple.com.au/,supple solutions,australia,advertising,5,55,2012
https://www.eqinov.com/,eqinov,france,energy,"70,183,744",43,2011
https://www.artepassioneristorazione.it,arte e passione,italy,restaurants,"2,285,202",55,2016
https://www.treesystem.it,treesystem,italy,energy,3,9,2010
https://www.rocketbaby.it/,letisan rocketbaby,italy,ecommerce,2,7,2014
https://www.delightroom.com/,delight room,south korea,health,4,16,2013
https://triple-a.io/,triple a technologies,singapore,fintech,1,9,2017
http://www.saluranpasifik.com/,saluran pasifik,malaysia,energy,20,13,2005
https://www.advantest.com/,advantest,japan,industrial goods,"2,535.96",5048,1954
https://proseccoserre.com/,serre famiglia pederiva viticoltori dal 1958,italy,food & beverage,"9,022,020",12,1996
http://deutschewebdesign.de,dwd werbeagentur,germany,advertising,"1,876,000",24,2014
https://www.gtcompany.fr,gt company,france,technology,1,2,2013
,santigado,portugal,agricultural commodities,1,3,2015
https://www.hotglue.com.au/,hotglue,australia,advertising,5,27,2010
http://tuaman.co.in/,tuaman,india,construction,57,617,2005
https://www.nti-nanofilm.com/,nanofilm technologies international,singapore,technology,158,"3,188",1999
https://megaglobal.com.ph/,mega fishing corporation,philippines,food & beverage,56,3500,1975
https://page.clicktrue.biz/,clicktrue,singapore,management consulting,6,35,2009
https://www.bloomandwild.com/,bloom & wild,uk,ecommerce,"155,595,726",170,2013
https://www.messengerpeople.com,messengerpeople,germany,technology,"10,146,200",56,2015
https://www.osiway.com,osiway,france,technology,2,3,2014
https://www.kombitex.com/,kombitex,germany,retail,8,17,2014
https://www.mastek.com/,mastek,india,technology,232,"3,792",1982
https://www.tcb.com.sg/,aj2,singapore,interiors,4,31,2014
https://www.mlioncorp.com/,mlion corporation,singapore,industrial goods,66,26,2011
https://www.polestarllp.com/,polestar solutions,india,technology,3,187,2012
http://www.lttech.com.tw/,long time technology,taiwan,batteries,18,,2009
https://corp.jac-recruitment.jp/,jac recruitment,japan,support services,222,1433,1975
https://www.braeutigam-gmbh.eu/de,brautigam,germany,automobiles,"6,315,124",29,2016
https://newilbau.fi/en/,newil & bau,finland,construction,"19,420,672",7,2006
https://www.soorce.de,soorce,germany,support services,"9,676,000",18,2004
https://www.minttowercapital.com,mint tower capital management,netherlands,financial services,6,25,2010
https://www.gpcaregroup.org/section/387/home,tower hamlets gp care group,united kingdom,health,26,381,2014
https://regenpower.com/,regen power,australia,energy,15,20,2003
https://www.rewindnetworks.com/,rewind networks,singapore,media,6,11,2012
http://www.ma-tek.com/,ma tek,taiwan,technology,82,,2009
http://www.jindaltextiles.com/,jindal worldwide,india,personal & household goods,286,2214,1986
http://www.m31tech.com/,m31 technology,taiwan,technology,28,,2011
https://idfinance.com/es/,id finance,spain,fintech,"103,634,000",411,2015
https://www.wasserneutral-gmbh.de,wasserneutral,germany,retail,"5,621,950",24,2014
https://www.kiarabijoux.com,kiara bijoux,italy,precious metals,6,4,2012
https://www.defama.de/,defama deutsche fachmarkt,germany,property,9,15,2014
https://www.flect.co.jp/,flect,japan,technology,23,149,2005
http://www.v-w.co.kr/,v wonderland extension,south korea,advertising,1,20,2006
http://dynacons.com/,dynacons,india,technology,58,"1,026",1995
http://www.swagger.kr/,swagger,south korea,beauty,2,12,2011
https://www.kingstate.com.tw/,kingstate,taiwan,technology,108,,1977
http://www.valuence.inc/,valuence,japan,retail,347,471,2011
https://kry.health/,kry,sweden,health,"77,764,611",600,2014
https://sixth-sense.ai/,sixth sense,italy,technology,"3,916,570",25,2015
https://dallenergy.com,dall energy,denmark,energy,"3,746,666",15,2007
https://www.syntelix.net,syntelix avances tecnologicos,spain,telecoms,1,8,2014
https://etnocafe.com/,etno cafe,poland,food & beverage,4,248,2012
https://www.lockwoodpublishing.com/,lockwood publishing,united kingdom,games industry,20,90,2007
http://www.tpmn.io/,tpmn,south korea,advertising,7,12,2013
https://www.dvphilippines.com/,d&v philippines,philippines,support services,7,352,2012
https://www.trukky.com/,trukky,india,transport,1,28,2015
http://www.ymc.com.tw/,yield microelectronic,taiwan,technology,4,60,1990
http://www.propertydbk.com/,property data bank,japan,technology,16,64,2000
https://www.icaresmedicus.com/,icares medicus,taiwan,health,13,118,2011
https://www.nethive.it/,nethive,italy,cyber security,"3,960,770",19,2014
https://www.latitudeim.com/,latitude investment management,uk,financial services,"1,750,466",8,2016
http://www.performance54.com,performance54,uk,media,"14,450,420",31,2015
https://www.iso-gruppe.com,iso recruiting consultants,germany,support services,7,14,2013
https://www.plan.com/,plan communications holding,united kingdom,telecoms,54,94,2015
https://marutitech.com/,maruti techlabs,india,technology,2,121,2009
https://transact.co.jp/,transact,japan,support services,3,55,2013
https://www.sourcecentral.com.au/,source central,australia,technology,10,32,2005
https://www.lotes.cc/,lotes,taiwan,technology,487,9300,1986
https://www.shinybrands.com/,shiny brands,taiwan,beauty,33,,2009
https://qred.com/,qred,sweden,fintech,"30,414,122",68,2015
https://www.oculavis.de/,oculavis,germany,technology,"3,924,472",55,2016
https://iutecredit.com,iutecredit europe,estonia,fintech,"50,784,000",347,2008
https://www.mpfinance.it,mpfinance,italy,construction,"4,001,934",2,2012
https://www.robertodemeglio.it,roberto demeglio,italy,retail,8,28,2014
https://www.am-lagertechnik.de,am-lagertechnik,germany,industrial goods,27,15,2011
https://www.global-work.it/,globalwork,italy,telecoms,2,37,2011
https://www.oasisindia.in/,oasis fertility,india,health,9,318,2009
file:///users/chris.campbell/downloads/na,jayshree grain,india,food & beverage,20,200,2014
https://www.logpresso.com/,logpresso,south korea,cyber security,2,40,2013
http://www.wcspl.org/,world class services,india,support services,33,13500,2011
https://www.sacombank.com.vn/,sacombank,vietnam,financial services,"1,553.00",19237,1991
http://www.deltrade.in/,del trade international,india,pharmaceuticals,41,23,2010
https://www.theinformationlab.it/,the information lab,italy,technology,"4,253,110",30,2015
https://www.rollladenbau-markisen.de/,md sonnenschutztechnik,germany,construction,"4,068,621",10,2015
https://it.everli.com,everli,italy,ecommerce,"29,000,000",115,2014
https://www.druck-media-service.com,dgmbh druckerei werbung und marketing,germany,advertising,"14,000,000",27,2013
https://www.elettrotlc.it,elettro tlc,italy,telecoms,9,45,2014
https://parlem.com/,parlem telecom,spain,telecoms,5,21,2012
https://anytech365.com/,anteco systeanytech365,spain,technology,10,295,2014
https://www.indegene.com/,indegene,india,support services,130,"3,238",1998
https://www.ptt.com.ph/,pt&t,philippines,telecoms,8,232,1962
http://chsiphil.com/,chsi,philippines,health,5,554,2005
https://www.gseven.com.tw/,gseven,taiwan,retail,76,322,1994
http://www.lacmedical.com/,lac medical supplies,malaysia,health,10,37,2003
https://www.mackaygoodwin.com.au/,mackay goodwin,australia,financial services,4,45,2004
https://www.syntio.net/,syntio,croatia,technology,"2,127,532",43,2017
https://www.hexonia.de,hexonia,germany,technology,"46,600,000",125,2005
https://www.iwoca.co.uk,iwoca,united kingdom,fintech,29,224,2011
https://www.xtream-codes.com/,xtream codes,bulgaria,technology,3,,2015
https://mobilewaves.com/,mobile wave solutions,bulgaria,technology,2,58,2014
https://www.tpisoftware.com/,tpisoftware corporation,taiwan,technology,14,471,2005
https://www.re-blast.com/,re blast,japan,retail,2,18,2011
https://www.tankfullyfresh.com/,sin chwee mini mart,singapore,retail,1,7,1990
https://www.bdo.com.ph/,bdo unibank,philippines,financial services,"3,566.66",38510,1967
https://www.nihon-ma.co.jp/,nihon m&a center,japan,management consulting,294,582,1991
https://www.lendi.com.au/,lendi,australia,fintech,26,429,2013
https://www.bomae.dk/,bomae,denmark,financial services,"1,662,487",13,2016
https://crest-investment.com,crest investment,germany,property,"1,956,510",12,2016
https://www.agrivi.com,agrivi doo,croatia,technology,"1,570,115",24,2013
https://www.motius.de,motius,germany,support services,2,42,2013
https://www.watt-volt.gr/,watt and volt,greece,energy,164,234,2011
https://www.84codes.com/,84codes,sweden,technology,4,8,2012
https://www.arabianpetroleum.co.in/,arabian petroleum limited,india,industrial goods,14,104,2009
https://www.businessedge.com.sg/,business edge personnel services,singapore,support services,26,15,1996
https://www.spcls.co.in/,spc lifesciences,india,pharmaceuticals,17,150,2005
https://sheetalicecream.com/,sheetal,india,food & beverage,36,605,2013
https://www.executivecentre.com/,the executive centre,hong kong,property,235,1042,1994
https://boustead.sg/,boustead singapore,singapore,industrial goods,532,1135,1828
https://uk.gophr.com/,gophr,uk,technology,"5,738,336",18,2014
https://www.memorypc.de/,memory pc,germany,retail,"57,375,000",110,2012
https://www.abcostruzioni.it,ab costruzioni,italy,construction,"1,545,095",5,2012
https://www.geodem-ambiente.it,geodem-ambiente,italy,construction,9,38,2012
https://www.verbraucherhilfe24.de/,vh24,germany,support services,8,54,2011
https://jbrcapital.com/,jbr capital,united kingdom,financial services,18,45,2015
https://www.oncolifehospitals.com/,onco-life hospitals,india,health,3,164,2015
https://www.money3.com.au/,money3,australia,fintech,99,300,2005
,bansal credits,india,financial services,4,108,1988
https://www.sobha.com/,sobha,india,construction,533,3309,1995
https://architectus.com.au/,architectus,australia,architecture,64,341,2008
https://www.sollis.de/,sollis solargrohandel,germany,retail,"11,860,100",6,2017
https://phrasee.co,phrasee,uk,technology,"4,774,273",44,2015
https://www.jamwerkt.nl,jam,netherlands,support services,2,9,2012
https://www.plasmapro.ee/en/home/,plasmapro,estonia,industrial goods,2,8,2015
https://www.datavalue-consulting.com/fr/,datavalue consulting,france,management consulting,10,155,2014
https://www.nuffielddental.com.sg/,nuffield dental,singapore,health,10,90,2014
https://clixph.com/,clixlogic,philippines,technology,2,46,2005
https://loadstarcapital.com/,loadstar capital,japan,property,159,58,2012
https://www.dtcworld.com.sg/,dtc world corporation,singapore,sales & marketing,12,31,2006
https://www.papy.co.jp/info/,papyless,japan,ecommerce,214,116,1995
https://www.bossdom.com/,bossdom digiinnovation,taiwan,media,6,,2014
https://www.spotawheel.com/,spotawheel,greece,automobiles,"15,646,588",123,2015
https://ooni.com/,ooni pizza ovens,uk,personal & household goods,"63,879,414",83,2012
http://n/a,fibtel,france,telecoms,"1,579,135",44,2007
http://www.tesgroupsrl.it,tes group,italy,construction,"5,932,475",27,2015
https://www.overthelux.com,over the lux,italy,travel & leisure,3,5,2010
https://seargin.com/,seargin,poland,technology,11,51,2014
https://anne-gmbh.de/,anne,germany,retail,2,4,2012
https://www.e-xtreme.co.jp/,extreme coltd,japan,technology,58,400,2005
https://www.accesshealthcare.com/,access healthcare services,india,support services,140,"14,230",2011
https://www.fireflynetworks.co.in/,firefly networks limited,india,telecoms,2,33,2014
https://stmartincoop.ph/,st martin coop,philippines,support services,1,136,1969
https://www.futureworks.in/,futureworks,india,media,7,341,2007
https://www.connectcue.com/,connect group,singapore,travel & leisure,7,159,2012
https://www.robovox.eu/,robovox distributions,germany,retail,"19,427,000",35,2015
https://www.rtbhouse.com,rtb house,poland,technology,"169,467,709",575,2013
https://www.storytel.se,storytel,sweden,media,122,309,2005
https://corporate.wearefram.com/,fram skandinavien,sweden,technology,1,100,2014
https://www.versoprobo.it/,versoprobo,italy,support services,14,292,2009
https://www.e-tech.com.sg/,e-tech building services,singapore,support services,10,200,1990
https://www.shizenenergy.net/,shizen energy,japan,energy,50,131,2011
https://www.okkami.com/,okkami,thailand,technology,1,30,2016
http://www.soinc.com.tw/,silicon optronics,taiwan,technology,74,47,2004
https://www.procurri.com/,procurri corporation,singapore,technology,162,496,2009
http://www.kuobrothers.com/,kuobrothers,taiwan,ecommerce,164,,2012
https://www.centralnic.com/,centralnic group,uk,technology,"197,260,279",650,2000
https://www.savvyinvestor.net,savvy investor,uk,fintech,"1,622,966",17,2012
https://www.lgsurgelati.it,lg surgelati,italy,food & beverage,3,10,2013
https://www.easypharma.com,easypharm,italy,pharmaceuticals,1,13,2012
https://proficio.cz/,proficio marketing,czech republic,advertising,1,18,2013
http://reversemediagroup.com/,reverse media group,united kingdom,media,8,15,2014
https://stalucialand.com.ph/,sta lucia,philippines,property,119,160,2007
https://www.nexonpaints.com/,nexon paints,india,personal & household goods,9,175,2008
http://www.gsil.kr/,gsil,south korea,support services,1,30,2013
https://www.taisol.com/,taisol,taiwan,technology,150,2537,1994
https://www.jentech.com.tw/,jentech,taiwan,technology,177,1922,1987
https://www.rad-ic.com/en-global,raydium,taiwan,technology,450,693,2003
https://www.bat-logistik.de/,bernd andert transporte,germany,transport,"4,105,262",83,2003
https://www.bluewaterbio.com/,bluewater bio,uk,technology,"20,201,424",18,2007
https://intumind.de,intumind,germany,health,"2,468,630",18,2015
https://www.scribbr.com,scribbr,netherlands,education,3,22,2012
https://about.grabyo.com/,grabyo,united kingdom,media,5,50,2013
http://medi-banx.com/,medi banx,japan,media,2,14,2010
https://www.sgslogistics.com.au/,sgs logistics,australia,transport,8,7,2015
https://www.bakerandcook.biz/,baker & cook,singapore,food & beverage,8,147,2012
http://www.highlandfoods.co.kr/,highland foods,south korea,food & beverage,440,60,1999
http://www.w-endless.co.jp/,w-endless,japan,sales & marketing,7,65,2014
https://www.tecmasolutions.com/,tecma solutions,italy,technology,"7,319,870",107,2012
https://www.samont.com,samont,germany,industrial goods,"16,487,780",81,2008
https://moments.pastbook.com,pastbook,netherlands,ecommerce,"11,496,522",15,2012
https://www.endado.com,recambios endado,spain,ecommerce,1,19,2012
https://housekeep.com/,housekeep,united kingdom,technology,10,32,2014
https://www.powerspace.com/,powerspace,france,technology,5,10,2008
https://topreform.jp/,top reform,japan,architecture,4,17,2015
https://www.j-sol-medical.co.jp/,j sol medical,japan,health,4,21,2016
https://www.izmoltd.com/,izmo ltd,india,technology,15,297,1995
https://www.facebook.com/buildersalliancepteltd/,builders alliance,singapore,construction,9,88,2004
